UK,PHOT,WTOF,WTON,HROR
2019-01-01 00:00:00,0.0,0.5602,0.5746,0.34340146289716
2019-01-01 01:00:00,0.0,0.5699,0.5204,0.34340146289716
2019-01-01 02:00:00,0.0,0.5606,0.4542,0.34340146289716
2019-01-01 03:00:00,0.0,0.5571,0.3947,0.34340146289716
2019-01-01 04:00:00,0.0,0.5313,0.3547,0.34340146289716
2019-01-01 05:00:00,0.0,0.4986,0.3401,0.34340146289716
2019-01-01 06:00:00,0.0,0.4596,0.3256,0.34340146289716
2019-01-01 07:00:00,0.0,0.4197,0.3162,0.34340146289716
2019-01-01 08:00:00,0.002,0.3989,0.3052,0.34340146289716
2019-01-01 09:00:00,0.057,0.375,0.2869,0.34340146289716
2019-01-01 10:00:00,0.136,0.3556,0.2582,0.34340146289716
2019-01-01 11:00:00,0.194,0.349,0.2378,0.34340146289716
2019-01-01 12:00:00,0.208,0.3682,0.233,0.34340146289716
2019-01-01 13:00:00,0.177,0.3845,0.2296,0.34340146289716
2019-01-01 14:00:00,0.099,0.3975,0.2314,0.34340146289716
2019-01-01 15:00:00,0.015,0.4195,0.2369,0.34340146289716
2019-01-01 16:00:00,0.0,0.4298,0.2358,0.34340146289716
2019-01-01 17:00:00,0.0,0.4453,0.2265,0.34340146289716
2019-01-01 18:00:00,0.0,0.4551,0.2126,0.34340146289716
2019-01-01 19:00:00,0.0,0.4642,0.1973,0.34340146289716
2019-01-01 20:00:00,0.0,0.4584,0.1795,0.34340146289716
2019-01-01 21:00:00,0.0,0.4407,0.1617,0.34340146289716
2019-01-01 22:00:00,0.0,0.4132,0.1436,0.34340146289716
2019-01-01 23:00:00,0.0,0.3884,0.1281,0.34340146289716
2019-01-02 00:00:00,0.0,0.3742,0.1152,0.41062173450139
2019-01-02 01:00:00,0.0,0.3605,0.1031,0.41062173450139
2019-01-02 02:00:00,0.0,0.3367,0.0916,0.41062173450139
2019-01-02 03:00:00,0.0,0.3153,0.0852,0.41062173450139
2019-01-02 04:00:00,0.0,0.3032,0.0836,0.41062173450139
2019-01-02 05:00:00,0.0,0.3004,0.0845,0.41062173450139
2019-01-02 06:00:00,0.0,0.2985,0.0861,0.41062173450139
2019-01-02 07:00:00,0.0,0.2903,0.0863,0.41062173450139
2019-01-02 08:00:00,0.006,0.2708,0.0838,0.41062173450139
2019-01-02 09:00:00,0.077,0.2352,0.0737,0.41062173450139
2019-01-02 10:00:00,0.174,0.1999,0.0597,0.41062173450139
2019-01-02 11:00:00,0.232,0.1772,0.0507,0.41062173450139
2019-01-02 12:00:00,0.234,0.1634,0.0468,0.41062173450139
2019-01-02 13:00:00,0.184,0.1538,0.043,0.41062173450139
2019-01-02 14:00:00,0.099,0.1492,0.0418,0.41062173450139
2019-01-02 15:00:00,0.018000000000000002,0.1513,0.0445,0.41062173450139
2019-01-02 16:00:00,0.0,0.1528,0.0481,0.41062173450139
2019-01-02 17:00:00,0.0,0.1492,0.052000000000000005,0.41062173450139
2019-01-02 18:00:00,0.0,0.1413,0.0551,0.41062173450139
2019-01-02 19:00:00,0.0,0.1338,0.0568,0.41062173450139
2019-01-02 20:00:00,0.0,0.1317,0.0571,0.41062173450139
2019-01-02 21:00:00,0.0,0.134,0.0584,0.41062173450139
2019-01-02 22:00:00,0.0,0.1359,0.0621,0.41062173450139
2019-01-02 23:00:00,0.0,0.1341,0.0654,0.41062173450139
2019-01-03 00:00:00,0.0,0.1295,0.0656,0.39458489043601497
2019-01-03 01:00:00,0.0,0.1242,0.0624,0.39458489043601497
2019-01-03 02:00:00,0.0,0.1201,0.0594,0.39458489043601497
2019-01-03 03:00:00,0.0,0.1163,0.0607,0.39458489043601497
2019-01-03 04:00:00,0.0,0.1127,0.0662,0.39458489043601497
2019-01-03 05:00:00,0.0,0.1117,0.0748,0.39458489043601497
2019-01-03 06:00:00,0.0,0.1125,0.0856,0.39458489043601497
2019-01-03 07:00:00,0.0,0.1107,0.0956,0.39458489043601497
2019-01-03 08:00:00,0.006,0.1045,0.1023,0.39458489043601497
2019-01-03 09:00:00,0.08800000000000001,0.0939,0.1011,0.39458489043601497
2019-01-03 10:00:00,0.179,0.083,0.08900000000000001,0.39458489043601497
2019-01-03 11:00:00,0.229,0.0758,0.0758,0.39458489043601497
2019-01-03 12:00:00,0.228,0.0731,0.0708,0.39458489043601497
2019-01-03 13:00:00,0.184,0.0788,0.0766,0.39458489043601497
2019-01-03 14:00:00,0.105,0.0915,0.0874,0.39458489043601497
2019-01-03 15:00:00,0.021,0.1026,0.1021,0.39458489043601497
2019-01-03 16:00:00,0.0,0.1068,0.1171,0.39458489043601497
2019-01-03 17:00:00,0.0,0.1046,0.1287,0.39458489043601497
2019-01-03 18:00:00,0.0,0.0991,0.1357,0.39458489043601497
2019-01-03 19:00:00,0.0,0.0926,0.1357,0.39458489043601497
2019-01-03 20:00:00,0.0,0.0839,0.1321,0.39458489043601497
2019-01-03 21:00:00,0.0,0.0776,0.1245,0.39458489043601497
2019-01-03 22:00:00,0.0,0.0837,0.1228,0.39458489043601497
2019-01-03 23:00:00,0.0,0.0996,0.1338,0.39458489043601497
2019-01-04 00:00:00,0.0,0.1017,0.1485,0.361916038637287
2019-01-04 01:00:00,0.0,0.0914,0.1521,0.361916038637287
2019-01-04 02:00:00,0.0,0.0887,0.1527,0.361916038637287
2019-01-04 03:00:00,0.0,0.1012,0.1546,0.361916038637287
2019-01-04 04:00:00,0.0,0.1213,0.1565,0.361916038637287
2019-01-04 05:00:00,0.0,0.1402,0.1636,0.361916038637287
2019-01-04 06:00:00,0.0,0.1473,0.1721,0.361916038637287
2019-01-04 07:00:00,0.0,0.1535,0.1775,0.361916038637287
2019-01-04 08:00:00,0.008,0.161,0.1782,0.361916038637287
2019-01-04 09:00:00,0.062,0.1594,0.1758,0.361916038637287
2019-01-04 10:00:00,0.117,0.1578,0.1703,0.361916038637287
2019-01-04 11:00:00,0.154,0.1688,0.1699,0.361916038637287
2019-01-04 12:00:00,0.158,0.1853,0.1738,0.361916038637287
2019-01-04 13:00:00,0.133,0.2003,0.1878,0.361916038637287
2019-01-04 14:00:00,0.075,0.215,0.2041,0.361916038637287
2019-01-04 15:00:00,0.016,0.232,0.2186,0.361916038637287
2019-01-04 16:00:00,0.0,0.2449,0.2204,0.361916038637287
2019-01-04 17:00:00,0.0,0.2512,0.2096,0.361916038637287
2019-01-04 18:00:00,0.0,0.2518,0.1948,0.361916038637287
2019-01-04 19:00:00,0.0,0.2475,0.1832,0.361916038637287
2019-01-04 20:00:00,0.0,0.2413,0.1761,0.361916038637287
2019-01-04 21:00:00,0.0,0.2472,0.1755,0.361916038637287
2019-01-04 22:00:00,0.0,0.2586,0.1778,0.361916038637287
2019-01-04 23:00:00,0.0,0.27,0.1806,0.361916038637287
2019-01-05 00:00:00,0.0,0.2735,0.1812,0.3258631353641649
2019-01-05 01:00:00,0.0,0.2694,0.1785,0.3258631353641649
2019-01-05 02:00:00,0.0,0.2623,0.1755,0.3258631353641649
2019-01-05 03:00:00,0.0,0.2579,0.1676,0.3258631353641649
2019-01-05 04:00:00,0.0,0.2547,0.1586,0.3258631353641649
2019-01-05 05:00:00,0.0,0.2522,0.1529,0.3258631353641649
2019-01-05 06:00:00,0.0,0.2478,0.1469,0.3258631353641649
2019-01-05 07:00:00,0.0,0.2466,0.1396,0.3258631353641649
2019-01-05 08:00:00,0.005,0.2442,0.1328,0.3258631353641649
2019-01-05 09:00:00,0.05,0.2376,0.1295,0.3258631353641649
2019-01-05 10:00:00,0.102,0.2366,0.1324,0.3258631353641649
2019-01-05 11:00:00,0.133,0.2513,0.1385,0.3258631353641649
2019-01-05 12:00:00,0.131,0.275,0.1432,0.3258631353641649
2019-01-05 13:00:00,0.098,0.2853,0.1465,0.3258631353641649
2019-01-05 14:00:00,0.05,0.2845,0.1504,0.3258631353641649
2019-01-05 15:00:00,0.008,0.2839,0.1591,0.3258631353641649
2019-01-05 16:00:00,0.0,0.2808,0.1638,0.3258631353641649
2019-01-05 17:00:00,0.0,0.2698,0.1637,0.3258631353641649
2019-01-05 18:00:00,0.0,0.2553,0.165,0.3258631353641649
2019-01-05 19:00:00,0.0,0.2441,0.1716,0.3258631353641649
2019-01-05 20:00:00,0.0,0.2339,0.1855,0.3258631353641649
2019-01-05 21:00:00,0.0,0.224,0.201,0.3258631353641649
2019-01-05 22:00:00,0.0,0.2159,0.2143,0.3258631353641649
2019-01-05 23:00:00,0.0,0.21,0.2277,0.3258631353641649
2019-01-06 00:00:00,0.0,0.2061,0.2357,0.32074365661264503
2019-01-06 01:00:00,0.0,0.2017,0.2365,0.32074365661264503
2019-01-06 02:00:00,0.0,0.1969,0.2338,0.32074365661264503
2019-01-06 03:00:00,0.0,0.2026,0.2359,0.32074365661264503
2019-01-06 04:00:00,0.0,0.2107,0.2388,0.32074365661264503
2019-01-06 05:00:00,0.0,0.2174,0.2293,0.32074365661264503
2019-01-06 06:00:00,0.0,0.2123,0.2034,0.32074365661264503
2019-01-06 07:00:00,0.0,0.2032,0.1777,0.32074365661264503
2019-01-06 08:00:00,0.001,0.1897,0.1497,0.32074365661264503
2019-01-06 09:00:00,0.015,0.1649,0.1163,0.32074365661264503
2019-01-06 10:00:00,0.049,0.1397,0.0856,0.32074365661264503
2019-01-06 11:00:00,0.076,0.1301,0.0668,0.32074365661264503
2019-01-06 12:00:00,0.092,0.133,0.0592,0.32074365661264503
2019-01-06 13:00:00,0.07200000000000001,0.1372,0.0587,0.32074365661264503
2019-01-06 14:00:00,0.033,0.1383,0.0591,0.32074365661264503
2019-01-06 15:00:00,0.003,0.1424,0.0614,0.32074365661264503
2019-01-06 16:00:00,0.0,0.1529,0.0693,0.32074365661264503
2019-01-06 17:00:00,0.0,0.1666,0.0796,0.32074365661264503
2019-01-06 18:00:00,0.0,0.1737,0.0947,0.32074365661264503
2019-01-06 19:00:00,0.0,0.1749,0.1234,0.32074365661264503
2019-01-06 20:00:00,0.0,0.1788,0.1639,0.32074365661264503
2019-01-06 21:00:00,0.0,0.1893,0.2076,0.32074365661264503
2019-01-06 22:00:00,0.0,0.2121,0.2534,0.32074365661264503
2019-01-06 23:00:00,0.0,0.237,0.2992,0.32074365661264503
2019-01-07 00:00:00,0.0,0.2691,0.3355,0.365172620979713
2019-01-07 01:00:00,0.0,0.2834,0.3551,0.365172620979713
2019-01-07 02:00:00,0.0,0.3,0.3948,0.365172620979713
2019-01-07 03:00:00,0.0,0.3259,0.4646,0.365172620979713
2019-01-07 04:00:00,0.0,0.3615,0.5215,0.365172620979713
2019-01-07 05:00:00,0.0,0.3921,0.5695,0.365172620979713
2019-01-07 06:00:00,0.0,0.4322,0.6213,0.365172620979713
2019-01-07 07:00:00,0.0,0.4692,0.6789,0.365172620979713
2019-01-07 08:00:00,0.001,0.5256,0.7233,0.365172620979713
2019-01-07 09:00:00,0.013,0.5742,0.7403,0.365172620979713
2019-01-07 10:00:00,0.045,0.6194,0.7542,0.365172620979713
2019-01-07 11:00:00,0.07400000000000001,0.6639,0.7761,0.365172620979713
2019-01-07 12:00:00,0.083,0.6961,0.7972,0.365172620979713
2019-01-07 13:00:00,0.061,0.7188,0.8256,0.365172620979713
2019-01-07 14:00:00,0.03,0.7501,0.8405,0.365172620979713
2019-01-07 15:00:00,0.004,0.7844,0.8465,0.365172620979713
2019-01-07 16:00:00,0.0,0.7982,0.8464,0.365172620979713
2019-01-07 17:00:00,0.0,0.8190000000000001,0.8374,0.365172620979713
2019-01-07 18:00:00,0.0,0.8319,0.8255,0.365172620979713
2019-01-07 19:00:00,0.0,0.8328,0.8077,0.365172620979713
2019-01-07 20:00:00,0.0,0.8217,0.7859999999999999,0.365172620979713
2019-01-07 21:00:00,0.0,0.8246,0.7683,0.365172620979713
2019-01-07 22:00:00,0.0,0.8221,0.7518,0.365172620979713
2019-01-07 23:00:00,0.0,0.8158,0.732,0.365172620979713
2019-01-08 00:00:00,0.0,0.8126,0.7097,0.4461051182007629
2019-01-08 01:00:00,0.0,0.8147,0.6847,0.4461051182007629
2019-01-08 02:00:00,0.0,0.8206,0.655,0.4461051182007629
2019-01-08 03:00:00,0.0,0.8246,0.6149,0.4461051182007629
2019-01-08 04:00:00,0.0,0.8196,0.5625,0.4461051182007629
2019-01-08 05:00:00,0.0,0.8067,0.5097,0.4461051182007629
2019-01-08 06:00:00,0.0,0.7874,0.4631,0.4461051182007629
2019-01-08 07:00:00,0.0,0.7535,0.4414,0.4461051182007629
2019-01-08 08:00:00,0.003,0.7331,0.4344,0.4461051182007629
2019-01-08 09:00:00,0.071,0.7155,0.4189,0.4461051182007629
2019-01-08 10:00:00,0.174,0.7067,0.3859,0.4461051182007629
2019-01-08 11:00:00,0.251,0.7151,0.3768,0.4461051182007629
2019-01-08 12:00:00,0.27,0.7273,0.3821,0.4461051182007629
2019-01-08 13:00:00,0.232,0.7183,0.3784,0.4461051182007629
2019-01-08 14:00:00,0.141,0.7026,0.3677,0.4461051182007629
2019-01-08 15:00:00,0.031,0.6943,0.3684,0.4461051182007629
2019-01-08 16:00:00,0.0,0.685,0.3611,0.4461051182007629
2019-01-08 17:00:00,0.0,0.6572,0.3404,0.4461051182007629
2019-01-08 18:00:00,0.0,0.6343,0.3174,0.4461051182007629
2019-01-08 19:00:00,0.0,0.6225,0.2994,0.4461051182007629
2019-01-08 20:00:00,0.0,0.5995,0.2852,0.4461051182007629
2019-01-08 21:00:00,0.0,0.5931,0.2746,0.4461051182007629
2019-01-08 22:00:00,0.0,0.5978,0.2598,0.4461051182007629
2019-01-08 23:00:00,0.0,0.5933,0.2375,0.4461051182007629
2019-01-09 00:00:00,0.0,0.5843,0.2127,0.48461816085419795
2019-01-09 01:00:00,0.0,0.5710000000000001,0.195,0.48461816085419795
2019-01-09 02:00:00,0.0,0.5529,0.1893,0.48461816085419795
2019-01-09 03:00:00,0.0,0.5427,0.1815,0.48461816085419795
2019-01-09 04:00:00,0.0,0.5462,0.1731,0.48461816085419795
2019-01-09 05:00:00,0.0,0.5451,0.1683,0.48461816085419795
2019-01-09 06:00:00,0.0,0.544,0.1597,0.48461816085419795
2019-01-09 07:00:00,0.0,0.5251,0.1413,0.48461816085419795
2019-01-09 08:00:00,0.008,0.4874,0.1293,0.48461816085419795
2019-01-09 09:00:00,0.08199999999999999,0.4532,0.1136,0.48461816085419795
2019-01-09 10:00:00,0.183,0.4382,0.0963,0.48461816085419795
2019-01-09 11:00:00,0.229,0.4324,0.0936,0.48461816085419795
2019-01-09 12:00:00,0.221,0.4308,0.0983,0.48461816085419795
2019-01-09 13:00:00,0.17600000000000002,0.4211,0.0971,0.48461816085419795
2019-01-09 14:00:00,0.095,0.4144,0.0966,0.48461816085419795
2019-01-09 15:00:00,0.02,0.3923,0.1069,0.48461816085419795
2019-01-09 16:00:00,0.0,0.3657,0.1283,0.48461816085419795
2019-01-09 17:00:00,0.0,0.3524,0.1483,0.48461816085419795
2019-01-09 18:00:00,0.0,0.3395,0.1562,0.48461816085419795
2019-01-09 19:00:00,0.0,0.3107,0.155,0.48461816085419795
2019-01-09 20:00:00,0.0,0.2816,0.1573,0.48461816085419795
2019-01-09 21:00:00,0.0,0.2605,0.165,0.48461816085419795
2019-01-09 22:00:00,0.0,0.2412,0.1704,0.48461816085419795
2019-01-09 23:00:00,0.0,0.2116,0.1746,0.48461816085419795
2019-01-10 00:00:00,0.0,0.1919,0.1721,0.48757810004347896
2019-01-10 01:00:00,0.0,0.1796,0.1738,0.48757810004347896
2019-01-10 02:00:00,0.0,0.16399999999999998,0.1741,0.48757810004347896
2019-01-10 03:00:00,0.0,0.1578,0.1715,0.48757810004347896
2019-01-10 04:00:00,0.0,0.1588,0.1758,0.48757810004347896
2019-01-10 05:00:00,0.0,0.1585,0.1858,0.48757810004347896
2019-01-10 06:00:00,0.0,0.1575,0.1947,0.48757810004347896
2019-01-10 07:00:00,0.0,0.1641,0.2026,0.48757810004347896
2019-01-10 08:00:00,0.003,0.1685,0.2141,0.48757810004347896
2019-01-10 09:00:00,0.029,0.1652,0.2185,0.48757810004347896
2019-01-10 10:00:00,0.064,0.1554,0.2112,0.48757810004347896
2019-01-10 11:00:00,0.092,0.1563,0.2065,0.48757810004347896
2019-01-10 12:00:00,0.104,0.1698,0.2121,0.48757810004347896
2019-01-10 13:00:00,0.093,0.1918,0.2084,0.48757810004347896
2019-01-10 14:00:00,0.052000000000000005,0.2061,0.2216,0.48757810004347896
2019-01-10 15:00:00,0.009000000000000001,0.2273,0.2489,0.48757810004347896
2019-01-10 16:00:00,0.0,0.2462,0.2674,0.48757810004347896
2019-01-10 17:00:00,0.0,0.2616,0.2656,0.48757810004347896
2019-01-10 18:00:00,0.0,0.2764,0.2597,0.48757810004347896
2019-01-10 19:00:00,0.0,0.2693,0.2525,0.48757810004347896
2019-01-10 20:00:00,0.0,0.2677,0.2538,0.48757810004347896
2019-01-10 21:00:00,0.0,0.2738,0.2626,0.48757810004347896
2019-01-10 22:00:00,0.0,0.2748,0.2637,0.48757810004347896
2019-01-10 23:00:00,0.0,0.2732,0.2588,0.48757810004347896
2019-01-11 00:00:00,0.0,0.2802,0.2568,0.4848486783584261
2019-01-11 01:00:00,0.0,0.2863,0.2641,0.4848486783584261
2019-01-11 02:00:00,0.0,0.2934,0.2676,0.4848486783584261
2019-01-11 03:00:00,0.0,0.2966,0.2564,0.4848486783584261
2019-01-11 04:00:00,0.0,0.3014,0.2491,0.4848486783584261
2019-01-11 05:00:00,0.0,0.2982,0.2386,0.4848486783584261
2019-01-11 06:00:00,0.0,0.2847,0.2214,0.4848486783584261
2019-01-11 07:00:00,0.0,0.2757,0.2073,0.4848486783584261
2019-01-11 08:00:00,0.002,0.2694,0.1973,0.4848486783584261
2019-01-11 09:00:00,0.03,0.2539,0.1935,0.4848486783584261
2019-01-11 10:00:00,0.075,0.2364,0.1764,0.4848486783584261
2019-01-11 11:00:00,0.108,0.2352,0.1654,0.4848486783584261
2019-01-11 12:00:00,0.122,0.2513,0.1648,0.4848486783584261
2019-01-11 13:00:00,0.103,0.2593,0.1709,0.4848486783584261
2019-01-11 14:00:00,0.058,0.2665,0.1951,0.4848486783584261
2019-01-11 15:00:00,0.01,0.2771,0.2313,0.4848486783584261
2019-01-11 16:00:00,0.0,0.3036,0.2649,0.4848486783584261
2019-01-11 17:00:00,0.0,0.3352,0.285,0.4848486783584261
2019-01-11 18:00:00,0.0,0.3474,0.3,0.4848486783584261
2019-01-11 19:00:00,0.0,0.3487,0.3108,0.4848486783584261
2019-01-11 20:00:00,0.0,0.349,0.3536,0.4848486783584261
2019-01-11 21:00:00,0.0,0.3623,0.4191,0.4848486783584261
2019-01-11 22:00:00,0.0,0.3938,0.5142,0.4848486783584261
2019-01-11 23:00:00,0.0,0.4297,0.5748,0.4848486783584261
2019-01-12 00:00:00,0.0,0.4782,0.6048,0.5142325454434861
2019-01-12 01:00:00,0.0,0.5224,0.6426,0.5142325454434861
2019-01-12 02:00:00,0.0,0.5597,0.6479,0.5142325454434861
2019-01-12 03:00:00,0.0,0.5996,0.6477,0.5142325454434861
2019-01-12 04:00:00,0.0,0.6391,0.6498,0.5142325454434861
2019-01-12 05:00:00,0.0,0.6667,0.649,0.5142325454434861
2019-01-12 06:00:00,0.0,0.7007,0.6504,0.5142325454434861
2019-01-12 07:00:00,0.0,0.7122,0.6603,0.5142325454434861
2019-01-12 08:00:00,0.0,0.7284,0.6709999999999999,0.5142325454434861
2019-01-12 09:00:00,0.006999999999999999,0.7402,0.6759999999999999,0.5142325454434861
2019-01-12 10:00:00,0.027000000000000003,0.7381,0.6723,0.5142325454434861
2019-01-12 11:00:00,0.044,0.7295,0.6666,0.5142325454434861
2019-01-12 12:00:00,0.048,0.7174,0.6623,0.5142325454434861
2019-01-12 13:00:00,0.036000000000000004,0.7118,0.6742,0.5142325454434861
2019-01-12 14:00:00,0.018000000000000002,0.7267,0.6823,0.5142325454434861
2019-01-12 15:00:00,0.002,0.7452,0.6752,0.5142325454434861
2019-01-12 16:00:00,0.0,0.7504,0.6715,0.5142325454434861
2019-01-12 17:00:00,0.0,0.7363,0.6744,0.5142325454434861
2019-01-12 18:00:00,0.0,0.7132,0.6831,0.5142325454434861
2019-01-12 19:00:00,0.0,0.7090000000000001,0.7047,0.5142325454434861
2019-01-12 20:00:00,0.0,0.7563,0.7173,0.5142325454434861
2019-01-12 21:00:00,0.0,0.7764,0.7321,0.5142325454434861
2019-01-12 22:00:00,0.0,0.7887,0.7581,0.5142325454434861
2019-01-12 23:00:00,0.0,0.7903,0.7792,0.5142325454434861
2019-01-13 00:00:00,0.0,0.7926,0.795,0.49914008541286997
2019-01-13 01:00:00,0.0,0.8206,0.8097,0.49914008541286997
2019-01-13 02:00:00,0.0,0.8340000000000001,0.8222,0.49914008541286997
2019-01-13 03:00:00,0.0,0.85,0.821,0.49914008541286997
2019-01-13 04:00:00,0.0,0.8614,0.8203,0.49914008541286997
2019-01-13 05:00:00,0.0,0.857,0.8247,0.49914008541286997
2019-01-13 06:00:00,0.0,0.8625,0.8298,0.49914008541286997
2019-01-13 07:00:00,0.0,0.8613,0.8341,0.49914008541286997
2019-01-13 08:00:00,0.002,0.8613,0.8374,0.49914008541286997
2019-01-13 09:00:00,0.028,0.8728,0.8402,0.49914008541286997
2019-01-13 10:00:00,0.069,0.8846,0.8399,0.49914008541286997
2019-01-13 11:00:00,0.103,0.8995,0.8397,0.49914008541286997
2019-01-13 12:00:00,0.113,0.9107,0.8412,0.49914008541286997
2019-01-13 13:00:00,0.081,0.9218,0.8375,0.49914008541286997
2019-01-13 14:00:00,0.041,0.9286,0.8279,0.49914008541286997
2019-01-13 15:00:00,0.006999999999999999,0.9274,0.8096,0.49914008541286997
2019-01-13 16:00:00,0.0,0.9202,0.7893,0.49914008541286997
2019-01-13 17:00:00,0.0,0.9139,0.7653,0.49914008541286997
2019-01-13 18:00:00,0.0,0.9098,0.7183,0.49914008541286997
2019-01-13 19:00:00,0.0,0.8963,0.6623,0.49914008541286997
2019-01-13 20:00:00,0.0,0.8754,0.6157,0.49914008541286997
2019-01-13 21:00:00,0.0,0.8590000000000001,0.5774,0.49914008541286997
2019-01-13 22:00:00,0.0,0.8467,0.5315,0.49914008541286997
2019-01-13 23:00:00,0.0,0.8302,0.4948,0.49914008541286997
2019-01-14 00:00:00,0.0,0.8087,0.4645,0.5197572981236029
2019-01-14 01:00:00,0.0,0.7844,0.4318,0.5197572981236029
2019-01-14 02:00:00,0.0,0.7635,0.3847,0.5197572981236029
2019-01-14 03:00:00,0.0,0.7388,0.3302,0.5197572981236029
2019-01-14 04:00:00,0.0,0.7022,0.2773,0.5197572981236029
2019-01-14 05:00:00,0.0,0.6518,0.2299,0.5197572981236029
2019-01-14 06:00:00,0.0,0.5943,0.1927,0.5197572981236029
2019-01-14 07:00:00,0.0,0.5502,0.1653,0.5197572981236029
2019-01-14 08:00:00,0.006,0.491,0.1549,0.5197572981236029
2019-01-14 09:00:00,0.048,0.4283,0.1552,0.5197572981236029
2019-01-14 10:00:00,0.101,0.3735,0.1587,0.5197572981236029
2019-01-14 11:00:00,0.14300000000000002,0.3538,0.1673,0.5197572981236029
2019-01-14 12:00:00,0.154,0.3353,0.1857,0.5197572981236029
2019-01-14 13:00:00,0.13,0.3014,0.2059,0.5197572981236029
2019-01-14 14:00:00,0.066,0.2646,0.2308,0.5197572981236029
2019-01-14 15:00:00,0.013,0.243,0.2448,0.5197572981236029
2019-01-14 16:00:00,0.0,0.2337,0.2621,0.5197572981236029
2019-01-14 17:00:00,0.0,0.2449,0.2805,0.5197572981236029
2019-01-14 18:00:00,0.0,0.2627,0.3177,0.5197572981236029
2019-01-14 19:00:00,0.0,0.2861,0.3619,0.5197572981236029
2019-01-14 20:00:00,0.0,0.3289,0.3975,0.5197572981236029
2019-01-14 21:00:00,0.0,0.3833,0.4392,0.5197572981236029
2019-01-14 22:00:00,0.0,0.4258,0.4788,0.5197572981236029
2019-01-14 23:00:00,0.0,0.4659,0.5067,0.5197572981236029
2019-01-15 00:00:00,0.0,0.4842,0.5502,0.584396236567192
2019-01-15 01:00:00,0.0,0.4946,0.5679,0.584396236567192
2019-01-15 02:00:00,0.0,0.5061,0.5783,0.584396236567192
2019-01-15 03:00:00,0.0,0.5214,0.5874,0.584396236567192
2019-01-15 04:00:00,0.0,0.5282,0.5828,0.584396236567192
2019-01-15 05:00:00,0.0,0.5644,0.5717,0.584396236567192
2019-01-15 06:00:00,0.0,0.5811,0.5464,0.584396236567192
2019-01-15 07:00:00,0.0,0.5771,0.5068,0.584396236567192
2019-01-15 08:00:00,0.004,0.5729,0.4784,0.584396236567192
2019-01-15 09:00:00,0.028,0.5659,0.4586,0.584396236567192
2019-01-15 10:00:00,0.058,0.5481,0.4468,0.584396236567192
2019-01-15 11:00:00,0.085,0.5589,0.4556,0.584396236567192
2019-01-15 12:00:00,0.095,0.5702,0.4743,0.584396236567192
2019-01-15 13:00:00,0.084,0.5695,0.4874,0.584396236567192
2019-01-15 14:00:00,0.042,0.5584,0.5001,0.584396236567192
2019-01-15 15:00:00,0.006,0.5544,0.5206,0.584396236567192
2019-01-15 16:00:00,0.0,0.5574,0.5327,0.584396236567192
2019-01-15 17:00:00,0.0,0.5595,0.5423,0.584396236567192
2019-01-15 18:00:00,0.0,0.5737,0.5687,0.584396236567192
2019-01-15 19:00:00,0.0,0.5929,0.5954,0.584396236567192
2019-01-15 20:00:00,0.0,0.6218,0.6204,0.584396236567192
2019-01-15 21:00:00,0.0,0.6499,0.6317,0.584396236567192
2019-01-15 22:00:00,0.0,0.6516,0.6395,0.584396236567192
2019-01-15 23:00:00,0.0,0.6628,0.6384,0.584396236567192
2019-01-16 00:00:00,0.0,0.6859999999999999,0.6423,0.5619655207683649
2019-01-16 01:00:00,0.0,0.6916,0.6321,0.5619655207683649
2019-01-16 02:00:00,0.0,0.6779999999999999,0.6136,0.5619655207683649
2019-01-16 03:00:00,0.0,0.6904,0.6022,0.5619655207683649
2019-01-16 04:00:00,0.0,0.7324,0.5723,0.5619655207683649
2019-01-16 05:00:00,0.0,0.7668,0.5283,0.5619655207683649
2019-01-16 06:00:00,0.0,0.7634,0.4826,0.5619655207683649
2019-01-16 07:00:00,0.0,0.7344,0.4728,0.5619655207683649
2019-01-16 08:00:00,0.002,0.7207,0.4728,0.5619655207683649
2019-01-16 09:00:00,0.026,0.695,0.4646,0.5619655207683649
2019-01-16 10:00:00,0.059,0.6695,0.4438,0.5619655207683649
2019-01-16 11:00:00,0.092,0.6765,0.4338,0.5619655207683649
2019-01-16 12:00:00,0.1,0.6799,0.4301,0.5619655207683649
2019-01-16 13:00:00,0.084,0.6654,0.4137,0.5619655207683649
2019-01-16 14:00:00,0.056,0.6376,0.3957,0.5619655207683649
2019-01-16 15:00:00,0.015,0.6069,0.3915,0.5619655207683649
2019-01-16 16:00:00,0.0,0.5721,0.4014,0.5619655207683649
2019-01-16 17:00:00,0.0,0.5263,0.4115,0.5619655207683649
2019-01-16 18:00:00,0.0,0.4659,0.4345,0.5619655207683649
2019-01-16 19:00:00,0.0,0.3976,0.463,0.5619655207683649
2019-01-16 20:00:00,0.0,0.3822,0.484,0.5619655207683649
2019-01-16 21:00:00,0.0,0.4015,0.5072,0.5619655207683649
2019-01-16 22:00:00,0.0,0.4377,0.52,0.5619655207683649
2019-01-16 23:00:00,0.0,0.4647,0.521,0.5619655207683649
2019-01-17 00:00:00,0.0,0.4863,0.5239,0.4996877567384729
2019-01-17 01:00:00,0.0,0.5161,0.5219,0.4996877567384729
2019-01-17 02:00:00,0.0,0.5404,0.5252,0.4996877567384729
2019-01-17 03:00:00,0.0,0.5457,0.5446,0.4996877567384729
2019-01-17 04:00:00,0.0,0.5662,0.556,0.4996877567384729
