LT,PHOT,WTOF,WTON,HROR
2019-01-01 00:00:00,0.0,0,0.7446,0
2019-01-01 01:00:00,0.0,0,0.8204,0
2019-01-01 02:00:00,0.0,0,0.8207,0
2019-01-01 03:00:00,0.0,0,0.8516,0
2019-01-01 04:00:00,0.0,0,0.8708,0
2019-01-01 05:00:00,0.0,0,0.8789,0
2019-01-01 06:00:00,0.0,0,0.8932,0
2019-01-01 07:00:00,0.0,0,0.9072,0
2019-01-01 08:00:00,0.006,0,0.899,0
2019-01-01 09:00:00,0.016,0,0.8842,0
2019-01-01 10:00:00,0.022,0,0.8687,0
2019-01-01 11:00:00,0.018000000000000002,0,0.8451,0
2019-01-01 12:00:00,0.013,0,0.8191,0
2019-01-01 13:00:00,0.002,0,0.7924,0
2019-01-01 14:00:00,0.0,0,0.7597,0
2019-01-01 15:00:00,0.0,0,0.7133,0
2019-01-01 16:00:00,0.0,0,0.6612,0
2019-01-01 17:00:00,0.0,0,0.5841,0
2019-01-01 18:00:00,0.0,0,0.5037,0
2019-01-01 19:00:00,0.0,0,0.4426,0
2019-01-01 20:00:00,0.0,0,0.3924,0
2019-01-01 21:00:00,0.0,0,0.3666,0
2019-01-01 22:00:00,0.0,0,0.3541,0
2019-01-01 23:00:00,0.0,0,0.3613,0
2019-01-02 00:00:00,0.0,0,0.4503,0
2019-01-02 01:00:00,0.0,0,0.5685,0
2019-01-02 02:00:00,0.0,0,0.6683,0
2019-01-02 03:00:00,0.0,0,0.6864,0
2019-01-02 04:00:00,0.0,0,0.6713,0
2019-01-02 05:00:00,0.0,0,0.7016,0
2019-01-02 06:00:00,0.0,0,0.7385,0
2019-01-02 07:00:00,0.006,0,0.7799,0
2019-01-02 08:00:00,0.029,0,0.8101,0
2019-01-02 09:00:00,0.042,0,0.8377,0
2019-01-02 10:00:00,0.044,0,0.8569,0
2019-01-02 11:00:00,0.037000000000000005,0,0.8637,0
2019-01-02 12:00:00,0.02,0,0.8724,0
2019-01-02 13:00:00,0.002,0,0.8765,0
2019-01-02 14:00:00,0.0,0,0.8949,0
2019-01-02 15:00:00,0.0,0,0.9073,0
2019-01-02 16:00:00,0.0,0,0.9154,0
2019-01-02 17:00:00,0.0,0,0.9231,0
2019-01-02 18:00:00,0.0,0,0.9242,0
2019-01-02 19:00:00,0.0,0,0.9227,0
2019-01-02 20:00:00,0.0,0,0.9162,0
2019-01-02 21:00:00,0.0,0,0.9018,0
2019-01-02 22:00:00,0.0,0,0.8829,0
2019-01-02 23:00:00,0.0,0,0.8665,0
2019-01-03 00:00:00,0.0,0,0.8569,0
2019-01-03 01:00:00,0.0,0,0.852,0
2019-01-03 02:00:00,0.0,0,0.8462,0
2019-01-03 03:00:00,0.0,0,0.8338,0
2019-01-03 04:00:00,0.0,0,0.8211,0
2019-01-03 05:00:00,0.0,0,0.8029999999999999,0
2019-01-03 06:00:00,0.0,0,0.7835,0
2019-01-03 07:00:00,0.018000000000000002,0,0.7628,0
2019-01-03 08:00:00,0.079,0,0.7408,0
2019-01-03 09:00:00,0.13699999999999998,0,0.7535,0
2019-01-03 10:00:00,0.16699999999999998,0,0.7536,0
2019-01-03 11:00:00,0.14800000000000002,0,0.7332,0
2019-01-03 12:00:00,0.092,0,0.7081,0
2019-01-03 13:00:00,0.023,0,0.6677,0
2019-01-03 14:00:00,0.0,0,0.6238,0
2019-01-03 15:00:00,0.0,0,0.5799,0
2019-01-03 16:00:00,0.0,0,0.5235,0
2019-01-03 17:00:00,0.0,0,0.4608,0
2019-01-03 18:00:00,0.0,0,0.4033,0
2019-01-03 19:00:00,0.0,0,0.3623,0
2019-01-03 20:00:00,0.0,0,0.3156,0
2019-01-03 21:00:00,0.0,0,0.2548,0
2019-01-03 22:00:00,0.0,0,0.214,0
2019-01-03 23:00:00,0.0,0,0.1695,0
2019-01-04 00:00:00,0.0,0,0.1137,0
2019-01-04 01:00:00,0.0,0,0.0802,0
2019-01-04 02:00:00,0.0,0,0.0749,0
2019-01-04 03:00:00,0.0,0,0.0925,0
2019-01-04 04:00:00,0.0,0,0.1284,0
2019-01-04 05:00:00,0.0,0,0.1777,0
2019-01-04 06:00:00,0.0,0,0.2295,0
2019-01-04 07:00:00,0.008,0,0.2727,0
2019-01-04 08:00:00,0.027000000000000003,0,0.2796,0
2019-01-04 09:00:00,0.044,0,0.276,0
2019-01-04 10:00:00,0.049,0,0.2739,0
2019-01-04 11:00:00,0.036000000000000004,0,0.2656,0
2019-01-04 12:00:00,0.016,0,0.2688,0
2019-01-04 13:00:00,0.001,0,0.2787,0
2019-01-04 14:00:00,0.0,0,0.2856,0
2019-01-04 15:00:00,0.0,0,0.2929,0
2019-01-04 16:00:00,0.0,0,0.2963,0
2019-01-04 17:00:00,0.0,0,0.2903,0
2019-01-04 18:00:00,0.0,0,0.278,0
2019-01-04 19:00:00,0.0,0,0.2662,0
2019-01-04 20:00:00,0.0,0,0.2523,0
2019-01-04 21:00:00,0.0,0,0.2437,0
2019-01-04 22:00:00,0.0,0,0.2535,0
2019-01-04 23:00:00,0.0,0,0.2775,0
2019-01-05 00:00:00,0.0,0,0.3046,0
2019-01-05 01:00:00,0.0,0,0.3342,0
2019-01-05 02:00:00,0.0,0,0.3783,0
2019-01-05 03:00:00,0.0,0,0.4206,0
2019-01-05 04:00:00,0.0,0,0.451,0
2019-01-05 05:00:00,0.0,0,0.4822,0
2019-01-05 06:00:00,0.0,0,0.4951,0
2019-01-05 07:00:00,0.023,0,0.4953,0
2019-01-05 08:00:00,0.094,0,0.4734,0
2019-01-05 09:00:00,0.159,0,0.5056,0
2019-01-05 10:00:00,0.168,0,0.5319,0
2019-01-05 11:00:00,0.124,0,0.5037,0
2019-01-05 12:00:00,0.064,0,0.4667,0
2019-01-05 13:00:00,0.012,0,0.4254,0
2019-01-05 14:00:00,0.0,0,0.3923,0
2019-01-05 15:00:00,0.0,0,0.3761,0
2019-01-05 16:00:00,0.0,0,0.378,0
2019-01-05 17:00:00,0.0,0,0.3661,0
2019-01-05 18:00:00,0.0,0,0.3347,0
2019-01-05 19:00:00,0.0,0,0.3113,0
2019-01-05 20:00:00,0.0,0,0.2894,0
2019-01-05 21:00:00,0.0,0,0.2844,0
2019-01-05 22:00:00,0.0,0,0.2855,0
2019-01-05 23:00:00,0.0,0,0.2791,0
2019-01-06 00:00:00,0.0,0,0.273,0
2019-01-06 01:00:00,0.0,0,0.2627,0
2019-01-06 02:00:00,0.0,0,0.2492,0
2019-01-06 03:00:00,0.0,0,0.236,0
2019-01-06 04:00:00,0.0,0,0.2232,0
2019-01-06 05:00:00,0.0,0,0.2022,0
2019-01-06 06:00:00,0.0,0,0.1736,0
2019-01-06 07:00:00,0.043,0,0.1415,0
2019-01-06 08:00:00,0.135,0,0.1007,0
2019-01-06 09:00:00,0.223,0,0.0704,0
2019-01-06 10:00:00,0.263,0,0.0494,0
2019-01-06 11:00:00,0.23,0,0.0353,0
2019-01-06 12:00:00,0.133,0,0.0295,0
2019-01-06 13:00:00,0.03,0,0.0331,0
2019-01-06 14:00:00,0.0,0,0.0312,0
2019-01-06 15:00:00,0.0,0,0.0244,0
2019-01-06 16:00:00,0.0,0,0.0177,0
2019-01-06 17:00:00,0.0,0,0.0107,0
2019-01-06 18:00:00,0.0,0,0.0155,0
2019-01-06 19:00:00,0.0,0,0.0393,0
2019-01-06 20:00:00,0.0,0,0.0806,0
2019-01-06 21:00:00,0.0,0,0.1241,0
2019-01-06 22:00:00,0.0,0,0.1478,0
2019-01-06 23:00:00,0.0,0,0.1549,0
2019-01-07 00:00:00,0.0,0,0.1651,0
2019-01-07 01:00:00,0.0,0,0.1757,0
2019-01-07 02:00:00,0.0,0,0.1898,0
2019-01-07 03:00:00,0.0,0,0.2093,0
2019-01-07 04:00:00,0.0,0,0.2351,0
2019-01-07 05:00:00,0.0,0,0.2618,0
2019-01-07 06:00:00,0.0,0,0.282,0
2019-01-07 07:00:00,0.016,0,0.3004,0
2019-01-07 08:00:00,0.047,0,0.3002,0
2019-01-07 09:00:00,0.067,0,0.267,0
2019-01-07 10:00:00,0.083,0,0.2504,0
2019-01-07 11:00:00,0.073,0,0.2493,0
2019-01-07 12:00:00,0.042,0,0.2412,0
2019-01-07 13:00:00,0.006999999999999999,0,0.2351,0
2019-01-07 14:00:00,0.0,0,0.2461,0
2019-01-07 15:00:00,0.0,0,0.2812,0
2019-01-07 16:00:00,0.0,0,0.3117,0
2019-01-07 17:00:00,0.0,0,0.3607,0
2019-01-07 18:00:00,0.0,0,0.4002,0
2019-01-07 19:00:00,0.0,0,0.4276,0
2019-01-07 20:00:00,0.0,0,0.4572,0
2019-01-07 21:00:00,0.0,0,0.4757,0
2019-01-07 22:00:00,0.0,0,0.4773,0
2019-01-07 23:00:00,0.0,0,0.4813,0
2019-01-08 00:00:00,0.0,0,0.5068,0
2019-01-08 01:00:00,0.0,0,0.5334,0
2019-01-08 02:00:00,0.0,0,0.5484,0
2019-01-08 03:00:00,0.0,0,0.5581,0
2019-01-08 04:00:00,0.0,0,0.5706,0
2019-01-08 05:00:00,0.0,0,0.5792,0
2019-01-08 06:00:00,0.0,0,0.5859,0
2019-01-08 07:00:00,0.016,0,0.6184,0
2019-01-08 08:00:00,0.045,0,0.5589999999999999,0
2019-01-08 09:00:00,0.067,0,0.5308,0
2019-01-08 10:00:00,0.073,0,0.486,0
2019-01-08 11:00:00,0.056,0,0.4271,0
2019-01-08 12:00:00,0.028,0,0.3832,0
2019-01-08 13:00:00,0.004,0,0.3444,0
2019-01-08 14:00:00,0.0,0,0.2967,0
2019-01-08 15:00:00,0.0,0,0.2794,0
2019-01-08 16:00:00,0.0,0,0.2579,0
2019-01-08 17:00:00,0.0,0,0.2369,0
2019-01-08 18:00:00,0.0,0,0.2223,0
2019-01-08 19:00:00,0.0,0,0.2111,0
2019-01-08 20:00:00,0.0,0,0.1884,0
2019-01-08 21:00:00,0.0,0,0.1726,0
2019-01-08 22:00:00,0.0,0,0.1567,0
2019-01-08 23:00:00,0.0,0,0.154,0
2019-01-09 00:00:00,0.0,0,0.1479,0
2019-01-09 01:00:00,0.0,0,0.1425,0
2019-01-09 02:00:00,0.0,0,0.1348,0
2019-01-09 03:00:00,0.0,0,0.1281,0
2019-01-09 04:00:00,0.0,0,0.1251,0
2019-01-09 05:00:00,0.0,0,0.1152,0
2019-01-09 06:00:00,0.0,0,0.1127,0
2019-01-09 07:00:00,0.022,0,0.1108,0
2019-01-09 08:00:00,0.08199999999999999,0,0.1118,0
2019-01-09 09:00:00,0.141,0,0.0947,0
2019-01-09 10:00:00,0.182,0,0.0807,0
2019-01-09 11:00:00,0.17,0,0.077,0
2019-01-09 12:00:00,0.104,0,0.08,0
2019-01-09 13:00:00,0.023,0,0.0938,0
2019-01-09 14:00:00,0.0,0,0.1131,0
2019-01-09 15:00:00,0.0,0,0.1255,0
2019-01-09 16:00:00,0.0,0,0.1231,0
2019-01-09 17:00:00,0.0,0,0.1075,0
2019-01-09 18:00:00,0.0,0,0.0873,0
2019-01-09 19:00:00,0.0,0,0.0696,0
2019-01-09 20:00:00,0.0,0,0.0618,0
2019-01-09 21:00:00,0.0,0,0.0582,0
2019-01-09 22:00:00,0.0,0,0.0533,0
2019-01-09 23:00:00,0.0,0,0.051,0
2019-01-10 00:00:00,0.0,0,0.0519,0
2019-01-10 01:00:00,0.0,0,0.0531,0
2019-01-10 02:00:00,0.0,0,0.0509,0
2019-01-10 03:00:00,0.0,0,0.0447,0
2019-01-10 04:00:00,0.0,0,0.038,0
2019-01-10 05:00:00,0.0,0,0.0355,0
2019-01-10 06:00:00,0.0,0,0.034,0
2019-01-10 07:00:00,0.064,0,0.0278,0
2019-01-10 08:00:00,0.185,0,0.0231,0
2019-01-10 09:00:00,0.273,0,0.0156,0
2019-01-10 10:00:00,0.309,0,0.0098,0
2019-01-10 11:00:00,0.27,0,0.0068,0
2019-01-10 12:00:00,0.171,0,0.0048,0
2019-01-10 13:00:00,0.046,0,0.0043,0
2019-01-10 14:00:00,0.0,0,0.0047,0
2019-01-10 15:00:00,0.0,0,0.0041,0
2019-01-10 16:00:00,0.0,0,0.0082,0
2019-01-10 17:00:00,0.0,0,0.0192,0
2019-01-10 18:00:00,0.0,0,0.0367,0
2019-01-10 19:00:00,0.0,0,0.063,0
2019-01-10 20:00:00,0.0,0,0.0911,0
2019-01-10 21:00:00,0.0,0,0.1234,0
2019-01-10 22:00:00,0.0,0,0.1644,0
2019-01-10 23:00:00,0.0,0,0.205,0
2019-01-11 00:00:00,0.0,0,0.2438,0
2019-01-11 01:00:00,0.0,0,0.2887,0
2019-01-11 02:00:00,0.0,0,0.3228,0
2019-01-11 03:00:00,0.0,0,0.3647,0
2019-01-11 04:00:00,0.0,0,0.3891,0
2019-01-11 05:00:00,0.0,0,0.4141,0
2019-01-11 06:00:00,0.0,0,0.4694,0
2019-01-11 07:00:00,0.021,0,0.4849,0
2019-01-11 08:00:00,0.056,0,0.506,0
2019-01-11 09:00:00,0.073,0,0.5215,0
2019-01-11 10:00:00,0.07200000000000001,0,0.5331,0
2019-01-11 11:00:00,0.052000000000000005,0,0.5553,0
2019-01-11 12:00:00,0.025,0,0.5749,0
2019-01-11 13:00:00,0.004,0,0.5612,0
2019-01-11 14:00:00,0.0,0,0.5121,0
2019-01-11 15:00:00,0.0,0,0.4292,0
2019-01-11 16:00:00,0.0,0,0.3226,0
2019-01-11 17:00:00,0.0,0,0.2772,0
2019-01-11 18:00:00,0.0,0,0.3138,0
2019-01-11 19:00:00,0.0,0,0.3481,0
2019-01-11 20:00:00,0.0,0,0.3513,0
2019-01-11 21:00:00,0.0,0,0.3485,0
2019-01-11 22:00:00,0.0,0,0.3437,0
2019-01-11 23:00:00,0.0,0,0.3538,0
2019-01-12 00:00:00,0.0,0,0.3479,0
2019-01-12 01:00:00,0.0,0,0.3497,0
2019-01-12 02:00:00,0.0,0,0.3534,0
2019-01-12 03:00:00,0.0,0,0.3526,0
2019-01-12 04:00:00,0.0,0,0.3411,0
2019-01-12 05:00:00,0.0,0,0.3221,0
2019-01-12 06:00:00,0.0,0,0.3135,0
2019-01-12 07:00:00,0.022,0,0.3182,0
2019-01-12 08:00:00,0.07200000000000001,0,0.3223,0
2019-01-12 09:00:00,0.106,0,0.3326,0
2019-01-12 10:00:00,0.113,0,0.3574,0
2019-01-12 11:00:00,0.08199999999999999,0,0.3714,0
2019-01-12 12:00:00,0.041,0,0.3825,0
2019-01-12 13:00:00,0.008,0,0.3687,0
2019-01-12 14:00:00,0.0,0,0.3512,0
2019-01-12 15:00:00,0.0,0,0.3129,0
2019-01-12 16:00:00,0.0,0,0.2672,0
2019-01-12 17:00:00,0.0,0,0.2395,0
2019-01-12 18:00:00,0.0,0,0.2219,0
2019-01-12 19:00:00,0.0,0,0.221,0
2019-01-12 20:00:00,0.0,0,0.218,0
2019-01-12 21:00:00,0.0,0,0.1878,0
2019-01-12 22:00:00,0.0,0,0.1595,0
2019-01-12 23:00:00,0.0,0,0.1427,0
2019-01-13 00:00:00,0.0,0,0.1362,0
2019-01-13 01:00:00,0.0,0,0.129,0
2019-01-13 02:00:00,0.0,0,0.121,0
2019-01-13 03:00:00,0.0,0,0.1214,0
2019-01-13 04:00:00,0.0,0,0.1345,0
2019-01-13 05:00:00,0.0,0,0.1601,0
2019-01-13 06:00:00,0.0,0,0.2093,0
2019-01-13 07:00:00,0.008,0,0.2801,0
2019-01-13 08:00:00,0.028,0,0.3416,0
2019-01-13 09:00:00,0.041,0,0.3849,0
2019-01-13 10:00:00,0.044,0,0.4408,0
2019-01-13 11:00:00,0.035,0,0.4759,0
2019-01-13 12:00:00,0.02,0,0.4826,0
2019-01-13 13:00:00,0.003,0,0.4612,0
2019-01-13 14:00:00,0.0,0,0.3843,0
2019-01-13 15:00:00,0.0,0,0.3536,0
2019-01-13 16:00:00,0.0,0,0.3839,0
2019-01-13 17:00:00,0.0,0,0.4127,0
2019-01-13 18:00:00,0.0,0,0.4217,0
2019-01-13 19:00:00,0.0,0,0.4095,0
2019-01-13 20:00:00,0.0,0,0.3646,0
2019-01-13 21:00:00,0.0,0,0.3504,0
2019-01-13 22:00:00,0.0,0,0.3546,0
2019-01-13 23:00:00,0.0,0,0.3531,0
2019-01-14 00:00:00,0.0,0,0.3247,0
2019-01-14 01:00:00,0.0,0,0.3183,0
2019-01-14 02:00:00,0.0,0,0.313,0
2019-01-14 03:00:00,0.0,0,0.35100000000000003,0
2019-01-14 04:00:00,0.0,0,0.3928,0
2019-01-14 05:00:00,0.0,0,0.4183,0
2019-01-14 06:00:00,0.0,0,0.4767,0
2019-01-14 07:00:00,0.006,0,0.5313,0
2019-01-14 08:00:00,0.024,0,0.5735,0
2019-01-14 09:00:00,0.04,0,0.6128,0
2019-01-14 10:00:00,0.049,0,0.66,0
2019-01-14 11:00:00,0.041,0,0.6629,0
2019-01-14 12:00:00,0.025,0,0.655,0
2019-01-14 13:00:00,0.006,0,0.6436,0
2019-01-14 14:00:00,0.0,0,0.649,0
2019-01-14 15:00:00,0.0,0,0.6245,0
2019-01-14 16:00:00,0.0,0,0.57,0
2019-01-14 17:00:00,0.0,0,0.5298,0
2019-01-14 18:00:00,0.0,0,0.5138,0
2019-01-14 19:00:00,0.0,0,0.5045,0
2019-01-14 20:00:00,0.0,0,0.4754,0
2019-01-14 21:00:00,0.0,0,0.4912,0
2019-01-14 22:00:00,0.0,0,0.5237,0
2019-01-14 23:00:00,0.0,0,0.5548,0
2019-01-15 00:00:00,0.0,0,0.5711,0
2019-01-15 01:00:00,0.0,0,0.557,0
2019-01-15 02:00:00,0.0,0,0.5474,0
2019-01-15 03:00:00,0.0,0,0.5349,0
2019-01-15 04:00:00,0.0,0,0.5457,0
2019-01-15 05:00:00,0.0,0,0.626,0
2019-01-15 06:00:00,0.0,0,0.6239,0
2019-01-15 07:00:00,0.009000000000000001,0,0.6522,0
2019-01-15 08:00:00,0.034,0,0.6573,0
2019-01-15 09:00:00,0.063,0,0.6389,0
2019-01-15 10:00:00,0.085,0,0.6224,0
2019-01-15 11:00:00,0.08199999999999999,0,0.5833,0
2019-01-15 12:00:00,0.053,0,0.5555,0
2019-01-15 13:00:00,0.012,0,0.5233,0
2019-01-15 14:00:00,0.0,0,0.5221,0
2019-01-15 15:00:00,0.0,0,0.4778,0
2019-01-15 16:00:00,0.0,0,0.3658,0
2019-01-15 17:00:00,0.0,0,0.2864,0
2019-01-15 18:00:00,0.0,0,0.2577,0
2019-01-15 19:00:00,0.0,0,0.2457,0
2019-01-15 20:00:00,0.0,0,0.23,0
2019-01-15 21:00:00,0.0,0,0.2079,0
2019-01-15 22:00:00,0.0,0,0.1822,0
2019-01-15 23:00:00,0.0,0,0.1827,0
2019-01-16 00:00:00,0.0,0,0.1975,0
2019-01-16 01:00:00,0.0,0,0.2108,0
2019-01-16 02:00:00,0.0,0,0.2112,0
2019-01-16 03:00:00,0.0,0,0.2022,0
2019-01-16 04:00:00,0.0,0,0.1721,0
2019-01-16 05:00:00,0.0,0,0.1401,0
2019-01-16 06:00:00,0.0,0,0.1099,0
2019-01-16 07:00:00,0.06,0,0.0882,0
2019-01-16 08:00:00,0.16,0,0.0755,0
2019-01-16 09:00:00,0.249,0,0.0764,0
2019-01-16 10:00:00,0.302,0,0.0877,0
2019-01-16 11:00:00,0.275,0,0.11,0
2019-01-16 12:00:00,0.16399999999999998,0,0.1506,0
2019-01-16 13:00:00,0.04,0,0.2124,0
2019-01-16 14:00:00,0.0,0,0.2827,0
2019-01-16 15:00:00,0.0,0,0.3291,0
2019-01-16 16:00:00,0.0,0,0.3929,0
2019-01-16 17:00:00,0.0,0,0.4651,0
2019-01-16 18:00:00,0.0,0,0.5491,0
2019-01-16 19:00:00,0.0,0,0.6469,0
2019-01-16 20:00:00,0.0,0,0.7207,0
2019-01-16 21:00:00,0.0,0,0.7814,0
2019-01-16 22:00:00,0.0,0,0.8108,0
2019-01-16 23:00:00,0.0,0,0.8019,0
2019-01-17 00:00:00,0.0,0,0.7897,0
2019-01-17 01:00:00,0.0,0,0.7146,0
2019-01-17 02:00:00,0.0,0,0.6841,0
2019-01-17 03:00:00,0.0,0,0.6779,0
2019-01-17 04:00:00,0.0,0,0.6715,0
2019-01-17 05:00:00,0.0,0,0.6845,0
2019-01-17 06:00:00,0.0,0,0.7032,0
2019-01-17 07:00:00,0.005,0,0.7052,0
2019-01-17 08:00:00,0.019,0,0.6952,0
2019-01-17 09:00:00,0.03,0,0.6925,0
2019-01-17 10:00:00,0.032,0,0.7632,0
2019-01-17 11:00:00,0.028,0,0.7575,0
2019-01-17 12:00:00,0.02,0,0.7908,0
2019-01-17 13:00:00,0.006,0,0.7819,0
2019-01-17 14:00:00,0.0,0,0.7315,0
2019-01-17 15:00:00,0.0,0,0.6615,0
2019-01-17 16:00:00,0.0,0,0.5564,0
2019-01-17 17:00:00,0.0,0,0.4733,0
2019-01-17 18:00:00,0.0,0,0.3947,0
2019-01-17 19:00:00,0.0,0,0.3891,0
2019-01-17 20:00:00,0.0,0,0.3642,0
2019-01-17 21:00:00,0.0,0,0.2934,0
2019-01-17 22:00:00,0.0,0,0.2322,0
2019-01-17 23:00:00,0.0,0,0.2092,0
2019-01-18 00:00:00,0.0,0,0.2154,0
2019-01-18 01:00:00,0.0,0,0.24,0
2019-01-18 02:00:00,0.0,0,0.238,0
2019-01-18 03:00:00,0.0,0,0.2144,0
2019-01-18 04:00:00,0.0,0,0.1948,0
2019-01-18 05:00:00,0.0,0,0.1795,0
2019-01-18 06:00:00,0.0,0,0.1879,0
2019-01-18 07:00:00,0.017,0,0.2073,0
2019-01-18 08:00:00,0.067,0,0.2105,0
2019-01-18 09:00:00,0.128,0,0.2056,0
2019-01-18 10:00:00,0.168,0,0.2214,0
2019-01-18 11:00:00,0.16399999999999998,0,0.2463,0
2019-01-18 12:00:00,0.123,0,0.2904,0
2019-01-18 13:00:00,0.04,0,0.3466,0
2019-01-18 14:00:00,0.0,0,0.409,0
2019-01-18 15:00:00,0.0,0,0.4567,0
2019-01-18 16:00:00,0.0,0,0.4809,0
2019-01-18 17:00:00,0.0,0,0.5008,0
2019-01-18 18:00:00,0.0,0,0.5214,0
2019-01-18 19:00:00,0.0,0,0.5564,0
2019-01-18 20:00:00,0.0,0,0.5915,0
2019-01-18 21:00:00,0.0,0,0.6059,0
2019-01-18 22:00:00,0.0,0,0.5963,0
2019-01-18 23:00:00,0.0,0,0.5898,0
2019-01-19 00:00:00,0.0,0,0.5779,0
2019-01-19 01:00:00,0.0,0,0.5308,0
2019-01-19 02:00:00,0.0,0,0.4732,0
2019-01-19 03:00:00,0.0,0,0.419,0
2019-01-19 04:00:00,0.0,0,0.3498,0
2019-01-19 05:00:00,0.0,0,0.3035,0
2019-01-19 06:00:00,0.0,0,0.2745,0
2019-01-19 07:00:00,0.061,0,0.2397,0
2019-01-19 08:00:00,0.166,0,0.1957,0
2019-01-19 09:00:00,0.243,0,0.1633,0
2019-01-19 10:00:00,0.29600000000000004,0,0.1621,0
2019-01-19 11:00:00,0.28300000000000003,0,0.2021,0
2019-01-19 12:00:00,0.198,0,0.2924,0
2019-01-19 13:00:00,0.069,0,0.3987,0
2019-01-19 14:00:00,0.0,0,0.5035,0
2019-01-19 15:00:00,0.0,0,0.5682,0
2019-01-19 16:00:00,0.0,0,0.5926,0
2019-01-19 17:00:00,0.0,0,0.6333,0
2019-01-19 18:00:00,0.0,0,0.629,0
2019-01-19 19:00:00,0.0,0,0.6373,0
2019-01-19 20:00:00,0.0,0,0.6474,0
2019-01-19 21:00:00,0.0,0,0.6701,0
2019-01-19 22:00:00,0.0,0,0.6768,0
2019-01-19 23:00:00,0.0,0,0.6846,0
2019-01-20 00:00:00,0.0,0,0.6675,0
2019-01-20 01:00:00,0.0,0,0.652,0
2019-01-20 02:00:00,0.0,0,0.6377,0
2019-01-20 03:00:00,0.0,0,0.5834,0
2019-01-20 04:00:00,0.0,0,0.5126,0
2019-01-20 05:00:00,0.0,0,0.4279,0
2019-01-20 06:00:00,0.0,0,0.3816,0
2019-01-20 07:00:00,0.015,0,0.3358,0
2019-01-20 08:00:00,0.042,0,0.2773,0
2019-01-20 09:00:00,0.071,0,0.2379,0
2019-01-20 10:00:00,0.08800000000000001,0,0.2139,0
2019-01-20 11:00:00,0.08199999999999999,0,0.2094,0
2019-01-20 12:00:00,0.063,0,0.1944,0
2019-01-20 13:00:00,0.024,0,0.2018,0
2019-01-20 14:00:00,0.0,0,0.2234,0
2019-01-20 15:00:00,0.0,0,0.2464,0
2019-01-20 16:00:00,0.0,0,0.2467,0
2019-01-20 17:00:00,0.0,0,0.2215,0
2019-01-20 18:00:00,0.0,0,0.1959,0
2019-01-20 19:00:00,0.0,0,0.1822,0
2019-01-20 20:00:00,0.0,0,0.1897,0
2019-01-20 21:00:00,0.0,0,0.2057,0
2019-01-20 22:00:00,0.0,0,0.2439,0
2019-01-20 23:00:00,0.0,0,0.2896,0
2019-01-21 00:00:00,0.0,0,0.332,0
2019-01-21 01:00:00,0.0,0,0.3628,0
2019-01-21 02:00:00,0.0,0,0.3776,0
2019-01-21 03:00:00,0.0,0,0.3608,0
2019-01-21 04:00:00,0.0,0,0.3288,0
2019-01-21 05:00:00,0.0,0,0.2864,0
2019-01-21 06:00:00,0.0,0,0.2446,0
2019-01-21 07:00:00,0.04,0,0.2054,0
2019-01-21 08:00:00,0.108,0,0.1597,0
2019-01-21 09:00:00,0.16399999999999998,0,0.1184,0
2019-01-21 10:00:00,0.194,0,0.0907,0
2019-01-21 11:00:00,0.185,0,0.0808,0
2019-01-21 12:00:00,0.112,0,0.0798,0
2019-01-21 13:00:00,0.031,0,0.0742,0
2019-01-21 14:00:00,0.0,0,0.0596,0
2019-01-21 15:00:00,0.0,0,0.0412,0
2019-01-21 16:00:00,0.0,0,0.0271,0
2019-01-21 17:00:00,0.0,0,0.0236,0
2019-01-21 18:00:00,0.0,0,0.0265,0
2019-01-21 19:00:00,0.0,0,0.0309,0
2019-01-21 20:00:00,0.0,0,0.0366,0
2019-01-21 21:00:00,0.0,0,0.0394,0
2019-01-21 22:00:00,0.0,0,0.0472,0
2019-01-21 23:00:00,0.0,0,0.0603,0
2019-01-22 00:00:00,0.0,0,0.0726,0
2019-01-22 01:00:00,0.0,0,0.0819,0
2019-01-22 02:00:00,0.0,0,0.0863,0
2019-01-22 03:00:00,0.0,0,0.0919,0
2019-01-22 04:00:00,0.0,0,0.1001,0
2019-01-22 05:00:00,0.0,0,0.1048,0
2019-01-22 06:00:00,0.002,0,0.1042,0
2019-01-22 07:00:00,0.067,0,0.0991,0
2019-01-22 08:00:00,0.165,0,0.0838,0
2019-01-22 09:00:00,0.252,0,0.0694,0
2019-01-22 10:00:00,0.29600000000000004,0,0.0695,0
2019-01-22 11:00:00,0.276,0,0.077,0
2019-01-22 12:00:00,0.195,0,0.0854,0
2019-01-22 13:00:00,0.07200000000000001,0,0.0966,0
2019-01-22 14:00:00,0.001,0,0.1131,0
2019-01-22 15:00:00,0.0,0,0.1341,0
2019-01-22 16:00:00,0.0,0,0.152,0
2019-01-22 17:00:00,0.0,0,0.1656,0
2019-01-22 18:00:00,0.0,0,0.1718,0
2019-01-22 19:00:00,0.0,0,0.1678,0
2019-01-22 20:00:00,0.0,0,0.1579,0
2019-01-22 21:00:00,0.0,0,0.1506,0
2019-01-22 22:00:00,0.0,0,0.1493,0
2019-01-22 23:00:00,0.0,0,0.1504,0
2019-01-23 00:00:00,0.0,0,0.1532,0
2019-01-23 01:00:00,0.0,0,0.1544,0
2019-01-23 02:00:00,0.0,0,0.1535,0
2019-01-23 03:00:00,0.0,0,0.1503,0
2019-01-23 04:00:00,0.0,0,0.1441,0
2019-01-23 05:00:00,0.0,0,0.1353,0
