CapacityRatio,ShareFlex,ShareStorage,ShareWind,SharePV,rNTC,Cost_[E/MWh],Congestion_[h],PeakLoad_[MW],MaxCurtailment_[MW],MaxLoadShedding_[MW],Demand_[TWh],NetImports_[TWh],Curtailment_[TWh],Shedding_[TWh],LostLoad_[TWh],CF_gas,CF_nuc,CF_wat,CF_win,CF_sun
1.4116511838521846,0.5358049771204345,0.0663023937005276,0.4119650648656246,0.457014250521029,0.0540501377394372,116.4034404958138,0.0,440929.4124966354,0.013390575952385322,0.0,2843.1224748846435,0.0,69353.14688670111,0.0,0.0,0.005294858860189013,0.04668877714265424,0.010752842839692573,0.0015636701420634533,0.00030279304738609335
1.7046558782656918,0.9244113376821856,0.1166175362487192,0.3266099500500138,0.2666344940034627,0.1495393387408913,116.4034404958138,0.0,440929.4124966354,0.013390575952385322,0.0,2843.1224748846435,0.0,69353.14688670111,0.0,0.0,0.003038987553280605,0.4009823339919708,0.010752842839692573,0.001623129996644614,0.0004295922579847141
0.5621365888788393,0.7446723240757328,0.1285219159723364,0.2225703952215683,0.2386094268309939,0.2899343232822765,116.4034404958138,0.0,440929.4124966354,0.013390575952385322,0.0,2843.1224748846435,0.0,69353.14688670111,0.0,0.0,0.003792157178429397,0.0849393779723768,0.010752842839692573,0.004802353079900495,0.0014505030233522714
0.8389641648992392,0.5998753687431466,0.2314332669644459,0.4868108000424589,0.2277676813817136,0.3949002002030346,116.4034404958138,0.0,440929.4124966354,0.013390575952385322,0.0,2843.1224748846435,0.0,69353.14688670111,0.0,0.0,0.0047250035581024715,0.05407533843745362,0.010752842839692573,0.002101170061216294,0.0010196993579425335
1.5838521234635536,0.403548860855866,0.0312939474893616,0.0459818773365776,0.4955300158638349,0.5113542844804227,116.4034404958138,0.0,440929.4124966354,0.013390575952385322,0.0,2843.1224748846435,0.0,69353.14688670111,0.0,0.0,0.007039926052574871,0.03654041794169442,0.010752842839692573,0.006296223095734152,0.00024894339460910495
0.6945809145409156,0.323622835619967,0.3438814981508126,0.447243748196354,0.2898736587570394,0.2113178782499539,116.4034404958138,0.0,440929.4124966354,0.013390575952385322,0.0,2843.1224748846435,0.0,69353.14688670111,0.0,0.0,0.008782613120124983,0.03237849798611406,0.010752842839692573,0.002607277455230882,0.000967955102961517
1.373938657251574,0.9639998033935812,0.0648494741561581,0.3044410833414562,0.3939905924612736,0.483497241919502,116.4034404958138,0.0,440929.4124966354,0.013390575952385322,0.0,2843.1224748846435,0.0,69353.14688670111,0.0,0.0,0.0029414888048371474,1.1568258199652055,0.010752842839692573,0.002060800677227046,0.00036079567403346654
1.6911559071552429,0.2048870205229299,0.3346728676971463,0.0275277064117747,0.4685925611177258,0.4920537484230886,116.4034404958138,0.0,440929.4124966354,0.013390575952385322,0.0,2843.1224748846435,0.0,69353.14688670111,0.0,0.0,0.014302268549922646,0.027500158460024366,0.010752842839692573,0.00746279394500451,0.00024655272981801546
1.4548329087519536,0.3959368508402306,0.2961923684161077,0.1131123247126548,0.3237083557741387,0.1989084088918077,116.4034404958138,0.0,440929.4124966354,0.013390575952385322,0.0,2843.1224748846435,0.0,69353.14688670111,0.0,0.0,0.007174765008588421,0.03610347067816868,0.010752842839692573,0.0040732745683498975,0.00041463437877346224
0.9299036263793282,0.0794255588834982,0.1716803753532864,0.3786350199613371,0.4037114058005553,0.5826056872708515,116.4034404958138,0.0,440929.4124966354,0.013390575952385322,0.0,2843.1224748846435,0.0,69353.14688670111,0.0,0.0,0.04771791864778242,0.023609648907527352,0.010752842839692573,0.0023657131032381964,0.0005199511786341889
1.6327596458286913,0.3085237458340309,0.2931647682315155,0.4534640607789717,0.4931254752331637,0.2320484467168115,116.4034404958138,0.0,440929.4124966354,0.013390575952385322,0.0,2843.1224748846435,0.0,69353.14688670111,0.0,0.0,0.009224895360121279,0.03168428480808194,0.010752842839692573,0.0012664373294118268,0.00024266943540588918
1.7645169031202654,0.4206117790315191,0.3048075243750114,0.2195229609887779,0.4940336605202643,0.6005521972368351,116.4034404958138,0.0,440929.4124966354,0.013390575952385322,0.0,2843.1224748846435,0.0,69353.14688670111,0.0,0.0,0.00675534298202925,0.03755936656528196,0.010752842839692573,0.0021928815772646673,0.0002241509924023727
0.5831811127025008,0.3536793864720389,0.1972684573806196,0.4972728303834816,0.2354660884681845,0.261143969268767,116.4034404958138,0.0,440929.4124966354,0.013390575952385322,0.0,2843.1224748846435,0.0,69353.14688670111,0.0,0.0,0.008032387500104222,0.03383269810583903,0.010752842839692573,0.0027470076300532957,0.0014169926941413591
1.6139873814016303,0.7406742749713278,0.3384817005839718,0.0701284740284749,0.2118021856934596,0.2628227201568716,116.4034404958138,0.0,440929.4124966354,0.013390575952385322,0.0,2843.1224748846435,0.0,69353.14688670111,0.0,0.0,0.0038133616721584044,0.08357872340929869,0.010752842839692573,0.0050771747635744435,0.000570904064322196
1.399151029054369,0.9740101157300928,0.3728716444705082,0.0137166873405403,0.4789461459512864,0.5391948620340786,116.4034404958138,0.0,440929.4124966354,0.013390575952385322,0.0,2843.1224748846435,0.0,69353.14688670111,0.0,0.0,0.0029249955238516722,1.5183977260249475,0.010752842839692573,0.009246965733118789,0.00029152040625868915
1.6259813260486031,0.8346090064543522,0.460453777419686,0.3122170285079383,0.4850852165980311,0.5598525378514565,116.4034404958138,0.0,440929.4124966354,0.013390575952385322,0.0,2843.1224748846435,0.0,69353.14688670111,0.0,0.0,0.003378605518224009,0.14176456942317886,0.010752842839692573,0.001755309676497895,0.00024771567284999157
0.673208259204862,0.5334710821014539,0.2589803379362416,0.0559587548150942,0.3411554868097983,0.4801239043333613,116.4034404958138,0.0,440929.4124966354,0.013390575952385322,0.0,2843.1224748846435,0.0,69353.14688670111,0.0,0.0,0.005318223169650469,0.04645761118783045,0.010752842839692573,0.00796142580387424,0.000848920556370828
0.9503454574331962,0.0121570600029187,0.4968725126682751,0.0981715590204743,0.3695588670729359,0.6539068248632285,116.4034404958138,0.0,440929.4124966354,0.013390575952385322,0.0,2843.1224748846435,0.0,69353.14688670111,0.0,0.0,0.6311182986402176,0.022865896553434545,0.010752842839692573,0.005612739330109097,0.0005557145623185015
1.4371635732404469,0.2810754184932492,0.4482880097862045,0.4709372946484911,0.462810117695979,0.3306561780093148,116.4034404958138,0.0,440929.4124966354,0.013390575952385322,0.0,2843.1224748846435,0.0,69353.14688670111,0.0,0.0,0.010154502653498933,0.030495674439193314,0.010752842839692573,0.001370734745856018,0.00029370264929572083
1.3811722520711518,0.3092581224080273,0.4519470074978073,0.2936938333358537,0.310453576115366,0.2065306810058449,116.4034404958138,0.0,440929.4124966354,0.013390575952385322,0.0,2843.1224748846435,0.0,69353.14688670111,0.0,0.0,0.009202355935640684,0.03171735991317005,0.010752842839692573,0.0021128108082672154,0.0004553294002115927
1.2514109266600633,0.7517061463605391,0.174706104908915,0.1445109868908285,0.3638799852929893,0.0263392226019151,116.4034404958138,0.0,440929.4124966354,0.013390575952385322,0.0,2843.1224748846435,0.0,69353.14688670111,0.0,0.0,0.003755641887510909,0.08747548795494589,0.010752842839692573,0.003833051548171505,0.0004287978514815493
1.6659847675669903,0.4082698824802922,0.4751972601617384,0.3294264520926,0.4085861927516306,0.5376570515483742,116.4034404958138,0.0,440929.4124966354,0.013390575952385322,0.0,2843.1224748846435,0.0,69353.14688670111,0.0,0.0,0.0069588150752725305,0.03681676980127075,0.010752842839692573,0.001643134761579184,0.00028699374681891875
0.7604209764879983,0.9405268303211984,0.2124133715883132,0.046215637792186,0.3921439550343968,0.1890110379044066,116.4034404958138,0.0,440929.4124966354,0.013390575952385322,0.0,2843.1224748846435,0.0,69353.14688670111,0.0,0.0,0.002987573316463406,0.6021101131937195,0.010752842839692573,0.008115803359992702,0.0006542846274005542
