CapacityRatio,ShareFlex,ShareStorage,ShareWind,SharePV,rNTC,Cost_[E/MWh],Congestion_[h],PeakLoad_[MW],MaxCurtailment_[MW],MaxLoadShedding_[MW],Demand_[TWh],NetImports_[TWh],Curtailment_[TWh],ENS_[TWh],CF_gas,CF_nuc,CF_wat,CF_win,CF_sun
0.73,0.87,0.35,0.35,0.44,0.01,7088.822253,0.993574367,440929.4125,691027.2027,8995.792851,2843.122475,0,1096.255356,60.35802846,0.155262769,0.726176559,0.197839342,0.126092028,0.077048571
0.79,0.95,0.19,0.35,0.29,0.05,11717.41212,0.929164935,440929.4125,515351.7651,4905.808746,2843.122475,0,799.8372474,87.1480482,0.201874649,0.920001194,0.191104483,0.128954039,0.090059373
0.51,0.47,0.47,0.24,0.5,0.35,4052.670681,0.868223497,440929.4125,443278.9561,3482.281843,2843.122475,0,531.0864422,34.75629923,0.085101267,0.499675956,0.200799204,0.172675429,0.089390778
0.98,0.32,0.47,0.27,0.27,0.43,4383.971892,0.852147265,440929.4125,579000.3269,3482.281843,2843.122475,0,984.5723165,34.66780608,0.038366091,0.38893674,0.198151631,0.124952891,0.083612491
0.94,0.15,0.4,0.04,0.4,0.45,4758.433807,0.840856233,440929.4125,607604.804,3482.281843,2843.122475,0,732.2194658,40.59123729,0.029691545,0.45528502,0.193821191,0.186855263,0.073233024
0.68,0.95,0.31,0.45,0.44,0.54,187.8275122,0,440929.4125,3306.601437,3482.281843,2843.122475,0,0.022799496,0.003482282,0.001522479,0.306743548,0.010727301,0.002623766,0.000652954
1.11,0.76,0.22,0.35,0.26,0.59,4265.958291,0.836856009,440929.4125,747787.5127,3482.281843,2843.122475,0,1403.163995,38.71297733,0.110894346,0.598694176,0.192882292,0.107552808,0.081560525
0.78,0.63,0.4,0.04,0.34,0.31,3940.82387,0.886360599,440929.4125,399691.432,3699.824371,2843.122475,0,380.8133495,38.65621375,0.13588674,0.643915408,0.200027235,0.201845871,0.092332698
0.93,0.03,0.35,0.15,0.21,0.08,9100.001659,0.957725462,440929.4125,392463.8288,4803.589842,2843.122475,0,499.0393741,73.7331166,0.111810578,0.417044723,0.193599351,0.154163445,0.094403553
0.61,0.93,0.26,0.21,0.34,0.46,187.8275122,0,440929.4125,3306.601437,3482.281843,2843.122475,0,0.022799496,0.003482282,0.001554278,0.232179501,0.010727301,0.004717831,0.000942541
0.68,0.13,0.01,0.36,0.22,0.3,21725.74131,0.855289603,440929.4125,398621.1801,3878.849146,2843.122475,0,636.2397874,128.8389829,0.044033214,0.479661695,0.18596128,0.118402387,0.094293706
0.97,0.02,0.4,0.03,0.31,0.4,4817.647403,0.861085796,440929.4125,466358.5178,4162.221169,2843.122475,0,501.4755975,47.93175719,0.13193079,0.479578988,0.19194283,0.190784592,0.082879674
0.62,0.11,0.37,0.43,0.3,0.63,4711.813303,0.79403223,440929.4125,485265.4658,3482.281843,2843.122475,0,752.8885904,37.18232942,0.034780474,0.408542236,0.19103168,0.131792253,0.095037154
0.99,0.2,0.49,0.35,0.33,0.69,3141.861552,0.79565322,440929.4125,790069.7092,3482.281843,2843.122475,0,1411.150043,22.14999997,0.019415263,0.341789079,0.195214112,0.108949335,0.073107105
0.8,0.61,0.45,0.27,0.41,0.52,2916.539685,0.837852419,440929.4125,652499.8507,3482.281843,2843.122475,0,961.5782245,25.11102311,0.09212803,0.506623353,0.199093984,0.143397768,0.0783906
0.92,0.02,0.02,0.22,0.4,0.02,24698.14218,0.986730729,440929.4125,770815.5845,5269.423142,2843.122475,0,1207.671096,146.7390595,0.129544342,0.392246369,0.195021726,0.107330401,0.059906443
0.84,0.25,0.48,0.3,0.2,0.45,4029.299945,0.835264182,440929.4125,429724.6222,3482.281843,2843.122475,0,697.1903446,32.6846478,0.026398334,0.42192187,0.198623346,0.130132077,0.102612976
0.62,0.86,0.12,0.33,0.36,0.64,187.8275122,0,440929.4125,3306.601437,3482.281843,2843.122475,0,0.022799496,0.003482282,0.001673592,0.126457799,0.010727301,0.003488699,0.00087115
0.92,0.82,0.15,0.47,0.22,0,10717.38556,0.997888096,440929.4125,728744.9262,4905.808746,2843.122475,0,1363.979259,78.89475061,0.161993559,0.715814334,0.20024603,0.094056387,0.091886292
1.05,0.51,0.11,0.03,0.36,0.19,11084.6416,0.921774486,440929.4125,613665.8805,6598.799684,2843.122475,0,726.8725059,79.85296143,0.105683905,0.523064375,0.202307648,0.18762766,0.072829042
0.95,0.14,0.31,0.02,0.3,0.13,8860.683619,0.933133565,440929.4125,432647.7959,4082.62254,2843.122475,0,471.9832777,68.48503076,0.042338013,0.487765051,0.194701663,0.194664676,0.082223623
0.77,0.13,0.19,0.26,0.32,0.42,10476.69838,0.844095782,440929.4125,509163.8891,3482.281843,2843.122475,0,769.053998,74.30604265,0.035721215,0.39497082,0.189446472,0.140820119,0.082740581
0.72,0.43,0.08,0.44,0.39,0.44,11431.95662,0.841475951,440929.4125,673909.0918,6703.719669,2843.122475,0,1192.049581,78.70544695,0.065808352,0.430403483,0.19716316,0.110849467,0.078459143
0.97,0.34,0.42,0.12,0.39,0.49,4592.090344,0.833655344,440929.4125,662238.5389,3482.281843,2843.122475,0,860.8708736,35.35530417,0.034411329,0.421264377,0.196909021,0.172636798,0.071842948
0.94,0.46,0.11,0.05,0.36,0.2,11718.6831,0.915613752,440929.4125,547558.6413,6336.055696,2843.122475,0,627.2147896,82.52119062,0.093882136,0.509154004,0.201715685,0.1852696,0.077213482
0.75,0.17,0.14,0.31,0.26,0.46,11981.16339,0.826663459,440929.4125,444737.174,3482.281843,2843.122475,0,714.1566254,81.22862911,0.028930873,0.413176266,0.187313617,0.132405255,0.093441979
1.09,0.44,0.46,0.16,0.36,0.6,3776.851097,0.81459231,440929.4125,767229.7202,3482.281843,2843.122475,0,1057.22852,26.56162951,0.046595163,0.425088147,0.198640113,0.153940857,0.069976296
0.53,0.25,0.04,0.03,0.33,0.26,18118.65347,0.877779317,440929.4125,231374.2888,6703.719669,2843.122475,0,180.1049496,112.6989595,0.045210151,0.604188265,0.197014539,0.171276308,0.101484698
0.7,0.24,0.03,0.2,0.46,0.54,16201.1465,0.809051296,440929.4125,576542.975,6703.719669,2843.122475,0,784.5533685,101.1973963,0.026417239,0.478855453,0.192284158,0.135191016,0.074242776
1.12,0.37,0.46,0.29,0.28,0.05,6144.367947,0.979753425,440929.4125,764496.0078,4604.357699,2843.122475,0,1396.368663,52.47670394,0.074879691,0.359430851,0.198834649,0.104171269,0.072641096
0.99,0.52,0.41,0.08,0.25,0.66,3617.075068,0.790306627,440929.4125,389233.6745,3482.281843,2843.122475,0,387.7770974,26.21827726,0.077186795,0.605454201,0.198714023,0.195237224,0.094456119
0.59,0.94,0.3,0.04,0.5,0.07,8227.553817,0.922761175,440929.4125,394759.322,4905.808746,2843.122475,0,372.4002626,69.79716076,0.241885327,0.84683818,0.19055796,0.194518297,0.09184595
0.61,0.3,0.12,0.5,0.48,0.47,12019.12008,0.826865171,440929.4125,677662.8583,5254.901128,2843.122475,0,1198.342261,80.40961637,0.030344031,0.384453921,0.19207343,0.109733077,0.078389997
1.54,0.42,0.33,0.15,0.49,0.56,4956.993884,0.835810993,440929.4125,1570519.688,3482.281843,2843.122475,0,2533.451967,37.74502687,0.035417912,0.327704687,0.193213798,0.126838695,0.04328688
1.24,0.1,0.13,0.4,0.43,0.03,16088.12438,0.985833959,440929.4125,1326119.549,4815.045437,2843.122475,0,2765.840475,104.9685363,0.05294341,0.282032231,0.194854852,0.069865503,0.049584454
1.38,0.39,0.46,0.48,0.21,0.3,4849.494652,0.896606615,440929.4125,1156728.435,3482.281843,2843.122475,0,2459.202593,40.48610432,0.056661766,0.347087388,0.196463371,0.067729072,0.073945481
1.28,0.85,0.13,0.41,0.21,0.06,11722.69596,0.975028981,440929.4125,931427.4909,5699.809379,2843.122475,0,1841.219297,83.20400567,0.153012358,0.726206293,0.199040838,0.081854713,0.080529803
1.52,0.98,0.14,0.05,0.21,0.62,187.8275122,0,440929.4125,3306.601437,3482.281843,2843.122475,0,0.022799496,0.003482282,0.001479618,0.727559889,0.010727301,0.006095914,0.000614189
1.79,0.05,0.3,0.2,0.42,0.24,7626.563318,0.926678769,440929.4125,1687852.249,4162.221169,2843.122475,0,3013.301391,63.87243804,0.080382713,0.257982595,0.186930776,0.086925964,0.041351086
1.45,0.49,0.22,0,0.41,0.6,5597.026513,0.81206483,440929.4125,1063032.648,3482.281843,2843.122475,0,1409.637389,44.40258106,0.05832625,0.531946751,0.193875256,0.191388146,0.056303311
1.52,0.76,0.34,0.18,0.24,0.14,5498.217372,0.955431288,440929.4125,792983.4003,4905.808746,2843.122475,0,1304.667169,50.62780879,0.128321731,0.55719579,0.197994108,0.119673335,0.072018756
1.17,0.48,0.24,0.37,0.32,0.5,6051.144872,0.847449554,440929.4125,937560.4161,3482.281843,2843.122475,0,1857.705665,48.63274604,0.061005164,0.377584539,0.192898099,0.093641895,0.068002912
1.43,0.73,0.08,0.06,0.46,0.09,10884.18347,0.966467142,440929.4125,1229459.308,6703.719669,2843.122475,0,1757.211495,79.41670631,0.127769533,0.507037931,0.20982859,0.167118611,0.049506655
1.68,0.12,0.19,0.18,0.42,0.21,11543.57738,0.926882912,440929.4125,1560535.756,3775.078162,2843.122475,0,2697.473302,81.5636046,0.041593372,0.274231681,0.190715207,0.101872194,0.04130689
1.22,0.83,0.37,0.28,0.49,0.29,4123.083898,0.916782712,440929.4125,1331902.856,4737.976322,2843.122475,0,2273.620483,40.24453955,0.106349082,0.572071351,0.194384729,0.107762286,0.051716323
1.39,0.17,0.21,0.16,0.45,0.55,7954.549445,0.825018166,440929.4125,1306701.249,3482.281843,2843.122475,0,2075.67651,58.93959216,0.026177517,0.304940081,0.187021202,0.121774556,0.048860126
1.22,0.44,0.41,0.42,0.46,0.11,6032.420016,0.967565623,440929.4125,1420864.239,4331.31982,2843.122475,0,2884.521064,51.77048855,0.067232484,0.302931821,0.196562483,0.075153651,0.049841803
1.19,0.22,0.21,0.09,0.43,0.5,8187.535889,0.827701184,440929.4125,957342.8608,3482.281843,2843.122475,0,1329.977279,61.02703303,0.023456758,0.368589855,0.189680546,0.159395325,0.058452945
1.71,0.53,0.36,0.12,0.29,0.57,4138.357581,0.835633583,440929.4125,994469.9895,3482.281843,2843.122475,0,1518.54661,33.0919478,0.061390725,0.412585458,0.194999242,0.138633162,0.059844477
1.24,0.34,0.42,0.37,0.24,0.44,4817.277126,0.856512029,440929.4125,881355.3446,3482.281843,2843.122475,0,1761.952253,38.13639647,0.036995507,0.350581536,0.194923282,0.089868268,0.074368946
1.21,0.59,0.27,0.05,0.27,0.65,4308.544293,0.80412757,440929.4125,536619.6495,3482.281843,2843.122475,0,563.0836494,35.31532221,0.089383803,0.63046887,0.194426792,0.197980751,0.082936754
1.23,0.88,0.06,0.25,0.45,0.62,8487.064785,0.815773421,440929.4125,1203942.804,6703.719669,2843.122475,0,1953.241573,63.06808333,0.117637893,0.662162736,0.199440347,0.116212393,0.05504608
1.51,0.51,0.04,0.34,0.45,0.11,14089.99563,0.956828693,440929.4125,1657241.282,6703.719669,2843.122475,0,3270.416095,93.71309029,0.083943911,0.348548754,0.20998596,0.07139584,0.042062466
1.68,0.38,0.01,0.38,0.37,0.27,17123.04922,0.900565524,440929.4125,1666438.366,6703.719669,2843.122475,0,3489.851865,107.2776459,0.053784674,0.35440147,0.204238705,0.059403077,0.043153591
1.34,0.18,0.28,0.3,0.39,0.16,8792.929632,0.939252984,440929.4125,1245934.974,3897.569272,2843.122475,0,2378.869411,67.7922869,0.032663186,0.284792207,0.191931002,0.08288283,0.052815708
1.55,0.38,0.22,0.24,0.38,0.04,11121.42579,0.984976074,440929.4125,1330930.41,4684.593693,2843.122475,0,2446.890126,79.32144014,0.062627964,0.300696201,0.198209061,0.09214303,0.048328811
1.47,0.35,0.15,0.47,0.37,0.37,10783.89962,0.875805938,440929.4125,1526843.576,3866.155844,2843.122475,0,3395.602914,75.22067059,0.035727439,0.292191886,0.191783621,0.062409995,0.049776903
1.44,0.84,0.15,0.2,0.39,0.01,11205.31963,0.988412475,440929.4125,1215535.712,7584.361945,2843.122475,0,1997.033803,80.25264835,0.127875089,0.586240009,0.199029336,0.112345407,0.053176455
1.37,0.07,0.28,0.42,0.31,0.68,5680.627458,0.821346029,440929.4125,1203681.611,3482.281843,2843.122475,0,2573.862805,44.5209809,0.048165004,0.29594743,0.182173545,0.073451997,0.060058586
1.31,0.54,0.07,0.1,0.37,0.56,8449.397203,0.823190604,440929.4125,901174.4833,6703.719669,2843.122475,0,1243.247838,63.2975129,0.076043444,0.485708232,0.201591251,0.157050638,0.060619041
1.67,0.1,0.31,0.43,0.22,0.16,8454.388521,0.941345446,440929.4125,1350950.665,3938.347693,2843.122475,0,2972.53424,67.22009883,0.050440279,0.301641101,0.190241725,0.057022344,0.062984118
1.75,0.92,0.13,0.13,0.33,0.09,12173.78134,0.871774121,440929.4125,1147608.562,5586.886372,2843.122475,0,1726.940551,86.20492896,0.146375823,0.672397384,0.185565666,0.122608819,0.056756622
1.71,0.83,0.08,0.1,0.41,0.18,10603.0821,0.922338308,440929.4125,1389901.901,6703.719669,2843.122475,0,2117.164312,77.50306723,0.121456986,0.574078558,0.202649504,0.138896011,0.046908947
1.54,0.69,0.12,0.1,0.38,0.04,10813.30585,0.986854672,440929.4125,1143057.718,6296.321871,2843.122475,0,1711.325486,78.51977384,0.118829916,0.460869002,0.204884998,0.145521984,0.052016309
1.61,0.67,0.1,0.15,0.24,0.38,8105.104678,0.869730264,440929.4125,793631.8317,6390.258465,2843.122475,0,1213.344165,63.97756129,0.107130607,0.519339421,0.19900859,0.12962883,0.069383584
1.5,0.28,0.38,0.46,0.25,0.7,4318.0409,0.805913818,440929.4125,1288596.31,3482.281843,2843.122475,0,2758.344083,30.49186717,0.017306961,0.307664553,0.192133594,0.064827742,0.068871364
1.8,0.7,0.09,0.25,0.39,0.06,11258.82374,0.979182312,440929.4125,1639852.389,6703.719669,2843.122475,0,3112.145178,80.08204338,0.104574712,0.405017749,0.205712666,0.082123783,0.042912793
1.77,0.6,0.4,0.37,0.39,0.15,5003.158771,0.959091274,440929.4125,1795915.122,4614.492905,2843.122475,0,3827.098905,46.37108255,0.085761075,0.322758951,0.195936171,0.062990842,0.04382541
1.73,0.47,0.23,0.38,0.25,0.19,8379.344279,0.937838567,440929.4125,1319213.842,3914.934716,2843.122475,0,2917.607627,65.30117421,0.073524446,0.330930223,0.194824071,0.06495638,0.058908083
1.59,0.53,0.27,0.07,0.35,0.24,6825.507979,0.919006409,440929.4125,1043374.825,3806.114369,2843.122475,0,1503.112899,56.82598892,0.084284594,0.420205685,0.196700107,0.161600261,0.055287104
1.66,0.89,0.16,0.33,0.36,0.39,8493.019818,0.883057862,440929.4125,1510964.099,4467.504128,2843.122475,0,3004.752279,64.29765643,0.112519529,0.62445222,0.192640347,0.079667954,0.050189123
1.33,0.85,0.26,0.26,0.49,0.34,5876.163151,0.904616783,440929.4125,1444097.987,4548.849325,2843.122475,0,2478.907629,50.62547454,0.105717137,0.586102265,0.193877246,0.105217671,0.049093329
1.74,0.39,0.11,0.06,0.42,0.43,10609.44421,0.84733047,440929.4125,1422735.884,5783.446444,2843.122475,0,2104.790469,74.13178112,0.041849195,0.388572566,0.199108347,0.161010689,0.044161613
1.21,0.37,0.11,0.4,0.28,0.31,12619.80779,0.884226822,440929.4125,959143.2587,5626.78892,2843.122475,0,1976.221846,85.04836269,0.049468448,0.359150728,0.195255427,0.082123652,0.067683938
1.26,0.21,0.4,0.28,0.21,0.56,4253.272128,0.814910675,440929.4125,675289.5251,3482.281843,2843.122475,0,1266.151954,34.41695962,0.021898836,0.363596338,0.193103419,0.103588103,0.084097971
1.18,0.09,0.29,0.47,0.29,0.64,5628.574305,0.820011811,440929.4125,1057695.631,3482.281843,2843.122475,0,2171.283913,44.41231694,0.040879261,0.320747641,0.183767221,0.077604561,0.069011592
1.39,0.19,0.23,0.44,0.43,0.47,7853.611228,0.856587367,440929.4125,1592198.747,3482.281843,2843.122475,0,3374.164399,59.72903488,0.025121772,0.265930367,0.185871755,0.06616034,0.046620646
1.6,0.16,0.17,0.02,0.44,0.65,8630.80626,0.79457418,440929.4125,1301969.024,3482.281843,2843.122475,0,1855.905161,61.18616488,0.025660578,0.40909801,0.187609017,0.180485058,0.047338654
1.76,0.82,0.14,0,0.47,0.66,5057.022609,0.787771856,440929.4125,1524908.175,3927.0042,2843.122475,0,2149.605085,44.00740951,0.14365136,0.654613473,0.190541407,0.1882965,0.045671485
1.42,0.59,0.1,0.43,0.42,0.12,11180.83952,0.960235931,440929.4125,1543546.683,6665.591566,2843.122475,0,3311.263891,79.7668408,0.095188554,0.352246699,0.202281325,0.065491111,0.047773168
1.31,0.96,0.25,0.21,0.5,0.63,187.8275122,0,440929.4125,3306.601437,3482.281843,2843.122475,0,0.022799496,0.003482282,0.001505903,0.372706268,0.010727301,0.00290328,0.000299272
1.69,0.97,0.33,0.32,0.26,0.61,187.8275122,0,440929.4125,3306.601437,3482.281843,2843.122475,0,0.022799496,0.003482282,0.001488992,0.541216709,0.010727301,0.001638951,0.000451915
1.36,0.06,0.15,0.09,0.27,0.35,12183.37025,0.873550648,440929.4125,665235.4115,4162.221169,2843.122475,0,909.5661988,84.78901888,0.065416358,0.380824678,0.188420869,0.155782385,0.069136753
1.29,0.46,0.24,0.16,0.31,0.14,8842.006666,0.950094416,440929.4125,805456.5496,4187.535453,2843.122475,0,1244.101319,68.09468371,0.081674298,0.388851728,0.198173365,0.133670002,0.065650668
1.25,0.96,0.45,0.11,0.3,0.25,187.8275122,0,440929.4125,3306.601437,3482.281843,2843.122475,0,0.022799496,0.003482282,0.001498955,0.426552442,0.010727301,0.004480429,0.000516547
1.72,0.03,0.18,0.33,0.21,0.25,12292.86718,0.917164264,440929.4125,1105343.435,4162.221169,2843.122475,0,2396.030942,89.10212835,0.109663812,0.309984897,0.186202596,0.066957619,0.065639668
1.65,0.36,0.27,0.07,0.48,0.21,8197.248035,0.923273962,440929.4125,1579499.914,3549.743163,2843.122475,0,2395.093068,63.47702354,0.045058232,0.33408965,0.196155382,0.156723134,0.041250304
1.57,0.8,0.07,0.41,0.34,0.19,10417.89257,0.937546935,440929.4125,1439600.603,6703.719669,2843.122475,0,3083.944483,75.95428389,0.112214784,0.51409422,0.200997377,0.067083991,0.053414055
1.14,0.04,0.24,0.19,0.23,0.69,6713.384188,0.788746394,440929.4125,553331.3205,3482.281843,2843.122475,0,814.6712596,51.00722484,0.068519236,0.390757765,0.184018933,0.137957429,0.084675109
1.58,0.9,0.44,0.18,0.28,0.57,3482.591789,0.835555815,440929.4125,940065.8431,3482.281843,2843.122475,0,1493.927723,27.01994667,0.125052835,0.712911858,0.195909583,0.127592217,0.065916377
1.76,0.74,0.47,0.31,0.22,0.48,2558.584619,0.86707641,440929.4125,1101083.694,3482.281843,2843.122475,0,2258.864676,23.57503032,0.098054727,0.49341343,0.19754117,0.082826855,0.067709973
1.49,0.08,0.18,0.17,0.28,0.05,14274.98623,0.975237984,440929.4125,893491.2606,4714.275032,2843.122475,0,1536.265814,97.30309126,0.060301672,0.3193308,0.19194599,0.111181123,0.059524986
1.37,0.68,0.05,0.36,0.4,0.51,7931.139766,0.851515395,440929.4125,1385448.97,6703.719669,2843.122475,0,2654.983834,62.12877967,0.090455995,0.44763303,0.201903779,0.082083854,0.052029959
1.38,0.56,0.02,0.09,0.44,0.58,10074.57392,0.824379005,440929.4125,1160708,6707.06511,2843.122475,0,1666.469643,72.03821026,0.081117275,0.504449878,0.207682935,0.151764336,0.050345776
1.58,0.63,0.08,0.17,0.45,0.2,10336.92989,0.930219672,440929.4125,1491794.165,6703.719669,2843.122475,0,2468.820149,75.73742971,0.095442067,0.401117797,0.206829247,0.113600494,0.043940425
1.49,0.24,0.45,0.22,0.34,0.52,3777.281339,0.840960734,440929.4125,1141359.782,3482.281843,2843.122475,0,1987.788258,30.65864327,0.020656214,0.301238605,0.193553423,0.100872764,0.057478881
1.15,0.29,0.5,0.31,0.48,0.18,4631.062295,0.940443816,440929.4125,1255166.636,3767.239374,2843.122475,0,2296.025001,41.67236749,0.038616371,0.286652399,0.19735784,0.091456361,0.052550422
1.27,0.66,0.5,0.21,0.23,0.59,2250.75118,0.82613366,440929.4125,636109.1299,3482.281843,2843.122475,0,1003.479546,18.58237575,0.097823071,0.543637835,0.200703594,0.13196702,0.083713256
1.4,0.65,0.48,0.23,0.38,0.51,2459.668351,0.858101425,440929.4125,1216836.363,3482.281843,2843.122475,0,1997.342248,21.85389379,0.079288895,0.426222312,0.198533099,0.112273021,0.056442072
1.34,0.06,0.19,0.39,0.3,0.42,10041.40859,0.874683154,440929.4125,1098631.96,4115.89618,2843.122475,0,2361.526391,73.29179184,0.064244179,0.304348191,0.183360037,0.074765574,0.06105483
1.42,0.04,0.39,0.25,0.41,0.68,3480.348517,0.817413853,440929.4125,1321878.744,3482.281843,2843.122475,0,2323.525335,29.93885937,0.072359514,0.279651095,0.185516571,0.094300841,0.052529035
1.16,0.54,0.34,0.12,0.44,0.28,5369.576667,0.90287914,440929.4125,971113.7184,3535.092734,2843.122475,0,1383.595001,47.25629479,0.083636824,0.425478318,0.196650109,0.157176985,0.058818607
1.48,0.64,0.34,0.33,0.24,0.38,4331.350345,0.883176945,440929.4125,961799.4284,3482.281843,2843.122475,0,1972.094658,40.15051031,0.098150468,0.43942371,0.194766282,0.087529478,0.070763008
1.2,0.9,0.17,0.24,0.32,0.15,10490.65658,0.870260063,440929.4125,804692.1767,16356.18128,2843.122475,0,1272.149944,78.25119835,0.155850841,0.721320908,0.173348699,0.117234313,0.072081293
1.32,0.73,0.34,0.44,0.32,0.52,3473.585671,0.861353125,440929.4125,1178313.097,3482.281843,2843.122475,0,2460.910435,32.33862976,0.094509684,0.479000542,0.193135117,0.079257929,0.064982622
1.67,0.61,0,0.03,0.42,0.53,9907.43631,0.833475504,440929.4125,1299037.484,7143.916176,2843.122475,0,1855.929542,73.0990676,0.100341083,0.555626084,0.213869932,0.16358315,0.046282405
1.63,0.2,0.27,0.06,0.24,0.33,7585.983384,0.877866807,440929.4125,710573.3191,3482.281843,2843.122475,0,949.8486951,59.98414444,0.027386739,0.384212753,0.192440884,0.16134295,0.06849412
1.17,0.89,0.35,0.01,0.23,0.14,6104.876084,0.930640109,440929.4125,353833.1275,9608.098923,2843.122475,0,319.8533586,56.32359135,0.232183734,0.84017583,0.197331215,0.206909922,0.094016449
1.61,0.69,0.07,0.23,0.33,0.26,9796.579919,0.911739903,440929.4125,1187986.658,6703.719669,2843.122475,0,2128.925893,73.06121467,0.104007836,0.457655179,0.203757611,0.09755787,0.054455034
1.46,0.75,0.13,0.27,0.35,0.57,5494.166492,0.843405585,440929.4125,1165649.914,4319.666248,2843.122475,0,2129.087303,47.60017023,0.092244671,0.508299846,0.194266576,0.101193383,0.057281108
1.59,0.8,0.16,0.07,0.22,0.4,6291.67566,0.862701925,440929.4125,610482.0675,10471.10811,2843.122475,0,723.6662013,54.83641769,0.138465695,0.699271406,0.192704766,0.177340917,0.07791099
1.56,0.97,0.42,0.49,0.24,0.53,187.8275122,0,440929.4125,3306.601437,3482.281843,2843.122475,0,0.022799496,0.003482282,0.001484189,0.622710254,0.010727301,0.001222073,0.000530291
1.74,0.52,0.49,0.12,0.48,0.08,4548.705022,0.976163917,440929.4125,1733509.383,4789.750537,2843.122475,0,2791.992391,43.06669185,0.079561287,0.326852266,0.199407682,0.125158245,0.039473098
1.78,0.48,0.04,0.41,0.23,0.61,11383.58565,0.818519626,440929.4125,1388331.838,6703.719669,2843.122475,0,2979.950313,76.27956487,0.059086245,0.387173363,0.197409282,0.062308899,0.060509128
1.51,0.49,0.02,0.46,0.41,0.55,11663.7682,0.836661587,440929.4125,1655523.288,6703.719669,2843.122475,0,3585.57615,78.92456348,0.06106011,0.366045403,0.202272608,0.061221846,0.045917273
1.46,0.03,0.07,0.29,0.27,0.36,15720.10514,0.878245929,440929.4125,996116.9587,4162.221169,2843.122475,0,1991.685138,103.2131709,0.106301657,0.331339613,0.187725173,0.079257384,0.061402073
1.7,0.6,0.06,0.38,0.47,0.4,9032.431443,0.87988393,440929.4125,2010969.628,6703.719669,2843.122475,0,4116.997289,68.21379547,0.078212958,0.352496317,0.204030959,0.064645367,0.038405931
1.64,0.65,0.43,0.14,0.33,0.09,4627.248225,0.971988714,440929.4125,1136987.842,4905.808746,2843.122475,0,1784.516315,45.07947588,0.105542008,0.420639693,0.199158258,0.125730998,0.055016086
1.41,0.33,0.43,0.08,0.35,0.53,4359.963612,0.828738909,440929.4125,915397.0947,3482.281843,2843.122475,0,1254.72583,32.87634737,0.028403633,0.384720884,0.196659795,0.164097936,0.061220989
1.55,0.72,0.24,0.34,0.33,0.27,5972.264216,0.920304173,440929.4125,1305695.063,4304.706028,2843.122475,0,2663.27358,52.61096702,0.099572045,0.43803299,0.194477684,0.079220675,0.055802516
1.29,0.67,0.29,0.05,0.43,0.37,4714.629668,0.887444499,440929.4125,1009993.984,3482.281843,2843.122475,0,1367.51689,43.82326708,0.101088735,0.539189795,0.195612912,0.181929547,0.057959317
1.28,0.79,0.1,0.05,0.48,0.36,7618.356932,0.866889279,440929.4125,1103943.188,6389.921222,2843.122475,0,1487.958748,62.6320067,0.129752335,0.607005407,0.196501404,0.179674174,0.055165448
1.65,0.77,0.06,0.37,0.47,0.43,7880.899838,0.878306685,440929.4125,1944163.191,6703.719669,2843.122475,0,3859.878896,62.37203508,0.092184803,0.459949925,0.201958652,0.070457075,0.040276203
1.62,0.4,0.29,0.15,0.43,0.17,7727.428961,0.945343239,440929.4125,1454532.913,3843.207649,2843.122475,0,2392.324315,61.4157406,0.054346533,0.311432719,0.195962279,0.120093063,0.044256008
1.73,0.78,0.46,0.08,0.38,0.38,2813.567007,0.892827546,440929.4125,1271142.404,10673.33754,2843.122475,0,1818.044005,28.22617988,0.103739597,0.565357453,0.197154061,0.160812745,0.051553325
1.48,0.4,0.25,0.32,0.25,0.48,6525.16456,0.848837238,440929.4125,950362.006,3482.281843,2843.122475,0,1963.268419,50.83377833,0.043736761,0.351395337,0.191518555,0.087804621,0.067876492
1.53,0.73,0.22,0.42,0.46,0.58,4238.286304,0.854242157,440929.4125,1809722.184,3482.281843,2843.122475,0,3718.095853,38.07678777,0.077154213,0.41218965,0.191123852,0.071280514,0.0445355
1.44,0.58,0.21,0.25,0.32,0.42,6263.911245,0.870165283,440929.4125,1074253.288,3482.281843,2843.122475,0,1895.528169,52.256833,0.082339901,0.400352326,0.193867511,0.104315861,0.060150431
1.76,0.13,0.23,0.3,0.48,0.52,7760.69454,0.850076675,440929.4125,2026361.86,3482.281843,2843.122475,0,3932.87972,58.64414073,0.031341585,0.249265735,0.184791498,0.074178941,0.036196463
1.41,0.31,0.09,0.26,0.3,0.32,13736.03706,0.880970261,440929.4125,1009309.361,6532.034271,2843.122475,0,1869.008532,90.38251418,0.034825611,0.345920101,0.19556711,0.094262017,0.059287628
1.62,0.94,0.47,0.21,0.36,0.5,187.8275122,0,440929.4125,3306.601437,3482.281843,2843.122475,0,0.022799496,0.003482282,0.001539882,0.260890845,0.010727301,0.002384524,0.000330546
1.64,0.78,0.38,0.32,0.4,0.41,3451.33684,0.898526528,440929.4125,1616933.199,3615.738638,2843.122475,0,3144.485248,33.29887867,0.089795758,0.464960128,0.193812217,0.080782465,0.047518622
1.14,0.32,0.41,0.01,0.25,0.3,5478.251528,0.882929058,440929.4125,405112.3129,3482.281843,2843.122475,0,424.1237137,45.96885105,0.05088904,0.524123526,0.198859944,0.198883344,0.087205425
