CapacityRatio,ShareFlex,ShareStorage,ShareWind,SharePV,rNTC,Cost_[E/MWh],Congestion_[h],PeakLoad_[MW],MaxCurtailment_[MW],MaxLoadShedding_[MW],Demand_[TWh],NetImports_[TWh],Curtailment_[TWh],ENS_[TWh],CF_gas,CF_nuc,CF_wat,CF_win,CF_sun
1.24,0.02,0.21,0.43,0.46,0.06,13556.75405,0.97781893,440929.4125,1453104.598,5013.646166,2843.122475,0,3043.092186,95.54118082,0.118065038,0.265488208,0.189121056,0.067272153,0.046968841
1.23,0.52,0.13,0.49,0.4,0.19,10257.18083,0.932521137,440929.4125,1333466.36,5122.377774,2843.122475,0,2921.364419,75.07616525,0.082480929,0.343140653,0.198157529,0.067961708,0.054429669
1.37,0.67,0.14,0.13,0.42,0.12,9710.029521,0.958721873,440929.4125,1137734.885,5375.522177,2843.122475,0,1755.206188,72.94854485,0.108835721,0.445555245,0.20185241,0.136944172,0.052732568
1.2,0.45,0.11,0.36,0.42,0.51,9135.873085,0.836243581,440929.4125,1231597.237,5112.099149,2843.122475,0,2330.507413,65.76837757,0.048074643,0.348571982,0.196072988,0.089447776,0.054612453
1.72,0.51,0.21,0.29,0.41,0.17,8501.632867,0.946650724,440929.4125,1705105.363,4158.300399,2843.122475,0,3350.086714,66.14487026,0.07150301,0.305986423,0.196143745,0.076704582,0.042306997
1.63,0.92,0.32,0.18,0.26,0.68,187.8275122,0,440929.4125,3306.601437,3482.281843,2843.122475,0,0.022799496,0.003482282,0.001558352,0.22524691,0.010727301,0.002683825,0.000466931
1.33,0.58,0.46,0.22,0.21,0.17,4291.940489,0.935697499,440929.4125,668107.715,4385.131527,2843.122475,0,1124.146797,41.34441525,0.116144153,0.45530716,0.199908849,0.117983572,0.080774757
1.5,0.97,0.33,0.11,0.38,0.59,187.8275122,0,440929.4125,3306.601437,3482.281843,2843.122475,0,0.022799496,0.003482282,0.00149567,0.458429472,0.010727301,0.004177763,0.000344441
1.62,0.88,0.49,0.11,0.27,0.14,3866.915443,0.948752907,440929.4125,839373.2032,9192.879945,2843.122475,0,1195.091238,39.42741178,0.145008207,0.703284774,0.198662778,0.14870564,0.066414375
1.6,0.92,0.17,0.17,0.24,0.33,187.8275122,0,440929.4125,3306.601437,3482.281843,2843.122475,0,0.022799496,0.003482282,0.001571585,0.205534981,0.010727301,0.002822672,0.000497811
1.52,0.87,0.11,0.06,0.28,0.29,9733.319706,0.884236543,440929.4125,729682.7506,8735.101604,2843.122475,0,883.0246792,74.45845493,0.15931003,0.725444127,0.198613516,0.180306378,0.070169458
1.26,0.09,0.41,0.15,0.48,0.34,4734.560429,0.893845829,440929.4125,1254354.618,3751.489837,2843.122475,0,1921.07729,43.82238135,0.048998897,0.299062734,0.190269623,0.129004765,0.049775883
1.45,0.45,0.44,0.04,0.25,0.49,4110.985469,0.839349465,440929.4125,620164.1937,3482.281843,2843.122475,0,714.0776841,32.30179601,0.0598835,0.512919706,0.199051497,0.189204362,0.076038468
1.19,0.85,0.3,0.3,0.42,0.03,7465.712482,0.988062516,440929.4125,1142531.088,4905.808746,2843.122475,0,2038.557664,61.72050151,0.126780162,0.607029726,0.197090155,0.10157414,0.057059519
1.51,0.58,0.1,0.27,0.38,0.17,10558.22546,0.941121861,440929.4125,1347874.819,6458.317006,2843.122475,0,2512.371168,76.7760569,0.093601955,0.368193239,0.202231932,0.088470541,0.049565063
0.63,0.39,0.21,0.07,0.32,0.36,8748.809492,0.851430335,440929.4125,279003.9438,3482.281843,2843.122475,0,248.8413396,65.40876968,0.073560509,0.569628728,0.196326218,0.200659822,0.101089585
0.97,0.27,0.13,0.43,0.23,0.56,10854.76985,0.806881065,440929.4125,731019.437,4482.485435,2843.122475,0,1368.832547,73.66833343,0.024526964,0.390236626,0.189842337,0.094312892,0.088323099
1.63,0.03,0.46,0.19,0.45,0.09,6064.122979,0.968518289,440929.4125,1621153.44,4687.507601,2843.122475,0,2808.55114,57.42692702,0.110982754,0.258151478,0.189570313,0.092837607,0.042348063
1.54,0.29,0.49,0.13,0.48,0.07,5295.044446,0.975429975,440929.4125,1522185.933,4503.05789,2843.122475,0,2447.243957,47.70211065,0.044608598,0.283568453,0.198064053,0.117852894,0.043638763
1.13,0.07,0.23,0.12,0.26,0.47,8442.852644,0.839305721,440929.4125,551845.6272,3482.281843,2843.122475,0,709.6811862,64.00709515,0.058932374,0.397783503,0.186748341,0.158977585,0.078991211
1.45,0.63,0.41,0.21,0.27,0.12,4951.30869,0.960906685,440929.4125,874300.1784,4897.550534,2843.122475,0,1526.141953,46.72357282,0.110510906,0.431669344,0.198777927,0.11068507,0.066996297
1.73,0.64,0.4,0.06,0.46,0.45,3301.816381,0.876479123,440929.4125,1547740.213,3482.281843,2843.122475,0,2291.415122,30.83445995,0.080019221,0.474756631,0.197029456,0.168931581,0.044003063
1.03,0.18,0.06,0.23,0.21,0.3,16928.04791,0.870884642,440929.4125,490075.3844,3482.281843,2843.122475,0,815.4817701,106.4023705,0.033069969,0.418139999,0.193240232,0.120278846,0.085963492
1.08,0.34,0.02,0.03,0.2,0.46,17591.15987,0.81296646,440929.4125,299191.5342,6703.719669,2843.122475,0,266.3013408,108.6378287,0.054957377,0.610548065,0.196590508,0.172788036,0.094707437
0.68,0.8,0.16,0.1,0.23,0.22,7680.286452,0.905416342,440929.4125,208546.7269,4975.253776,2843.122475,0,149.6350928,64.75704827,0.198118715,0.846985053,0.196456413,0.203329166,0.114333893
1.72,0.34,0.16,0.15,0.48,0.41,9869.534624,0.858645805,440929.4125,1770213.642,3482.281843,2843.122475,0,2916.355693,70.0434037,0.030098325,0.298166911,0.193757969,0.118504195,0.038050478
0.75,0.47,0.15,0.3,0.26,0.16,10799.38996,0.930406803,440929.4125,445181.0963,4421.736896,2843.122475,0,708.3414255,78.27922353,0.111026182,0.47254442,0.199431725,0.134418999,0.093831063
1.74,0.79,0.06,0.08,0.21,0.24,10051.95061,0.895491121,440929.4125,685677.3846,9036.579525,2843.122475,0,856.3816789,75.77958542,0.14407327,0.647366951,0.20216821,0.157711066,0.073453641
1.2,0.37,0.39,0.24,0.33,0.62,4605.165186,0.811002802,440929.4125,869668.6961,3482.281843,2843.122475,0,1424.649631,32.5755788,0.031475318,0.365128114,0.194664374,0.12041544,0.067624259
0.82,0.02,0.2,0.38,0.32,0.55,8605.289214,0.818913329,440929.4125,612756.0213,4162.221169,2843.122475,0,1125.456772,67.11076242,0.122139927,0.369668819,0.18551798,0.11195669,0.080105423
1.66,0.32,0.02,0.06,0.24,0.05,20000.15746,0.97204218,440929.4125,735690.7254,6942.530268,2843.122475,0,1017.616941,122.4348026,0.070695951,0.456575789,0.205506014,0.138310654,0.061412406
0.68,0.11,0.46,0.27,0.33,0.26,4830.945774,0.893080294,440929.4125,478423.4528,3775.078162,2843.122475,0,675.2509049,44.4300382,0.043715087,0.395674127,0.195776524,0.147483081,0.084894079
0.66,0.68,0.17,0.36,0.3,0.04,9829.281264,0.986451248,440929.4125,439673.6717,4905.808746,2843.122475,0,728.6411724,74.21686213,0.154265036,0.579513846,0.201532731,0.133038222,0.095255256
0.79,0.19,0.26,0.07,0.25,0.39,8013.464598,0.837777081,440929.4125,298158.4907,3482.281843,2843.122475,0,276.5050344,61.34276932,0.027620751,0.508896936,0.192172589,0.195266764,0.097806553
1.25,0.49,0.25,0.24,0.48,0.1,8557.32828,0.967487855,440929.4125,1333222.197,4544.520088,2843.122475,0,2274.769719,66.72823011,0.077735575,0.332248141,0.197427377,0.106627362,0.048618846
1.67,0.92,0.01,0.02,0.36,0.33,12246.73828,0.758786032,440929.4125,1048442.432,7043.055217,2843.122475,0,1343.088908,90.54103301,0.195018606,0.689006813,0.201055249,0.164991466,0.058710656
0.81,0.46,0.03,0.25,0.4,0.16,15166.94789,0.930902578,440929.4125,656116.5201,6703.719669,2843.122475,0,998.8915192,99.57949561,0.095278641,0.46144553,0.205773503,0.126563601,0.071056436
1,0.62,0.37,0.44,0.46,0.42,3999.576707,0.876892269,440929.4125,1121565.051,3482.281843,2843.122475,0,2170.801377,36.41713059,0.084120444,0.399250846,0.194603584,0.091590583,0.060535357
1.35,0.69,0.29,0.22,0.4,0.6,3701.037705,0.83803712,440929.4125,1147321.984,3482.281843,2843.122475,0,1899.533131,32.78990842,0.080715864,0.474460977,0.193510654,0.120103462,0.056726943
1.01,0.29,0.24,0.46,0.29,0.62,6996.123991,0.806188438,440929.4125,866807.6044,3482.281843,2843.122475,0,1742.957965,50.78003094,0.021536786,0.349567445,0.190071051,0.086787794,0.078652055
1.25,0.53,0.22,0.33,0.43,0.06,9430.008936,0.979804461,440929.4125,1261998.038,4905.808746,2843.122475,0,2408.540087,71.43403634,0.09048073,0.3420607,0.198074516,0.087984145,0.052202457
1.09,0.51,0.15,0.17,0.37,0.17,9991.22473,0.932863805,440929.4125,795208.5358,4688.421335,2843.122475,0,1198.909091,74.09555827,0.092044753,0.416497033,0.200334411,0.13900813,0.065270798
1.65,0.14,0.08,0.01,0.35,0.42,13934.07768,0.844793269,440929.4125,1048855.045,3482.281843,2843.122475,0,1411.097243,91.85046457,0.034623857,0.446228996,0.194360461,0.178240846,0.052417959
1.62,0.81,0.42,0.27,0.4,0.45,2933.761385,0.890718072,440929.4125,1524813.688,3544.079971,2843.122475,0,2778.503971,27.90648868,0.091375845,0.518743026,0.195371808,0.092526538,0.048881731
1.39,0.01,0.19,0.04,0.44,0.13,13477.89942,0.943236195,440929.4125,1152314.756,4714.066186,2843.122475,0,1638.615938,95.64360358,0.181883052,0.347837272,0.189876242,0.167011329,0.049256512
1.55,0.06,0.14,0.47,0.32,0.38,12058.87199,0.890001142,440929.4125,1532690.201,4155.481811,2843.122475,0,3413.836464,83.98941147,0.066503281,0.277274804,0.183632948,0.056888084,0.052201194
1.3,0.56,0.37,0.37,0.45,0.11,5980.847966,0.968270402,440929.4125,1444579.356,4758.751913,2843.122475,0,2819.360853,52.56568775,0.089484114,0.335837597,0.196653504,0.080023133,0.049330593
1.58,0.89,0.33,0.2,0.24,0.69,4443.841254,0.809218984,440929.4125,856281.4509,3482.281843,2843.122475,0,1378.250848,32.64463181,0.125778322,0.738448129,0.19294527,0.123216227,0.07247384
0.6,0.72,0.11,0.17,0.38,0.06,10525.56397,0.975026551,440929.4125,360162.1715,6553.920444,2843.122475,0,403.3414298,78.24049046,0.167303151,0.648228139,0.203701596,0.178266829,0.094377025
0.67,0.1,0.47,0.05,0.31,0.67,3256.61634,0.768606751,440929.4125,284976.9988,3482.281843,2843.122475,0,232.7029631,25.54444095,0.036004391,0.549546807,0.196046809,0.207590067,0.100053161
0.78,0.74,0.23,0.35,0.29,0.57,4317.040919,0.830211652,440929.4125,525777.6451,3482.281843,2843.122475,0,837.7204685,39.55195162,0.120804222,0.65925333,0.193497708,0.133758914,0.09435798
0.51,0.13,0.06,0.32,0.34,0.63,15811.87109,0.77473589,440929.4125,332409.9566,3482.281843,2843.122475,0,419.0165675,98.21230731,0.033360074,0.479707394,0.182972851,0.15612683,0.097194009
1.32,0.21,0.01,0.26,0.39,0.18,19301.95425,0.923475674,440929.4125,1182033.445,6996.515988,2843.122475,0,2143.02699,118.725776,0.037435015,0.378508499,0.2010074,0.077889148,0.050571651
1.48,0.26,0.18,0.17,0.49,0.62,7850.501142,0.809974798,440929.4125,1542181.63,3482.281843,2843.122475,0,2540.108127,56.56782765,0.019293427,0.300664558,0.18984597,0.113026685,0.044181229
0.72,0.4,0.22,0.22,0.37,0.59,6913.737817,0.800715471,440929.4125,503122.8401,3482.281843,2843.122475,0,637.1790396,51.1788034,0.04806232,0.466136597,0.193100907,0.161637406,0.086600373
1.76,0.75,0.41,0.2,0.22,0.6,2764.232886,0.840955874,440929.4125,882979.8449,3482.281843,2843.122475,0,1556.487646,24.01889336,0.097841122,0.553204984,0.196029065,0.11116665,0.071238858
1,0.04,0.17,0.34,0.32,0.47,10456.21396,0.846975651,440929.4125,779846.0687,4162.221169,2843.122475,0,1446.159673,75.18918975,0.08278943,0.344360374,0.183484441,0.099830462,0.072396133
1.7,0.64,0.18,0.23,0.43,0.29,7304.467841,0.909421426,440929.4125,1651125.103,3833.87915,2843.122475,0,2989.197719,59.61531982,0.083613387,0.368706186,0.195848292,0.094321441,0.042809976
1.57,0.54,0.11,0.41,0.29,0.51,7798.638522,0.846686449,440929.4125,1320791.005,5174.276353,2843.122475,0,2861.473043,60.17301469,0.07062536,0.366552672,0.194817854,0.069592371,0.057959779
0.63,0.15,0.4,0.34,0.27,0.37,5475.34264,0.853602996,440929.4125,398633.1414,3482.281843,2843.122475,0,598.3957739,46.16365239,0.032747492,0.419231015,0.193179961,0.139392739,0.099620429
1.42,0.57,0.36,0.28,0.28,0.19,5642.058754,0.934523679,440929.4125,983970.143,4234.131141,2843.122475,0,1880.692677,50.06526217,0.097764551,0.39150152,0.19651151,0.094399997,0.064615687
1.61,0.71,0.44,0.03,0.27,0.2,3689.037743,0.932591615,440929.4125,717763.3886,4675.094067,2843.122475,0,880.9946833,38.4307626,0.13507243,0.583904932,0.20056223,0.190101405,0.070054301
1.64,0.43,0.03,0.48,0.24,0.1,16840.05822,0.962564129,440929.4125,1461264.033,6703.719669,2843.122475,0,3220.219971,106.6466907,0.080565023,0.375276922,0.203986034,0.052447554,0.059311532
1.3,0.91,0.43,0.32,0.25,0.36,4439.606445,0.814434343,440929.4125,806493.1897,4811.108732,2843.122475,0,1432.568399,38.46314019,0.146983239,0.764847473,0.184632719,0.103350612,0.077148153
1.06,0.94,0.18,0.14,0.35,0.61,6989.26673,0.732852626,440929.4125,640404.1003,3482.281843,2843.122475,0,747.5450572,54.76707029,0.171637854,0.783440753,0.178490464,0.16274361,0.080800033
0.77,0.86,0.25,0.08,0.36,0.12,7839.885121,0.941916559,440929.4125,423413.8202,4905.808746,2843.122475,0,424.5160943,65.67727898,0.191126495,0.79973077,0.19677849,0.194608851,0.089800943
0.94,0.08,0.49,0.45,0.4,0.68,2686.202181,0.812915424,440929.4125,952893.8663,3482.281843,2843.122475,0,1880.826842,21.76916451,0.041608145,0.314290078,0.190937396,0.091439471,0.066674771
0.59,0.88,0.04,0.18,0.43,0.31,11591.98837,0.855501037,440929.4125,401581.5071,6703.719669,2843.122475,0,405.9744501,85.90906629,0.192834064,0.838778699,0.203185878,0.178285454,0.092501916
1.36,0.99,0.11,0.49,0.39,0.23,12609.17814,0.827455727,440929.4125,1433763.946,5981.572017,2843.122475,0,3014.551499,88.42353622,0.16129647,0.701966473,0.179985063,0.070262567,0.054909729
1.28,0.81,0.35,0.34,0.38,0.4,3745.798875,0.892834836,440929.4125,1191362.034,3869.644661,2843.122475,0,2193.745421,36.18307726,0.103499605,0.563135886,0.193813539,0.095389156,0.059194577
1.71,0.45,0.32,0.49,0.25,0.15,7252.58051,0.954792127,440929.4125,1562284.577,4109.071083,2843.122475,0,3512.249944,59.0133754,0.071334151,0.320457942,0.194859274,0.053604534,0.059282708
0.52,0.25,0.28,0.42,0.48,0.66,5717.74872,0.78356749,440929.4125,536185.0631,3482.281843,2843.122475,0,795.1012781,42.37395535,0.019289348,0.404364702,0.191375594,0.137926995,0.087791611
1.4,0.61,0.05,0.42,0.21,0.3,10311.42171,0.887658362,440929.4125,1042505.307,6703.719669,2843.122475,0,2123.589412,75.56841999,0.112065079,0.463275779,0.198905051,0.073611155,0.075344071
1.18,0.36,0.46,0.4,0.26,0.24,5260.754081,0.916165424,440929.4125,900010.4743,3482.281843,2843.122475,0,1851.243998,44.45057876,0.054725712,0.347379312,0.196940189,0.085058054,0.072562623
0.88,0.66,0.37,0.04,0.42,0.23,4604.959704,0.918758521,440929.4125,596681.9891,4300.926321,2843.122475,0,680.0880802,44.56213753,0.132254458,0.589212176,0.199199152,0.194121529,0.077057041
0.86,0.07,0.07,0.36,0.42,0.66,14134.7301,0.806100949,440929.4125,812760.046,3482.281843,2843.122475,0,1434.247156,90.49495732,0.047920551,0.36577747,0.185267193,0.105664738,0.065971638
1.1,0.52,0.04,0.43,0.27,0.3,12430.04499,0.883983795,440929.4125,887759.6375,6703.719669,2843.122475,0,1794.161574,85.70887538,0.096529786,0.437892104,0.201461547,0.082540563,0.073084807
0.91,0.22,0.38,0.25,0.42,0.38,4988.291814,0.8695966,440929.4125,784874.8005,3482.281843,2843.122475,0,1245.656599,43.19636802,0.024454642,0.344575557,0.19249561,0.124291895,0.069158284
1.22,0.09,0.44,0.25,0.31,0.64,3401.711067,0.81576127,440929.4125,873805.8962,3482.281843,2843.122475,0,1449.74808,28.2382039,0.039944237,0.330318287,0.189809711,0.112313703,0.067813857
0.57,0.24,0.33,0.45,0.47,0.4,5798.328503,0.858184054,440929.4125,588136.7608,3482.281843,2843.122475,0,987.6649907,48.35200854,0.0246147,0.37665224,0.1919624,0.121629438,0.083575565
0.93,0.18,0.35,0,0.45,0.28,6185.377143,0.886759163,440929.4125,687775.0294,3482.281843,2843.122475,0,839.8923349,52.69009494,0.030955922,0.469302826,0.194552406,0.188703365,0.068272999
1.27,0.1,0.38,0.42,0.22,0.7,4231.15649,0.802623233,440929.4125,955151.849,3482.281843,2843.122475,0,1903.928138,32.67307695,0.03434432,0.339175067,0.188172688,0.082173084,0.077484907
0.96,0.59,0.39,0.21,0.2,0.55,3597.667797,0.819528187,440929.4125,409358.4385,3482.281843,2843.122475,0,558.9576025,30.42637182,0.108052568,0.580266301,0.197278899,0.153121689,0.101367846
1.69,0.25,0.27,0.49,0.28,0.14,8995.781899,0.941887396,440929.4125,1623181.218,4785.681037,2843.122475,0,3625.791411,68.33046578,0.063871471,0.290253975,0.178754914,0.048396447,0.05558707
1.21,0.2,0.09,0.38,0.49,0.47,12272.95133,0.848878552,440929.4125,1394358.914,6044.386651,2843.122475,0,2731.058482,83.01206678,0.025031441,0.307815112,0.190536668,0.075763743,0.048784327
1.02,0.35,0.36,0.15,0.47,0,8241.934853,0.9991008,440929.4125,940842.5775,4905.808746,2843.122475,0,1411.463638,65.10052243,0.068966974,0.343765907,0.198832634,0.143804251,0.057640736
1.49,0.31,0.09,0.19,0.49,0.08,15859.74364,0.96536866,440929.4125,1573755.072,6703.719669,2843.122475,0,2733.235252,101.4654641,0.046036811,0.308707778,0.203552017,0.099781677,0.04016994
1.07,0.17,0.07,0.35,0.41,0.51,14372.30534,0.834627452,440929.4125,1011365.466,3482.281843,2843.122475,0,1903.324494,92.89246387,0.028937065,0.340395045,0.190894157,0.090480566,0.059235122
1.15,0.3,0.45,0.36,0.46,0.21,5165.703551,0.932115282,440929.4125,1242728.423,3609.610673,2843.122475,0,2398.496914,45.17259641,0.038337666,0.287559375,0.195993847,0.082789586,0.054663644
1.16,0.05,0.3,0.28,0.45,0.49,5807.729939,0.85571004,440929.4125,1170526.88,4162.221169,2843.122475,0,2047.146208,49.63521753,0.073944256,0.292858851,0.184199347,0.099053021,0.055196304
1.24,0.15,0.41,0.13,0.47,0.18,5882.892868,0.931998629,440929.4125,1189582.763,3788.730789,2843.122475,0,1761.432399,51.70605283,0.035294216,0.308774943,0.194308293,0.134531482,0.051451589
1.46,0.58,0.12,0.29,0.46,0.44,7508.853486,0.867219796,440929.4125,1550201.668,4872.124698,2843.122475,0,2892.983253,59.46760547,0.073958103,0.361023533,0.197464355,0.089643376,0.04519674
1.44,0.76,0.43,0.16,0.44,0.48,2837.889548,0.873980806,440929.4125,1306111.567,3482.281843,2843.122475,0,2029.82996,26.67189724,0.090432926,0.515597063,0.196915185,0.132826955,0.051323595
0.53,0.85,0.08,0.4,0.29,0.07,12782.21344,0.965786666,440929.4125,350369.044,7173.457822,2843.122475,0,490.7356818,91.6044698,0.194034021,0.872401875,0.200636492,0.145186865,0.107070451
1.26,0.7,0.04,0.3,0.39,0.34,9491.41111,0.887126133,440929.4125,1139834.199,6703.719669,2843.122475,0,2036.147221,71.51642683,0.104919483,0.481279985,0.204210341,0.095803877,0.05714972
0.52,0.44,0.15,0.03,0.36,0.21,10777.09888,0.902050418,440929.4125,234847.9935,4542.746443,2843.122475,0,194.4142015,78.10197078,0.111792122,0.604171758,0.198801233,0.204354144,0.103840095
0.9,0.38,0.29,0.2,0.22,0.58,5840.833378,0.799913482,440929.4125,400795.6543,3482.281843,2843.122475,0,519.9430667,43.96014622,0.050156157,0.479383465,0.193949325,0.159065509,0.097635708
1.42,0.41,0.48,0.18,0.37,0.65,3709.691258,0.811994352,440929.4125,1145380.24,3482.281843,2843.122475,0,1784.336609,24.08373873,0.032618295,0.348355552,0.197899712,0.124287339,0.056627372
0.83,0.43,0.47,0.02,0.23,0.28,4580.978336,0.879147559,440929.4125,248583.0546,3482.281843,2843.122475,0,201.2121693,39.41186975,0.096179234,0.607158442,0.202145504,0.20581484,0.104581373
1.15,0.54,0.43,0.13,0.44,0.01,5832.779069,0.995484559,440929.4125,1009099.785,4905.808746,2843.122475,0,1441.248392,52.29473647,0.103832988,0.398819419,0.200218305,0.148557854,0.057575677
0.87,0.49,0.34,0.1,0.25,0.52,4747.236122,0.821870967,440929.4125,329922.1562,3482.281843,2843.122475,0,316.6244526,38.6604714,0.086793313,0.591981722,0.196980339,0.193793193,0.099575139
1.32,0.27,0.28,0.46,0.5,0.64,5547.754959,0.819365359,440929.4125,1681954.561,3482.281843,2843.122475,0,3469.235285,41.51073557,0.017832788,0.26462759,0.189098929,0.066565378,0.047032307
0.85,0.77,0.26,0.39,0.38,0.2,6262.470573,0.935447182,440929.4125,762671.7932,4905.808746,2843.122475,0,1347.697683,54.96761215,0.13036877,0.581023056,0.196598197,0.110913095,0.07622985
1.6,0.74,0.21,0.11,0.43,0.54,4520.437178,0.850630776,440929.4125,1385699.598,3482.281843,2843.122475,0,2110.654098,41.18685632,0.08807378,0.520754716,0.19356398,0.147123837,0.048000935
0.65,0.67,0.29,0.05,0.41,0.52,3978.120319,0.823545423,440929.4125,390105.5141,3482.281843,2843.122475,0,359.0308433,37.00728318,0.130546532,0.707611481,0.195944255,0.205940364,0.094065644
1.77,0.89,0.49,0.09,0.3,0.35,3129.689288,0.883461287,440929.4125,1016436.228,4648.724522,2843.122475,0,1404.994661,29.93746216,0.132848143,0.689891752,0.197145144,0.157087376,0.060193243
1.12,0.87,0.39,0.33,0.39,0.43,3834.423094,0.872537226,440929.4125,999423.4762,4063.78755,2843.122475,0,1761.103979,34.51469042,0.119672648,0.678352649,0.194469961,0.107911212,0.065185326
0.71,0.77,0.5,0.18,0.49,0.49,2358.721284,0.857090433,440929.4125,623788.619,3482.281843,2843.122475,0,747.8088462,21.93374421,0.120942204,0.66981918,0.201152212,0.174169131,0.079330719
1.47,0.97,0.27,0.1,0.23,0.15,8894.723382,0.884618095,440929.4125,573514.4353,4905.808746,2843.122475,0,683.166583,71.69640135,0.206192358,0.82011644,0.185949432,0.159628292,0.082499729
1.79,0.72,0.1,0.32,0.34,0.5,6754.883867,0.86048795,440929.4125,1536397.283,5680.637665,2843.122475,0,3072.942751,55.52760442,0.086447932,0.438166841,0.196189733,0.076449853,0.049395094
1.51,0.21,0.05,0.01,0.24,0.04,18960.33815,0.972474768,440929.4125,580843.991,7150.9663,2843.122475,0,704.5572431,117.1984375,0.050599859,0.495086824,0.20086848,0.156752239,0.069278016
1.04,0.12,0.45,0.26,0.47,0.53,3672.525114,0.841040933,440929.4125,1061388.826,3482.281843,2843.122475,0,1730.05784,31.47594916,0.032786035,0.309028023,0.191442368,0.119665954,0.055991253
1.39,0.94,0.14,0.37,0.41,0.32,10091.26253,0.788673486,440929.4125,1373141.009,4905.808746,2843.122475,0,2586.668251,73.92312457,0.133062068,0.687672618,0.177922784,0.084076817,0.05456584
1.13,0.78,0.09,0.11,0.28,0.27,8879.129945,0.892079023,440929.4125,544945.7934,6703.719669,2843.122475,0,666.6571697,69.63487618,0.146618929,0.662882908,0.199321682,0.16573656,0.081363164
1.78,0.56,0,0.5,0.28,0.32,12637.37199,0.891114206,440929.4125,1727649.503,6703.719669,2843.122475,0,3878.807104,86.57399918,0.092621888,0.393018611,0.206739962,0.049537541,0.052148215
0.95,0.32,0.22,0.12,0.33,0.27,9677.089231,0.894336743,440929.4125,565829.9446,3482.281843,2843.122475,0,708.5300663,70.71614657,0.046968658,0.422045773,0.195517102,0.167795967,0.077505474
1.37,0.69,0.24,0.48,0.3,0.58,4336.810347,0.843935384,440929.4125,1286729.461,3482.281843,2843.122475,0,2723.061786,38.36000723,0.087106175,0.439374016,0.191306431,0.0722929,0.064635618
0.84,0.6,0.24,0.43,0.31,0.03,9003.31892,0.990215735,440929.4125,686384.2491,4905.808746,2843.122475,0,1333.475579,69.77430729,0.131440148,0.458484046,0.199770623,0.100934216,0.081615714
1.34,0.41,0.02,0.39,0.31,0.08,17606.63038,0.967193792,440929.4125,1138339.203,6703.719669,2843.122475,0,2393.866837,110.4960865,0.079321198,0.38687773,0.206432595,0.069700533,0.056708993
0.61,0.48,0.34,0.45,0.34,0.25,6117.392016,0.899104932,440929.4125,506410.0291,3498.26907,2843.122475,0,862.0294913,51.73007494,0.099260372,0.457320185,0.197667752,0.125503244,0.092572934
0.73,0.37,0.12,0.45,0.36,0.25,13303.6534,0.899770826,440929.4125,654654.6179,5739.740982,2843.122475,0,1224.509135,88.98084311,0.061873312,0.39861617,0.197616573,0.106233284,0.078972938
0.74,0.51,0.31,0.11,0.37,0.01,8400.934991,0.996826068,440929.4125,458512.7542,4905.808746,2843.122475,0,534.5432627,66.87258477,0.125238897,0.501028232,0.201078816,0.180165165,0.084426778
1.77,0.82,0.19,0.39,0.26,0.33,6774.917013,0.901452572,440929.4125,1393650.428,4393.347809,2843.122475,0,3021.85945,56.442916,0.109485731,0.558703786,0.192648353,0.067199076,0.059864821
0.56,0.17,0.34,0.01,0.21,0.35,6756.229128,0.829130182,440929.4125,117125.6734,3482.281843,2843.122475,0,71.71248389,54.52936939,0.031551706,0.629589191,0.193150894,0.21253166,0.118505235
0.98,0.65,0.42,0.08,0.33,0.67,2699.953957,0.804321991,440929.4125,537133.1178,3482.281843,2843.122475,0,577.933773,21.34884747,0.094400565,0.649636477,0.198990572,0.191875795,0.084087902
1.59,0.83,0.32,0.14,0.44,0.02,10779.85822,0.988742992,440929.4125,1452268.357,4905.808746,2843.122475,0,2302.332149,78.98261334,0.119606755,0.5531006,0.197044024,0.125102272,0.046491876
1.56,0.84,0.26,0.29,0.35,0.4,5400.20134,0.890319508,440929.4125,1276526.626,4099.89472,2843.122475,0,2416.784739,47.25913386,0.105534105,0.589980272,0.192667915,0.09217187,0.055494215
1.53,0.98,0.48,0.47,0.35,0.59,4347.456729,0.746544764,440929.4125,1480231.328,3841.343157,2843.122475,0,3044.01536,29.23038542,0.136358377,0.716683432,0.178165183,0.072134951,0.056713971
0.54,0.45,0.13,0.06,0.41,0.56,8416.168529,0.792615383,440929.4125,312652.3055,4444.602813,2843.122475,0,257.5239441,61.69814362,0.075308439,0.625273938,0.193944776,0.205632634,0.099237127
0.93,0.78,0.03,0.05,0.41,0.49,7961.482492,0.819807668,440929.4125,617640.9735,10842.78053,2843.122475,0,691.1976969,65.09635214,0.154816256,0.697995111,0.20196332,0.184928204,0.075471529
1.02,0.7,0.02,0.48,0.29,0.44,9159.903982,0.857792781,440929.4125,896527.0772,6703.719669,2843.122475,0,1768.396433,69.79285486,0.119321253,0.547696318,0.199273357,0.085206849,0.07590858
1.03,0.29,0.09,0.24,0.49,0.05,16036.25355,0.978876098,440929.4125,1082139.72,6703.719669,2843.122475,0,1787.968947,102.5125541,0.051419847,0.335347361,0.203370295,0.106315795,0.054169779
0.88,0.37,0.36,0.42,0.36,0.12,7353.213137,0.957659845,440929.4125,782843.3893,4160.53731,2843.122475,0,1556.299125,59.38270019,0.066246972,0.35525075,0.196918108,0.097279132,0.071637988
