date,AT,BE,BG,CZ,DK,DE,EE,IE,ES,FR,HR,IT,LV,LT,LU,HU,NL,PL,PT,RO,SI,SK,FI,SE,NO,CH,UK,EL
2019-01-01 00:00:00,-2.508,5.348,-2.0180000000000002,0.32,7.332999999999999,4.75,-0.48,8.147,4.533,3.812,-0.963,2.611,-1.339,-1.992,2.609,-3.1860000000000004,7.196000000000001,0.43799999999999994,5.175,0.0024,-1.2229999999999999,-4.938,-3.548,-0.617,-7.011,-3.355,6.81,4.147
2019-01-01 01:00:00,-2.4459999999999997,5.337999999999999,-2.052,0.503,7.468999999999999,4.717,0.057,7.997999999999999,4.297,3.7289999999999996,-1.177,2.4419999999999997,-0.843,-1.569,2.707,-3.111,7.278,0.665,4.729,-4.093,-1.33,-4.827,-3.293,-0.772,-7.0329999999999995,-3.5189999999999997,6.655,4.056
2019-01-01 02:00:00,-2.367,5.341,-2.069,0.72,7.364,4.68,0.47600000000000003,7.8660000000000005,4.1160000000000005,3.6430000000000002,-1.297,2.279,-0.359,-1.0859999999999999,2.819,-2.886,7.364,0.8740000000000001,4.345,-4.2219999999999995,-1.194,-4.738,-3.1310000000000002,-1.091,-6.995,-3.5789999999999997,6.417000000000001,3.955
2019-01-01 03:00:00,-2.338,5.355,-2.144,0.9690000000000001,6.997000000000001,4.619,0.73,7.72,3.9389999999999996,3.55,-1.256,2.123,-0.073,-0.631,2.9160000000000004,-2.708,7.415,1.034,4.052,-4.404,-1.03,-5.171,-3.077,-1.379,-6.903,-3.469,6.207000000000001,3.864
2019-01-01 04:00:00,-2.396,5.391,-2.295,1.268,6.585,4.566,0.91,7.728,3.766,3.466,-1.187,2.023,0.2,-0.22399999999999998,2.998,-2.656,7.502999999999999,1.22,3.7760000000000002,-4.612,-0.9640000000000001,-5.801,-3.102,-1.608,-6.795,-3.17,6.011,3.795
2019-01-01 05:00:00,-2.521,5.377000000000001,-2.396,1.501,6.21,4.532,1.01,7.784,3.603,3.407,-1.193,1.97,0.43799999999999994,0.19,3.17,-2.805,7.598,1.444,3.528,-4.78,-1.203,-6.121,-3.167,-1.817,-6.721,-2.819,5.794,3.733
2019-01-01 06:00:00,-2.5789999999999997,5.394,-1.765,1.736,5.956,4.534,1.092,7.8229999999999995,3.492,3.325,-1.34,2.0140000000000002,0.596,0.467,3.207,-3.0469999999999997,7.749,1.766,3.364,-4.521,-1.6880000000000002,-6.03,-3.261,-2.012,-6.6979999999999995,-2.407,5.569,3.888
2019-01-01 07:00:00,-2.156,5.4670000000000005,-0.32799999999999996,2.066,5.906000000000001,4.558,1.161,7.817,3.49,3.301,-0.5,3.0,0.821,0.653,3.014,-1.777,7.821000000000001,2.23,3.267,-3.092,-1.263,-4.706,-3.3960000000000004,-2.154,-6.686,-2.088,5.355,4.407
2019-01-01 08:00:00,-0.792,5.6770000000000005,1.104,2.6319999999999997,5.847,4.724,1.264,7.794,5.096,4.032,1.099,4.803999999999999,1.023,0.883,3.472,-0.17800000000000002,7.814,2.833,4.409,-1.324,0.648,-2.7910000000000004,-3.47,-2.184,-6.6979999999999995,-1.35,5.182,5.037
2019-01-01 09:00:00,0.498,5.995,2.287,3.327,5.877000000000001,4.985,1.3869999999999998,7.904,8.014,5.051,2.949,6.23,1.234,1.126,4.035,1.6869999999999998,7.941,3.4360000000000004,7.399,0.044000000000000004,2.39,-1.37,-3.5180000000000002,-2.136,-6.718999999999999,-0.40399999999999997,5.501,5.645
2019-01-01 10:00:00,1.365,6.29,3.111,3.8989999999999996,5.882000000000001,5.256,1.474,8.209,10.064,5.952999999999999,4.545,7.343999999999999,1.3840000000000001,1.318,4.408,3.179,8.231,3.886,9.538,0.975,3.58,-0.43,-3.467,-2.0580000000000003,-6.718999999999999,0.88,6.042000000000001,6.12
2019-01-01 11:00:00,1.845,6.575,3.497,4.228,5.7010000000000005,5.484,1.4809999999999999,8.467,12.082,6.671,5.4239999999999995,8.044,1.469,1.421,4.625,3.676,8.493,4.1530000000000005,11.856,1.42,4.002,0.293,-3.429,-2.02,-6.747999999999999,1.703,6.48,6.41
2019-01-01 12:00:00,1.959,6.86,3.34,4.295,5.419,5.539,1.47,8.647,13.677,7.082000000000001,5.6579999999999995,8.327,1.469,1.4669999999999999,4.559,3.707,8.548,4.239,13.827,1.296,3.8939999999999997,0.758,-3.484,-2.093,-6.806,1.858,6.6979999999999995,6.462000000000001
2019-01-01 13:00:00,1.6540000000000001,7.087000000000001,2.4019999999999997,4.122,5.0969999999999995,5.317,1.454,8.731,14.231,7.159,5.229,8.185,1.382,1.419,4.466,3.147,8.274,4.075,14.831,0.26,3.2119999999999997,0.805,-3.533,-2.2569999999999997,-6.897,1.479,6.607,6.2010000000000005
2019-01-01 14:00:00,0.72,7.077999999999999,-0.106,3.766,4.765,4.817,1.435,8.641,13.985,6.766,3.569,7.192,1.305,1.338,4.446000000000001,1.629,7.586,3.707,15.102,-1.956,1.217,0.47600000000000003,-3.528,-2.465,-7.039,0.21600000000000003,6.023,5.255
2019-01-01 15:00:00,-0.43700000000000006,6.421,-1.5190000000000001,3.423,4.543,4.252,1.396,8.193,12.433,5.5,2.024,5.025,1.248,1.33,4.507,0.8,6.605,3.425,14.652000000000001,-3.0839999999999996,-0.9840000000000001,0.39799999999999996,-3.6210000000000004,-2.6489999999999996,-7.2379999999999995,-1.869,4.7219999999999995,4.211
2019-01-01 16:00:00,-0.903,5.696000000000001,-1.9040000000000001,3.135,4.578,3.8819999999999997,1.327,7.672000000000001,9.327,4.262,1.307,3.758,1.216,1.3559999999999999,4.637,0.706,6.0920000000000005,3.159,12.742,-3.425,-1.393,0.52,-3.853,-2.864,-7.502000000000001,-3.2230000000000003,3.762,3.947
2019-01-01 17:00:00,-1.15,5.079,-2.262,2.8280000000000003,4.8839999999999995,3.577,1.262,7.472,7.439,3.984,0.672,3.179,1.183,1.348,4.621,0.561,5.817,2.86,10.796,-3.647,-1.3969999999999998,0.614,-4.166,-3.136,-7.766,-3.8760000000000003,3.264,3.74
2019-01-01 18:00:00,-1.4509999999999998,4.652,-2.6710000000000003,2.5269999999999997,5.252000000000001,3.2739999999999996,1.225,7.235,6.5,3.801,0.22399999999999998,2.74,1.151,1.3,4.213,0.452,5.607,2.5639999999999996,9.741,-3.772,-1.186,0.542,-4.496,-3.492,-7.989,-4.225,2.784,3.492
2019-01-01 19:00:00,-1.631,4.412,-3.0989999999999998,2.239,5.454,2.988,1.193,6.947,5.737,3.636,0.05,2.3409999999999997,1.075,1.226,3.572,0.40700000000000003,5.401,2.272,8.798,-3.8360000000000003,-0.993,0.541,-4.792,-3.9410000000000003,-8.131,-4.3839999999999995,2.3369999999999997,3.217
2019-01-01 20:00:00,-1.7109999999999999,4.071000000000001,-3.469,1.979,5.374,2.77,1.113,6.652,5.04,3.4760000000000004,0.063,2.0340000000000003,1.032,1.105,2.9410000000000003,0.34700000000000003,5.178,2.011,8.032,-3.88,-0.909,0.43700000000000006,-5.072,-4.4319999999999995,-8.193999999999999,-4.488,1.935,2.951
2019-01-01 21:00:00,-1.7069999999999999,3.78,-3.7560000000000002,1.6,5.034,2.5839999999999996,0.934,6.34,4.317,3.361,0.154,1.865,0.997,0.965,2.346,0.299,4.9239999999999995,1.744,7.446000000000001,-3.906,-0.93,0.212,-5.369,-4.907,-8.236,-4.4910000000000005,1.692,2.627
2019-01-01 22:00:00,-1.663,3.467,-4.015,1.023,4.613,2.4130000000000003,0.6940000000000001,5.975,3.7030000000000003,3.234,0.264,1.7309999999999999,0.987,0.8290000000000001,1.653,0.242,4.87,1.505,6.947,-3.9560000000000004,-0.905,0.028999999999999998,-5.683,-5.329,-8.302,-4.511,1.516,2.3040000000000003
2019-01-01 23:00:00,-1.575,2.9760000000000004,-4.262,0.414,4.25,2.233,0.545,5.697,3.1910000000000003,3.0989999999999998,0.419,1.642,0.848,0.7390000000000001,1.0270000000000001,0.09,4.8660000000000005,1.3419999999999999,6.484,-4.018,-0.867,-0.11800000000000001,-6.019,-5.669,-8.407,-4.556,1.341,2.032
2019-01-02 00:00:00,-1.651,2.276,-4.51,-0.079,3.9219999999999997,1.994,0.46799999999999997,5.517,2.7230000000000003,2.93,0.446,1.6,0.594,0.6629999999999999,0.76,0.039,4.828,1.239,6.019,-3.986,-0.9420000000000001,-0.326,-6.399,-6.02,-8.575,-4.468999999999999,1.177,1.8119999999999998
2019-01-02 01:00:00,-1.98,1.796,-4.718,-0.36200000000000004,3.6180000000000003,1.732,0.408,5.3389999999999995,2.33,2.7439999999999998,0.39299999999999996,1.546,0.304,0.469,0.319,0.126,4.8469999999999995,1.176,5.547000000000001,-3.924,-1.147,-0.589,-6.7989999999999995,-6.3420000000000005,-8.74,-4.236000000000001,1.033,1.599
2019-01-02 02:00:00,-2.492,1.5290000000000001,-4.828,-0.342,3.321,1.4669999999999999,0.314,5.129,1.943,2.588,0.37200000000000005,1.432,0.14,0.257,-0.706,0.565,4.831,1.111,5.121,-3.8510000000000004,-1.554,-1.047,-7.202000000000001,-6.644,-8.838,-4.12,0.919,1.413
2019-01-02 03:00:00,-2.97,1.3519999999999999,-4.875,-0.163,3.1239999999999997,1.228,0.094,4.913,1.651,2.414,0.379,1.349,-0.013999999999999999,0.0,-1.429,0.69,4.748,1.015,4.6819999999999995,-3.781,-1.766,-1.432,-7.587999999999999,-6.869,-8.86,-4.263999999999999,0.7709999999999999,1.278
2019-01-02 04:00:00,-3.295,1.318,-4.87,0.036000000000000004,2.9819999999999998,1.054,-0.138,4.735,1.464,2.222,0.42700000000000005,1.285,-0.226,-0.304,-1.754,0.505,4.5760000000000005,0.879,4.225,-3.694,-1.8019999999999998,-1.6669999999999998,-7.977,-7.019,-8.888,-4.678999999999999,0.589,1.237
2019-01-02 05:00:00,-3.4619999999999997,1.4469999999999998,-4.82,0.086,2.8089999999999997,0.888,-0.35200000000000004,4.638999999999999,1.295,1.984,0.341,1.2309999999999999,-0.445,-0.588,-1.9140000000000001,0.249,4.455,0.6920000000000001,3.8480000000000003,-3.615,-1.903,-1.8519999999999999,-8.386000000000001,-7.169,-8.936,-5.165,0.435,1.2109999999999999
2019-01-02 06:00:00,-3.55,1.538,-3.4739999999999998,-0.05,2.616,0.722,-0.6709999999999999,4.628,1.135,1.666,0.183,1.187,-0.6920000000000001,-0.825,-2.0069999999999997,0.203,4.197,0.455,3.6460000000000004,-3.2889999999999997,-2.35,-1.7169999999999999,-8.816,-7.284,-9.013,-5.524,0.307,2.1430000000000002
2019-01-02 07:00:00,-3.305,1.449,-0.985,-0.184,2.3680000000000003,0.585,-0.948,4.656000000000001,1.0859999999999999,1.359,1.39,2.137,-0.924,-1.082,-1.9480000000000002,0.991,3.8939999999999997,0.312,3.409,-2.0540000000000003,-1.179,-1.0190000000000001,-9.258,-7.346,-9.062000000000001,-5.617999999999999,0.23399999999999999,4.096
2019-01-02 08:00:00,-2.555,2.1630000000000003,1.306,0.09300000000000001,2.306,0.938,-1.057,4.705,2.761,1.9869999999999999,2.988,3.907,-0.965,-1.0759999999999998,-0.9620000000000001,2.1590000000000003,4.2139999999999995,0.44799999999999995,4.298,-0.58,1.17,-0.061,-9.67,-7.318,-9.074,-4.946000000000001,0.262,5.695
2019-01-02 09:00:00,-1.9580000000000002,3.502,2.891,0.341,2.7319999999999998,1.6469999999999998,-1.113,5.063,5.307,3.0780000000000003,4.175,5.574,-0.885,-0.943,0.447,3.187,5.223,0.654,6.784,0.61,2.681,0.536,-10.043,-7.087999999999999,-9.038,-4.285,1.013,7.011
2019-01-02 10:00:00,-1.754,4.762,3.727,0.381,3.174,2.306,-1.209,5.775,7.55,4.328,4.9319999999999995,6.727,-0.83,-0.81,1.966,3.8,6.149,0.758,8.734,1.2790000000000001,3.636,0.7,-10.407,-6.8020000000000005,-8.94,-3.855,1.986,7.785
2019-01-02 11:00:00,-1.8730000000000002,5.683,4.0169999999999995,0.242,3.48,2.6639999999999997,-1.4140000000000001,6.314,9.689,5.343,5.199,7.39,-0.905,-0.802,3.048,4.074,6.763,0.684,11.0,1.55,3.8939999999999997,0.6890000000000001,-10.776,-6.564,-8.832,-3.681,2.761,8.203
2019-01-02 12:00:00,-2.209,5.966,3.7289999999999996,-0.06,3.512,2.653,-1.706,6.6610000000000005,11.129000000000001,5.7989999999999995,5.127000000000001,7.53,-1.179,-0.968,3.431,3.9619999999999997,6.864,0.429,12.724,1.421,3.516,0.461,-11.171,-6.461,-8.781,-3.679,3.35,8.238
2019-01-02 13:00:00,-2.655,5.79,2.418,-0.479,3.0610000000000004,2.258,-2.105,6.852,11.789000000000001,5.757999999999999,4.629,7.153,-1.59,-1.29,3.3310000000000004,3.3939999999999997,6.542000000000001,-0.011000000000000001,13.587,0.5579999999999999,2.515,-0.105,-11.529000000000002,-6.605,-8.821,-3.888,3.486,7.692
2019-01-02 14:00:00,-3.253,4.934,0.581,-1.068,1.975,1.315,-2.501,6.84,11.668,5.152,3.46,6.075,-1.9280000000000002,-1.63,2.492,2.252,5.457999999999999,-0.584,13.779000000000002,-1.219,1.1,-0.925,-11.865,-6.888999999999999,-8.929,-4.337,3.055,6.2170000000000005
2019-01-02 15:00:00,-3.863,2.9019999999999997,-0.19699999999999998,-1.6480000000000001,1.183,-0.006,-2.806,6.484,10.369000000000002,3.437,1.9780000000000002,4.075,-2.068,-1.849,0.371,1.21,3.5069999999999997,-0.997,13.175999999999998,-2.168,-0.429,-1.526,-12.214,-7.1370000000000005,-8.964,-5.2410000000000005,2.084,5.075
2019-01-02 16:00:00,-4.305,1.869,-0.401,-2.0669999999999997,0.762,-0.733,-3.1630000000000003,6.035,7.063,1.472,1.383,2.927,-2.298,-2.049,-1.069,0.815,2.825,-1.2819999999999998,10.534,-2.5069999999999997,-0.938,-1.834,-12.507,-7.517,-8.934,-5.776,1.571,4.8260000000000005
2019-01-02 17:00:00,-4.607,1.2670000000000001,-0.747,-2.503,0.39399999999999996,-1.3769999999999998,-3.553,6.024,5.004,0.7959999999999999,1.083,2.485,-2.6310000000000002,-2.255,-1.768,0.503,2.414,-1.54,7.688,-2.807,-1.265,-2.178,-12.793,-7.922000000000001,-8.895,-5.928,1.439,4.614
2019-01-02 18:00:00,-4.933,0.634,-1.1079999999999999,-2.891,0.162,-2.035,-3.906,5.994,4.247,0.255,0.895,2.124,-2.7510000000000003,-2.461,-2.267,0.315,2.022,-1.775,6.692,-3.056,-1.577,-2.596,-13.095,-8.203,-8.911,-6.105,1.349,4.459
2019-01-02 19:00:00,-5.365,0.08900000000000001,-1.4069999999999998,-3.2960000000000003,0.06,-2.588,-4.1930000000000005,5.997000000000001,3.588,-0.27399999999999997,0.727,1.801,-2.906,-2.675,-2.5669999999999997,0.111,1.768,-1.983,5.976,-3.2110000000000003,-1.798,-3.008,-13.422,-8.44,-8.958,-6.279,1.285,4.33
2019-01-02 20:00:00,-5.877999999999999,-0.16899999999999998,-1.635,-3.721,-0.003,-2.949,-4.479,5.9879999999999995,2.99,-0.754,0.5920000000000001,1.455,-3.16,-2.9410000000000003,-2.559,-0.124,1.7619999999999998,-2.158,5.3420000000000005,-3.306,-1.9869999999999999,-3.407,-13.808,-8.588,-8.972000000000001,-6.523,1.225,4.188
2019-01-02 21:00:00,-6.412000000000001,-0.156,-1.78,-4.058,-0.132,-3.128,-4.675,5.96,2.459,-1.07,0.461,1.05,-3.417,-3.2239999999999998,-2.386,-0.506,1.9580000000000002,-2.279,4.829,-3.443,-2.16,-3.803,-14.262,-8.716000000000001,-8.881,-6.871,1.117,4.047
2019-01-02 22:00:00,-6.791,-0.044000000000000004,-1.9,-4.287,-0.27,-3.188,-4.82,5.902,1.979,-1.186,0.364,0.643,-3.645,-3.486,-2.28,-1.068,2.175,-2.41,4.338,-3.657,-2.411,-4.218999999999999,-14.757,-8.802,-8.687999999999999,-7.291,0.981,3.841
2019-01-02 23:00:00,-7.068,0.125,-2.0340000000000003,-4.371,-0.33299999999999996,-3.154,-4.954,5.792999999999999,1.5719999999999998,-1.198,0.14400000000000002,0.289,-3.862,-3.73,-1.921,-1.745,2.372,-2.543,3.84,-3.931,-2.82,-4.6,-15.145,-8.857000000000001,-8.443,-7.693,0.8909999999999999,3.654
2019-01-03 00:00:00,-7.3420000000000005,0.316,-2.148,-4.41,-0.324,-3.0810000000000004,-5.077,5.638,1.218,-1.236,-0.26899999999999996,0.049,-4.065,-3.943,-1.6369999999999998,-2.352,2.501,-2.6710000000000003,3.3689999999999998,-4.272,-3.255,-4.9,-15.423,-8.912,-8.175,-7.997999999999999,0.8440000000000001,3.446
2019-01-03 01:00:00,-7.518,0.342,-2.2840000000000003,-4.43,-0.299,-2.998,-5.184,5.575,0.9640000000000001,-1.258,-0.758,-0.159,-4.246,-4.121,-1.652,-2.6839999999999997,2.5180000000000002,-2.7739999999999996,3.0210000000000004,-4.595,-3.611,-5.13,-15.624,-8.982000000000001,-7.843,-8.314,0.795,3.2680000000000002
2019-01-03 02:00:00,-7.567,0.292,-2.353,-4.459,-0.295,-2.907,-5.31,5.57,0.7659999999999999,-1.307,-1.199,-0.308,-4.409,-4.27,-1.7519999999999998,-2.81,2.485,-2.843,2.735,-4.831,-3.8369999999999997,-5.267,-15.817,-8.995,-7.4239999999999995,-8.685,0.731,3.154
2019-01-03 03:00:00,-7.577999999999999,0.32,-2.39,-4.575,-0.315,-2.822,-5.52,5.54,0.5670000000000001,-1.364,-1.589,-0.44299999999999995,-4.57,-4.435,-1.8769999999999998,-2.8080000000000003,2.52,-2.925,2.4930000000000003,-5.0,-4.001,-5.271,-16.079,-8.892999999999999,-7.004,-9.095,0.691,3.1660000000000004
2019-01-03 04:00:00,-7.542000000000001,0.31,-2.439,-4.593,-0.34299999999999997,-2.765,-5.76,5.537000000000001,0.38299999999999995,-1.443,-1.955,-0.525,-4.731,-4.615,-1.9980000000000002,-2.695,2.593,-2.992,2.248,-5.164,-4.343,-5.245,-16.372,-8.664,-6.582000000000001,-9.472999999999999,0.67,3.262
2019-01-03 05:00:00,-7.525,0.271,-2.484,-4.615,-0.371,-2.688,-5.987,5.532,0.182,-1.495,-2.195,-0.6,-4.922,-4.783,-2.016,-2.5869999999999997,2.5980000000000003,-3.011,1.992,-5.348,-4.666,-5.279,-16.664,-8.311,-6.162000000000001,-9.795,0.6629999999999999,3.327
2019-01-03 06:00:00,-7.541,0.282,-2.015,-4.599,-0.396,-2.5610000000000004,-6.185,5.504,0.085,-1.536,-2.2969999999999997,-0.618,-5.125,-4.955,-1.902,-2.485,2.53,-3.0460000000000003,1.756,-4.99,-4.777,-5.402,-16.909000000000002,-7.9479999999999995,-5.807,-10.084,0.6579999999999999,3.66
2019-01-03 07:00:00,-7.307,0.267,-0.865,-4.212,-0.392,-2.384,-6.336,5.465,0.174,-1.492,-1.5230000000000001,0.154,-5.252000000000001,-5.039,-1.777,-1.943,2.555,-2.907,1.537,-3.46,-3.801,-5.103,-17.096,-7.593999999999999,-5.489,-10.15,0.648,4.132
2019-01-03 08:00:00,-6.572,1.018,0.386,-3.2689999999999997,0.184,-1.412,-6.178999999999999,5.399,2.234,-0.518,-0.402,1.785,-5.103,-4.874,-1.062,-0.995,3.279,-2.401,2.4730000000000003,-1.844,-2.182,-4.367,-17.223,-7.039,-5.196000000000001,-8.929,0.741,4.405
2019-01-03 09:00:00,-5.966,2.58,1.301,-2.46,1.331,-0.24,-5.821000000000001,5.723,4.954,0.813,0.32899999999999996,3.029,-4.811,-4.543,-0.057999999999999996,-0.154,4.457,-1.881,4.726,-0.91,-1.197,-3.718,-17.146,-6.136,-4.885,-7.404,1.474,4.5760000000000005
2019-01-03 10:00:00,-5.6579999999999995,3.639,1.7080000000000002,-2.006,2.168,0.759,-5.5360000000000005,6.375,7.216,2.2230000000000003,0.7040000000000001,3.739,-4.588,-4.22,1.297,0.337,5.2139999999999995,-1.5290000000000001,6.992999999999999,-0.565,-0.7020000000000001,-3.3489999999999998,-16.729,-5.22,-4.588,-6.222,2.452,4.641
2019-01-03 11:00:00,-5.513,4.552,1.8230000000000002,-1.751,2.674,1.3459999999999999,-5.434,6.917000000000001,9.221,3.438,0.8320000000000001,4.058,-4.55,-4.081,2.272,0.501,5.803999999999999,-1.391,9.281,-0.565,-0.39399999999999996,-3.2260000000000004,-16.217,-4.523,-4.348,-5.472,3.175,4.628
2019-01-03 12:00:00,-5.506,4.948,1.545,-1.72,2.7319999999999998,1.5219999999999998,-5.577999999999999,7.321000000000001,10.526,4.25,0.85,4.06,-4.74,-4.181,2.7260000000000004,0.382,6.029,-1.492,11.03,-0.846,-0.28300000000000003,-3.319,-15.955,-3.9819999999999998,-4.229,-5.176,3.554,4.412
2019-01-03 13:00:00,-5.599,4.86,0.6509999999999999,-1.925,2.142,1.234,-6.064,7.522,11.083,4.459,0.6509999999999999,3.7230000000000003,-5.1579999999999995,-4.581,2.622,-0.195,5.943,-1.879,12.114,-1.755,-0.5489999999999999,-3.72,-15.677,-3.658,-4.218,-5.276,3.555,4.026
2019-01-03 14:00:00,-5.856,4.208,-0.7859999999999999,-2.43,1.166,0.231,-6.632000000000001,7.434,10.927999999999999,3.9419999999999997,-0.142,2.728,-5.551,-5.117,1.665,-1.5930000000000002,5.327999999999999,-2.61,12.475999999999999,-3.696,-1.525,-4.711,-15.255,-3.3760000000000003,-4.213,-5.936,3.065,3.4410000000000003
2019-01-03 15:00:00,-6.2410000000000005,2.479,-1.216,-2.975,0.75,-0.765,-7.1979999999999995,6.763999999999999,9.603,2.036,-1.534,0.845,-5.836,-5.513,-0.218,-2.615,4.077,-3.093,12.040999999999999,-4.885,-3.02,-5.638999999999999,-14.764000000000001,-2.94,-4.086,-7.462000000000001,2.093,2.822
2019-01-03 16:00:00,-6.433,1.819,-1.347,-3.2910000000000004,0.755,-1.021,-7.797000000000001,5.76,6.857,0.11699999999999999,-1.864,-0.231,-6.149,-5.897,-0.8859999999999999,-3.025,3.636,-3.373,9.753,-5.334,-3.3560000000000003,-5.937,-14.329,-2.597,-3.915,-8.63,1.515,2.521
2019-01-03 17:00:00,-6.48,1.5730000000000002,-1.558,-3.6289999999999996,0.799,-1.229,-8.437999999999999,5.432,5.191,-0.37200000000000005,-1.9869999999999999,-0.6940000000000001,-6.5889999999999995,-6.282,-1.04,-3.3089999999999997,3.31,-3.627,7.459,-5.582000000000001,-3.537,-6.11,-13.917,-2.335,-3.786,-9.187999999999999,1.3,2.281
2019-01-03 18:00:00,-6.5329999999999995,1.2890000000000001,-1.794,-4.01,1.054,-1.4780000000000002,-9.065,5.202000000000001,4.401,-0.773,-1.944,-1.063,-7.127999999999999,-6.627999999999999,-1.054,-3.5180000000000002,3.023,-3.8819999999999997,6.505,-5.8420000000000005,-3.79,-6.29,-13.457,-2.116,-3.6889999999999996,-9.515,1.099,2.037
2019-01-03 19:00:00,-6.582999999999999,0.889,-2.0669999999999997,-4.493,1.505,-1.692,-9.585,4.9830000000000005,3.627,-1.16,-1.913,-1.3659999999999999,-7.689,-7.021,-0.9520000000000001,-3.772,2.62,-4.188,5.697,-6.165,-3.7489999999999997,-6.422000000000001,-12.850999999999999,-1.956,-3.582,-9.577,0.903,1.805
2019-01-03 20:00:00,-6.752000000000001,0.523,-2.353,-4.92,1.92,-1.7530000000000001,-9.934,4.795,2.923,-1.4480000000000002,-2.0380000000000003,-1.575,-8.201,-7.497999999999999,-0.7909999999999999,-3.883,2.2030000000000003,-4.4910000000000005,4.923,-6.586,-3.74,-6.443,-12.29,-1.845,-3.469,-9.505,0.74,1.5419999999999998
2019-01-03 21:00:00,-7.042999999999999,0.348,-2.628,-5.306,2.325,-1.761,-10.166,4.575,2.336,-1.6340000000000001,-2.2640000000000002,-1.6540000000000001,-8.732000000000001,-7.994,-0.728,-3.917,2.198,-4.789,4.239,-7.018,-3.827,-6.507999999999999,-11.735,-1.756,-3.367,-9.448,0.6709999999999999,1.265
2019-01-03 22:00:00,-7.3229999999999995,0.573,-2.8960000000000004,-5.489,2.681,-1.77,-10.07,4.441,1.902,-1.68,-2.535,-1.629,-9.207,-8.476,-0.45899999999999996,-3.98,2.426,-5.035,3.787,-7.3629999999999995,-3.986,-6.625,-11.229000000000001,-1.689,-3.3169999999999997,-9.431000000000001,0.611,1.006
2019-01-03 23:00:00,-7.5329999999999995,0.764,-3.159,-5.437,2.923,-1.808,-9.679,4.398,1.587,-1.633,-2.833,-1.6480000000000001,-9.541,-9.072000000000001,-0.17300000000000001,-4.07,2.454,-5.183,3.523,-7.6610000000000005,-4.173,-6.726,-10.8,-1.6540000000000001,-3.279,-9.454,0.575,0.75
2019-01-04 00:00:00,-7.685,0.976,-3.407,-5.416,3.1060000000000003,-1.778,-9.349,4.309,1.344,-1.5619999999999998,-3.052,-1.6380000000000001,-9.8,-9.794,-0.272,-4.177,2.425,-5.284,3.387,-7.877000000000001,-4.312,-6.947,-10.45,-1.619,-3.26,-9.415,0.634,0.517
2019-01-04 01:00:00,-7.843999999999999,0.985,-3.6489999999999996,-5.528,3.3280000000000003,-1.725,-9.256,4.2330000000000005,1.162,-1.567,-3.197,-1.555,-9.975,-10.47,-0.40299999999999997,-4.3180000000000005,2.428,-5.322,3.263,-8.046,-4.586,-7.417999999999999,-10.222999999999999,-1.5830000000000002,-3.242,-9.366,0.687,0.3
2019-01-04 02:00:00,-7.9879999999999995,0.958,-3.8680000000000003,-5.7010000000000005,3.5239999999999996,-1.6369999999999998,-9.151,4.156000000000001,1.035,-1.626,-3.304,-1.506,-9.954,-10.819,-0.434,-4.44,2.557,-5.303999999999999,3.2239999999999998,-8.228,-4.894,-7.9479999999999995,-10.019,-1.577,-3.182,-9.332,0.7140000000000001,0.10300000000000001
2019-01-04 03:00:00,-8.079,0.909,-4.1,-5.77,3.593,-1.527,-8.827,3.998,0.973,-1.66,-3.364,-1.5759999999999998,-9.797,-10.792,-0.5660000000000001,-4.498,2.6919999999999997,-5.28,3.1489999999999996,-8.466000000000001,-5.292000000000001,-8.404,-9.844,-1.587,-3.122,-9.306000000000001,0.7340000000000001,-0.057
2019-01-04 04:00:00,-8.118,0.88,-4.3260000000000005,-5.815,3.557,-1.38,-8.187999999999999,3.8760000000000003,0.9279999999999999,-1.653,-3.408,-1.758,-9.542,-10.51,-0.583,-4.5760000000000005,2.842,-5.192,3.0989999999999998,-8.647,-5.63,-8.727,-9.639,-1.6019999999999999,-3.049,-9.336,0.7170000000000001,-0.204
2019-01-04 05:00:00,-8.106,0.845,-4.562,-5.848,3.596,-1.205,-7.712000000000001,3.8360000000000003,0.884,-1.7009999999999998,-3.47,-1.883,-9.133,-10.083,-0.662,-4.752,3.033,-5.058,3.073,-8.743,-5.822,-9.005,-9.47,-1.6280000000000001,-2.975,-9.38,0.7140000000000001,-0.309
2019-01-04 06:00:00,-8.158999999999999,0.865,-4.319,-5.729,3.676,-0.97,-7.365,3.853,0.851,-1.7719999999999998,-3.4989999999999997,-1.876,-8.716000000000001,-9.584,-0.789,-4.874,3.217,-4.857,3.134,-8.529,-6.025,-9.217,-9.345,-1.6880000000000002,-2.909,-9.349,0.746,0.267
2019-01-04 07:00:00,-7.735,0.951,-3.287,-5.142,3.758,-0.677,-7.031000000000001,3.8480000000000003,0.885,-1.722,-2.7230000000000003,-1.044,-8.279,-8.837,-0.7959999999999999,-4.0169999999999995,3.293,-4.303,3.133,-7.2410000000000005,-5.032,-8.462,-9.236,-1.7990000000000002,-2.8369999999999997,-9.238,0.7909999999999999,1.416
2019-01-04 08:00:00,-6.64,1.546,-2.246,-3.991,3.925,-0.09300000000000001,-6.5760000000000005,3.823,2.6439999999999997,-0.795,-1.619,0.381,-7.676,-7.74,0.15,-2.508,3.67,-3.3539999999999996,3.918,-5.483,-2.94,-6.737,-9.186,-1.858,-2.783,-7.9879999999999995,0.948,2.117
