NO,PHOT,WTOF,WTON,HROR
2019-01-01 00:00:00,0.0,0.8490000000000001,0.6204,0.407219653576485
2019-01-01 01:00:00,0.0,0.8252,0.601,0.407219653576485
2019-01-01 02:00:00,0.0,0.8057,0.6298,0.407219653576485
2019-01-01 03:00:00,0.0,0.6724,0.6606,0.407219653576485
2019-01-01 04:00:00,0.0,0.5767,0.6896,0.407219653576485
2019-01-01 05:00:00,0.0,0.643,0.728,0.407219653576485
2019-01-01 06:00:00,0.0,0.7494,0.7701,0.407219653576485
2019-01-01 07:00:00,0.0,0.8174,0.8175,0.407219653576485
2019-01-01 08:00:00,0.0,0.8402,0.8483,0.407219653576485
2019-01-01 09:00:00,0.018000000000000002,0.8353,0.8694,0.407219653576485
2019-01-01 10:00:00,0.041,0.8156,0.888,0.407219653576485
2019-01-01 11:00:00,0.043,0.8029999999999999,0.8884,0.407219653576485
2019-01-01 12:00:00,0.025,0.7859,0.8939,0.407219653576485
2019-01-01 13:00:00,0.006999999999999999,0.7619,0.8931,0.407219653576485
2019-01-01 14:00:00,0.0,0.764,0.8772,0.407219653576485
2019-01-01 15:00:00,0.0,0.8559,0.8524,0.407219653576485
2019-01-01 16:00:00,0.0,0.9237,0.8256,0.407219653576485
2019-01-01 17:00:00,0.0,0.9559,0.8001,0.407219653576485
2019-01-01 18:00:00,0.0,0.9738,0.7774,0.407219653576485
2019-01-01 19:00:00,0.0,0.9815,0.769,0.407219653576485
2019-01-01 20:00:00,0.0,0.9863,0.7578,0.407219653576485
2019-01-01 21:00:00,0.0,0.99,0.7337,0.407219653576485
2019-01-01 22:00:00,0.0,0.9914,0.6908,0.407219653576485
2019-01-01 23:00:00,0.0,0.9892,0.6412,0.407219653576485
2019-01-02 00:00:00,0.0,0.9859,0.6038,0.40275886677183503
2019-01-02 01:00:00,0.0,0.9831,0.5765,0.40275886677183503
2019-01-02 02:00:00,0.0,0.9772,0.5496,0.40275886677183503
2019-01-02 03:00:00,0.0,0.959,0.4934,0.40275886677183503
2019-01-02 04:00:00,0.0,0.9288,0.4374,0.40275886677183503
2019-01-02 05:00:00,0.0,0.9003,0.4011,0.40275886677183503
2019-01-02 06:00:00,0.0,0.8722,0.3732,0.40275886677183503
2019-01-02 07:00:00,0.0,0.8591,0.3629,0.40275886677183503
2019-01-02 08:00:00,0.002,0.8524,0.3616,0.40275886677183503
2019-01-02 09:00:00,0.038,0.8454,0.3666,0.40275886677183503
2019-01-02 10:00:00,0.075,0.8322,0.3826,0.40275886677183503
2019-01-02 11:00:00,0.08199999999999999,0.8189,0.406,0.40275886677183503
2019-01-02 12:00:00,0.059,0.8114,0.4131,0.40275886677183503
2019-01-02 13:00:00,0.015,0.8063,0.4067,0.40275886677183503
2019-01-02 14:00:00,0.0,0.7931,0.39,0.40275886677183503
2019-01-02 15:00:00,0.0,0.7653,0.3498,0.40275886677183503
2019-01-02 16:00:00,0.0,0.7347,0.3117,0.40275886677183503
2019-01-02 17:00:00,0.0,0.7120000000000001,0.2796,0.40275886677183503
2019-01-02 18:00:00,0.0,0.6679999999999999,0.2535,0.40275886677183503
2019-01-02 19:00:00,0.0,0.6189,0.2425,0.40275886677183503
2019-01-02 20:00:00,0.0,0.5881,0.2369,0.40275886677183503
2019-01-02 21:00:00,0.0,0.6148,0.2476,0.40275886677183503
2019-01-02 22:00:00,0.0,0.6459,0.2565,0.40275886677183503
2019-01-02 23:00:00,0.0,0.6257,0.269,0.40275886677183503
2019-01-03 00:00:00,0.0,0.5766,0.2773,0.35019742796834996
2019-01-03 01:00:00,0.0,0.5046,0.2889,0.35019742796834996
2019-01-03 02:00:00,0.0,0.4421,0.3034,0.35019742796834996
2019-01-03 03:00:00,0.0,0.4068,0.3405,0.35019742796834996
2019-01-03 04:00:00,0.0,0.3695,0.3785,0.35019742796834996
2019-01-03 05:00:00,0.0,0.3005,0.399,0.35019742796834996
2019-01-03 06:00:00,0.0,0.2412,0.4297,0.35019742796834996
2019-01-03 07:00:00,0.0,0.2171,0.4563,0.35019742796834996
2019-01-03 08:00:00,0.001,0.1965,0.4719,0.35019742796834996
2019-01-03 09:00:00,0.018000000000000002,0.1616,0.4915,0.35019742796834996
2019-01-03 10:00:00,0.052000000000000005,0.2015,0.5041,0.35019742796834996
2019-01-03 11:00:00,0.07400000000000001,0.3214,0.5189,0.35019742796834996
2019-01-03 12:00:00,0.057,0.3923,0.5233,0.35019742796834996
2019-01-03 13:00:00,0.022,0.3201,0.5329999999999999,0.35019742796834996
2019-01-03 14:00:00,0.001,0.3894,0.5479,0.35019742796834996
2019-01-03 15:00:00,0.0,0.5002,0.5515,0.35019742796834996
2019-01-03 16:00:00,0.0,0.5446,0.5513,0.35019742796834996
2019-01-03 17:00:00,0.0,0.5284,0.546,0.35019742796834996
2019-01-03 18:00:00,0.0,0.524,0.5392,0.35019742796834996
2019-01-03 19:00:00,0.0,0.5106,0.534,0.35019742796834996
2019-01-03 20:00:00,0.0,0.4897,0.5361,0.35019742796834996
2019-01-03 21:00:00,0.0,0.5061,0.5359,0.35019742796834996
2019-01-03 22:00:00,0.0,0.5358,0.5398,0.35019742796834996
2019-01-03 23:00:00,0.0,0.5165,0.5318,0.35019742796834996
2019-01-04 00:00:00,0.0,0.5165,0.5191,0.346160496780964
2019-01-04 01:00:00,0.0,0.5723,0.5224,0.346160496780964
2019-01-04 02:00:00,0.0,0.6668,0.5354,0.346160496780964
2019-01-04 03:00:00,0.0,0.7212,0.5394,0.346160496780964
2019-01-04 04:00:00,0.0,0.738,0.5351,0.346160496780964
2019-01-04 05:00:00,0.0,0.8028,0.5177,0.346160496780964
2019-01-04 06:00:00,0.0,0.8253,0.4878,0.346160496780964
2019-01-04 07:00:00,0.0,0.8426,0.4698,0.346160496780964
2019-01-04 08:00:00,0.001,0.8419,0.454,0.346160496780964
2019-01-04 09:00:00,0.02,0.8648,0.4327,0.346160496780964
2019-01-04 10:00:00,0.032,0.906,0.4191,0.346160496780964
2019-01-04 11:00:00,0.026,0.9027,0.415,0.346160496780964
2019-01-04 12:00:00,0.013,0.9114,0.412,0.346160496780964
2019-01-04 13:00:00,0.002,0.917,0.4048,0.346160496780964
2019-01-04 14:00:00,0.0,0.9162,0.3982,0.346160496780964
2019-01-04 15:00:00,0.0,0.9191,0.3885,0.346160496780964
2019-01-04 16:00:00,0.0,0.9258,0.3748,0.346160496780964
2019-01-04 17:00:00,0.0,0.9435,0.3717,0.346160496780964
2019-01-04 18:00:00,0.0,0.9473,0.3628,0.346160496780964
2019-01-04 19:00:00,0.0,0.9485,0.3477,0.346160496780964
2019-01-04 20:00:00,0.0,0.947,0.3376,0.346160496780964
2019-01-04 21:00:00,0.0,0.952,0.3335,0.346160496780964
2019-01-04 22:00:00,0.0,0.9504,0.3207,0.346160496780964
2019-01-04 23:00:00,0.0,0.9435,0.3091,0.346160496780964
2019-01-05 00:00:00,0.0,0.9348,0.2941,0.333168994599917
2019-01-05 01:00:00,0.0,0.9191,0.2828,0.333168994599917
2019-01-05 02:00:00,0.0,0.9027,0.2744,0.333168994599917
2019-01-05 03:00:00,0.0,0.9008,0.2575,0.333168994599917
2019-01-05 04:00:00,0.0,0.8786,0.2402,0.333168994599917
2019-01-05 05:00:00,0.0,0.8667,0.2341,0.333168994599917
2019-01-05 06:00:00,0.0,0.8307,0.2262,0.333168994599917
2019-01-05 07:00:00,0.0,0.8229,0.2252,0.333168994599917
2019-01-05 08:00:00,0.001,0.7921,0.2285,0.333168994599917
2019-01-05 09:00:00,0.022,0.7742,0.2273,0.333168994599917
2019-01-05 10:00:00,0.051,0.7445,0.2209,0.333168994599917
2019-01-05 11:00:00,0.059,0.7109,0.2112,0.333168994599917
2019-01-05 12:00:00,0.041,0.6966,0.2182,0.333168994599917
2019-01-05 13:00:00,0.012,0.6757,0.2213,0.333168994599917
2019-01-05 14:00:00,0.0,0.6203,0.2121,0.333168994599917
2019-01-05 15:00:00,0.0,0.6008,0.2036,0.333168994599917
2019-01-05 16:00:00,0.0,0.6008,0.2024,0.333168994599917
2019-01-05 17:00:00,0.0,0.5881,0.211,0.333168994599917
2019-01-05 18:00:00,0.0,0.5636,0.2177,0.333168994599917
2019-01-05 19:00:00,0.0,0.5358,0.2324,0.333168994599917
2019-01-05 20:00:00,0.0,0.4987,0.2367,0.333168994599917
2019-01-05 21:00:00,0.0,0.4957,0.2491,0.333168994599917
2019-01-05 22:00:00,0.0,0.4867,0.2602,0.333168994599917
2019-01-05 23:00:00,0.0,0.4822,0.2733,0.333168994599917
2019-01-06 00:00:00,0.0,0.4763,0.2878,0.31980328581651196
2019-01-06 01:00:00,0.0,0.4688,0.2883,0.31980328581651196
2019-01-06 02:00:00,0.0,0.4495,0.2911,0.31980328581651196
2019-01-06 03:00:00,0.0,0.4643,0.3115,0.31980328581651196
2019-01-06 04:00:00,0.0,0.4927,0.3278,0.31980328581651196
2019-01-06 05:00:00,0.0,0.4912,0.3453,0.31980328581651196
2019-01-06 06:00:00,0.0,0.4495,0.364,0.31980328581651196
2019-01-06 07:00:00,0.0,0.3865,0.3895,0.31980328581651196
2019-01-06 08:00:00,0.001,0.3362,0.4208,0.31980328581651196
2019-01-06 09:00:00,0.025,0.2916,0.4387,0.31980328581651196
2019-01-06 10:00:00,0.056,0.2268,0.4284,0.31980328581651196
2019-01-06 11:00:00,0.068,0.1925,0.4121,0.31980328581651196
2019-01-06 12:00:00,0.052000000000000005,0.2077,0.3933,0.31980328581651196
2019-01-06 13:00:00,0.018000000000000002,0.2657,0.3796,0.31980328581651196
2019-01-06 14:00:00,0.0,0.3638,0.3675,0.31980328581651196
2019-01-06 15:00:00,0.0,0.4614,0.3556,0.31980328581651196
2019-01-06 16:00:00,0.0,0.5867,0.3342,0.31980328581651196
2019-01-06 17:00:00,0.0,0.6472,0.3349,0.31980328581651196
2019-01-06 18:00:00,0.0,0.6078,0.3323,0.31980328581651196
2019-01-06 19:00:00,0.0,0.5694,0.3367,0.31980328581651196
2019-01-06 20:00:00,0.0,0.5002,0.3345,0.31980328581651196
2019-01-06 21:00:00,0.0,0.445,0.3619,0.31980328581651196
2019-01-06 22:00:00,0.0,0.4111,0.3811,0.31980328581651196
2019-01-06 23:00:00,0.0,0.3214,0.3848,0.31980328581651196
2019-01-07 00:00:00,0.0,0.2562,0.3747,0.328258748057919
2019-01-07 01:00:00,0.0,0.1624,0.3644,0.328258748057919
2019-01-07 02:00:00,0.0,0.0726,0.3477,0.328258748057919
2019-01-07 03:00:00,0.0,0.0246,0.3134,0.328258748057919
2019-01-07 04:00:00,0.0,0.0105,0.2857,0.328258748057919
2019-01-07 05:00:00,0.0,0.0363,0.2732,0.328258748057919
2019-01-07 06:00:00,0.0,0.1194,0.2619,0.328258748057919
2019-01-07 07:00:00,0.0,0.3513,0.2635,0.328258748057919
2019-01-07 08:00:00,0.0,0.7085,0.2803,0.328258748057919
2019-01-07 09:00:00,0.004,0.8928,0.3229,0.328258748057919
2019-01-07 10:00:00,0.011,0.9568,0.3651,0.328258748057919
2019-01-07 11:00:00,0.01,0.9719,0.4019,0.328258748057919
2019-01-07 12:00:00,0.005,0.9429,0.4224,0.328258748057919
2019-01-07 13:00:00,0.001,0.9295,0.3981,0.328258748057919
2019-01-07 14:00:00,0.0,0.9462,0.4239,0.328258748057919
2019-01-07 15:00:00,0.0,0.917,0.4369,0.328258748057919
2019-01-07 16:00:00,0.0,0.9178,0.4347,0.328258748057919
2019-01-07 17:00:00,0.0,0.9302,0.4428,0.328258748057919
2019-01-07 18:00:00,0.0,0.8740000000000001,0.4444,0.328258748057919
2019-01-07 19:00:00,0.0,0.6203,0.4276,0.328258748057919
2019-01-07 20:00:00,0.0,0.2401,0.4029,0.328258748057919
2019-01-07 21:00:00,0.0,0.0856,0.3755,0.328258748057919
2019-01-07 22:00:00,0.0,0.2334,0.3705,0.328258748057919
2019-01-07 23:00:00,0.0,0.7931,0.4152,0.328258748057919
2019-01-08 00:00:00,0.0,0.9444,0.484,0.330089718679016
2019-01-08 01:00:00,0.0,0.9624,0.5124,0.330089718679016
2019-01-08 02:00:00,0.0,0.9824,0.5291,0.330089718679016
2019-01-08 03:00:00,0.0,0.9914,0.5312,0.330089718679016
2019-01-08 04:00:00,0.0,0.9843,0.5266,0.330089718679016
2019-01-08 05:00:00,0.0,0.962,0.5437,0.330089718679016
2019-01-08 06:00:00,0.0,0.9504,0.5372,0.330089718679016
2019-01-08 07:00:00,0.0,0.9569,0.5092,0.330089718679016
2019-01-08 08:00:00,0.001,0.9728,0.4973,0.330089718679016
2019-01-08 09:00:00,0.016,0.9867,0.4854,0.330089718679016
2019-01-08 10:00:00,0.024,0.9913,0.469,0.330089718679016
2019-01-08 11:00:00,0.025,0.9899,0.4633,0.330089718679016
2019-01-08 12:00:00,0.021,0.9851,0.4625,0.330089718679016
2019-01-08 13:00:00,0.009000000000000001,0.9772,0.4753,0.330089718679016
2019-01-08 14:00:00,0.001,0.9714,0.4759,0.330089718679016
2019-01-08 15:00:00,0.0,0.9691,0.4742,0.330089718679016
2019-01-08 16:00:00,0.0,0.9731,0.4635,0.330089718679016
2019-01-08 17:00:00,0.0,0.9748,0.4507,0.330089718679016
2019-01-08 18:00:00,0.0,0.9724,0.4474,0.330089718679016
2019-01-08 19:00:00,0.0,0.9634,0.4279,0.330089718679016
2019-01-08 20:00:00,0.0,0.9599,0.4078,0.330089718679016
2019-01-08 21:00:00,0.0,0.9624,0.4067,0.330089718679016
2019-01-08 22:00:00,0.0,0.9657,0.4055,0.330089718679016
2019-01-08 23:00:00,0.0,0.9653,0.4045,0.330089718679016
2019-01-09 00:00:00,0.0,0.9571,0.386,0.32646904841360097
2019-01-09 01:00:00,0.0,0.9435,0.3513,0.32646904841360097
2019-01-09 02:00:00,0.0,0.9246,0.3155,0.32646904841360097
2019-01-09 03:00:00,0.0,0.8918,0.2943,0.32646904841360097
2019-01-09 04:00:00,0.0,0.8551,0.2607,0.32646904841360097
2019-01-09 05:00:00,0.0,0.8503,0.2317,0.32646904841360097
2019-01-09 06:00:00,0.0,0.8268,0.2124,0.32646904841360097
2019-01-09 07:00:00,0.0,0.7847,0.1886,0.32646904841360097
2019-01-09 08:00:00,0.004,0.738,0.1657,0.32646904841360097
2019-01-09 09:00:00,0.037000000000000005,0.6719,0.1505,0.32646904841360097
2019-01-09 10:00:00,0.057,0.5923,0.132,0.32646904841360097
2019-01-09 11:00:00,0.058,0.5314,0.1346,0.32646904841360097
2019-01-09 12:00:00,0.049,0.4376,0.1362,0.32646904841360097
2019-01-09 13:00:00,0.024,0.3837,0.1354,0.32646904841360097
2019-01-09 14:00:00,0.001,0.3569,0.1419,0.32646904841360097
2019-01-09 15:00:00,0.0,0.2954,0.1659,0.32646904841360097
2019-01-09 16:00:00,0.0,0.229,0.1833,0.32646904841360097
2019-01-09 17:00:00,0.0,0.1837,0.1971,0.32646904841360097
2019-01-09 18:00:00,0.0,0.1371,0.2055,0.32646904841360097
2019-01-09 19:00:00,0.0,0.0802,0.2293,0.32646904841360097
2019-01-09 20:00:00,0.0,0.03,0.2588,0.32646904841360097
2019-01-09 21:00:00,0.0,0.0272,0.2911,0.32646904841360097
2019-01-09 22:00:00,0.0,0.0495,0.3384,0.32646904841360097
2019-01-09 23:00:00,0.0,0.0912,0.3956,0.32646904841360097
2019-01-10 00:00:00,0.0,0.1172,0.4356,0.294259207095739
2019-01-10 01:00:00,0.0,0.1308,0.4726,0.294259207095739
2019-01-10 02:00:00,0.0,0.1624,0.5143,0.294259207095739
2019-01-10 03:00:00,0.0,0.2192,0.5388,0.294259207095739
2019-01-10 04:00:00,0.0,0.2891,0.5533,0.294259207095739
2019-01-10 05:00:00,0.0,0.3295,0.5612,0.294259207095739
2019-01-10 06:00:00,0.0,0.2706,0.5929,0.294259207095739
2019-01-10 07:00:00,0.0,0.1799,0.6036,0.294259207095739
2019-01-10 08:00:00,0.0,0.0945,0.6101,0.294259207095739
2019-01-10 09:00:00,0.011,0.0832,0.6242,0.294259207095739
2019-01-10 10:00:00,0.036000000000000004,0.1537,0.6336,0.294259207095739
2019-01-10 11:00:00,0.062,0.2481,0.6473,0.294259207095739
2019-01-10 12:00:00,0.054000000000000006,0.2804,0.6659,0.294259207095739
2019-01-10 13:00:00,0.02,0.3569,0.6779999999999999,0.294259207095739
2019-01-10 14:00:00,0.001,0.5636,0.7017,0.294259207095739
2019-01-10 15:00:00,0.0,0.7347,0.7282,0.294259207095739
2019-01-10 16:00:00,0.0,0.7561,0.7514,0.294259207095739
2019-01-10 17:00:00,0.0,0.7894,0.7755,0.294259207095739
2019-01-10 18:00:00,0.0,0.8276,0.7803,0.294259207095739
2019-01-10 19:00:00,0.0,0.8792,0.7806,0.294259207095739
2019-01-10 20:00:00,0.0,0.8832,0.779,0.294259207095739
2019-01-10 21:00:00,0.0,0.8686,0.7871,0.294259207095739
2019-01-10 22:00:00,0.0,0.8918,0.7949,0.294259207095739
2019-01-10 23:00:00,0.0,0.8854,0.7945,0.294259207095739
2019-01-11 00:00:00,0.0,0.8983,0.7824,0.287585931867844
2019-01-11 01:00:00,0.0,0.8973,0.7869,0.287585931867844
2019-01-11 02:00:00,0.0,0.8912,0.7773,0.287585931867844
2019-01-11 03:00:00,0.0,0.8918,0.768,0.287585931867844
2019-01-11 04:00:00,0.0,0.8978,0.7464,0.287585931867844
2019-01-11 05:00:00,0.0,0.9203,0.7223,0.287585931867844
2019-01-11 06:00:00,0.0,0.9378,0.7189,0.287585931867844
2019-01-11 07:00:00,0.0,0.9465,0.7199,0.287585931867844
2019-01-11 08:00:00,0.005,0.9456,0.7276,0.287585931867844
2019-01-11 09:00:00,0.049,0.9429,0.7351,0.287585931867844
2019-01-11 10:00:00,0.092,0.941,0.7333,0.287585931867844
2019-01-11 11:00:00,0.105,0.9394,0.7241,0.287585931867844
2019-01-11 12:00:00,0.08,0.9284,0.7188,0.287585931867844
2019-01-11 13:00:00,0.028,0.9017,0.7195,0.287585931867844
2019-01-11 14:00:00,0.001,0.8704,0.7009,0.287585931867844
2019-01-11 15:00:00,0.0,0.8213,0.6591,0.287585931867844
2019-01-11 16:00:00,0.0,0.7612,0.6191,0.287585931867844
2019-01-11 17:00:00,0.0,0.7062,0.5789,0.287585931867844
2019-01-11 18:00:00,0.0,0.6433,0.5396,0.287585931867844
2019-01-11 19:00:00,0.0,0.5343,0.4998,0.287585931867844
2019-01-11 20:00:00,0.0,0.3499,0.465,0.287585931867844
2019-01-11 21:00:00,0.0,0.1669,0.4372,0.287585931867844
2019-01-11 22:00:00,0.0,0.051,0.4067,0.287585931867844
2019-01-11 23:00:00,0.0,0.0047,0.3798,0.287585931867844
2019-01-12 00:00:00,0.0,0.0148,0.355,0.2859863607201289
2019-01-12 01:00:00,0.0,0.0808,0.343,0.2859863607201289
2019-01-12 02:00:00,0.0,0.2025,0.3307,0.2859863607201289
2019-01-12 03:00:00,0.0,0.3652,0.3156,0.2859863607201289
2019-01-12 04:00:00,0.0,0.5136,0.29100000000000004,0.2859863607201289
2019-01-12 05:00:00,0.0,0.5121,0.2737,0.2859863607201289
2019-01-12 06:00:00,0.0,0.4614,0.2396,0.2859863607201289
2019-01-12 07:00:00,0.0,0.524,0.2203,0.2859863607201289
2019-01-12 08:00:00,0.001,0.6393,0.2284,0.2859863607201289
2019-01-12 09:00:00,0.006999999999999999,0.7303,0.2558,0.2859863607201289
2019-01-12 10:00:00,0.014,0.7713,0.2432,0.2859863607201289
2019-01-12 11:00:00,0.017,0.8028,0.2347,0.2859863607201289
2019-01-12 12:00:00,0.013,0.8390000000000001,0.2304,0.2859863607201289
2019-01-12 13:00:00,0.005,0.8763,0.2459,0.2859863607201289
2019-01-12 14:00:00,0.0,0.8886,0.2639,0.2859863607201289
2019-01-12 15:00:00,0.0,0.8938,0.2733,0.2859863607201289
2019-01-12 16:00:00,0.0,0.8843,0.2698,0.2859863607201289
2019-01-12 17:00:00,0.0,0.8276,0.2501,0.2859863607201289
2019-01-12 18:00:00,0.0,0.7358,0.2256,0.2859863607201289
2019-01-12 19:00:00,0.0,0.6893,0.2122,0.2859863607201289
2019-01-12 20:00:00,0.0,0.6782,0.2179,0.2859863607201289
2019-01-12 21:00:00,0.0,0.5867,0.2321,0.2859863607201289
2019-01-12 22:00:00,0.0,0.4987,0.2488,0.2859863607201289
2019-01-12 23:00:00,0.0,0.623,0.2903,0.2859863607201289
2019-01-13 00:00:00,0.0,0.6693,0.3303,0.2856920476265061
2019-01-13 01:00:00,0.0,0.5824,0.35200000000000004,0.2856920476265061
2019-01-13 02:00:00,0.0,0.5388,0.3487,0.2856920476265061
2019-01-13 03:00:00,0.0,0.6106,0.3453,0.2856920476265061
2019-01-13 04:00:00,0.0,0.8897,0.3882,0.2856920476265061
2019-01-13 05:00:00,0.0,0.9812,0.4303,0.2856920476265061
2019-01-13 06:00:00,0.0,0.9877,0.4261,0.2856920476265061
2019-01-13 07:00:00,0.0,0.9817,0.4974,0.2856920476265061
2019-01-13 08:00:00,0.001,0.9665,0.601,0.2856920476265061
2019-01-13 09:00:00,0.019,0.9566,0.649,0.2856920476265061
2019-01-13 10:00:00,0.042,0.9549,0.6468,0.2856920476265061
2019-01-13 11:00:00,0.057,0.9628,0.6289,0.2856920476265061
2019-01-13 12:00:00,0.053,0.9805,0.6094,0.2856920476265061
2019-01-13 13:00:00,0.027000000000000003,0.9899,0.5878,0.2856920476265061
2019-01-13 14:00:00,0.002,0.9908,0.5811,0.2856920476265061
2019-01-13 15:00:00,0.0,0.9895,0.5809,0.2856920476265061
2019-01-13 16:00:00,0.0,0.9903,0.5929,0.2856920476265061
2019-01-13 17:00:00,0.0,0.991,0.6126,0.2856920476265061
2019-01-13 18:00:00,0.0,0.9912,0.6413,0.2856920476265061
2019-01-13 19:00:00,0.0,0.9889,0.6697,0.2856920476265061
2019-01-13 20:00:00,0.0,0.984,0.6794,0.2856920476265061
2019-01-13 21:00:00,0.0,0.9814,0.6624,0.2856920476265061
2019-01-13 22:00:00,0.0,0.9853,0.6463,0.2856920476265061
2019-01-13 23:00:00,0.0,0.9886,0.6301,0.2856920476265061
2019-01-14 00:00:00,0.0,0.9895,0.6426,0.28179869199011603
2019-01-14 01:00:00,0.0,0.9892,0.6798,0.28179869199011603
2019-01-14 02:00:00,0.0,0.9896,0.6935,0.28179869199011603
2019-01-14 03:00:00,0.0,0.9897,0.6895,0.28179869199011603
2019-01-14 04:00:00,0.0,0.9895,0.7004,0.28179869199011603
2019-01-14 05:00:00,0.0,0.9909,0.7101,0.28179869199011603
2019-01-14 06:00:00,0.0,0.9914,0.7140000000000001,0.28179869199011603
2019-01-14 07:00:00,0.0,0.9903,0.7075,0.28179869199011603
2019-01-14 08:00:00,0.004,0.9869,0.6945,0.28179869199011603
2019-01-14 09:00:00,0.025,0.982,0.6829,0.28179869199011603
2019-01-14 10:00:00,0.053,0.9793,0.6783,0.28179869199011603
2019-01-14 11:00:00,0.066,0.979,0.6706,0.28179869199011603
2019-01-14 12:00:00,0.051,0.9814,0.6647,0.28179869199011603
2019-01-14 13:00:00,0.022,0.981,0.6539,0.28179869199011603
2019-01-14 14:00:00,0.002,0.9723,0.6366,0.28179869199011603
2019-01-14 15:00:00,0.0,0.9467,0.5986,0.28179869199011603
2019-01-14 16:00:00,0.0,0.8886,0.5494,0.28179869199011603
2019-01-14 17:00:00,0.0,0.7809999999999999,0.4972,0.28179869199011603
2019-01-14 18:00:00,0.0,0.612,0.4342,0.28179869199011603
2019-01-14 19:00:00,0.0,0.4391,0.3675,0.28179869199011603
2019-01-14 20:00:00,0.0,0.3135,0.3087,0.28179869199011603
2019-01-14 21:00:00,0.0,0.2097,0.2631,0.28179869199011603
2019-01-14 22:00:00,0.0,0.1436,0.2202,0.28179869199011603
2019-01-14 23:00:00,0.0,0.1045,0.1876,0.28179869199011603
2019-01-15 00:00:00,0.0,0.0398,0.1572,0.272116731221342
2019-01-15 01:00:00,0.0,0.0017,0.1293,0.272116731221342
2019-01-15 02:00:00,0.0,0.0148,0.1146,0.272116731221342
2019-01-15 03:00:00,0.0,0.1379,0.0976,0.272116731221342
2019-01-15 04:00:00,0.0,0.3794,0.0979,0.272116731221342
2019-01-15 05:00:00,0.0,0.5016,0.1072,0.272116731221342
2019-01-15 06:00:00,0.0,0.4243,0.1142,0.272116731221342
2019-01-15 07:00:00,0.0,0.7369,0.1333,0.272116731221342
2019-01-15 08:00:00,0.0,0.9816,0.2253,0.272116731221342
2019-01-15 09:00:00,0.009000000000000001,0.9914,0.3117,0.272116731221342
2019-01-15 10:00:00,0.023,0.9906,0.3356,0.272116731221342
2019-01-15 11:00:00,0.036000000000000004,0.981,0.3337,0.272116731221342
2019-01-15 12:00:00,0.033,0.9653,0.3158,0.272116731221342
2019-01-15 13:00:00,0.015,0.9426,0.2897,0.272116731221342
2019-01-15 14:00:00,0.001,0.9132,0.2605,0.272116731221342
2019-01-15 15:00:00,0.0,0.8686,0.2238,0.272116731221342
2019-01-15 16:00:00,0.0,0.7949,0.1919,0.272116731221342
2019-01-15 17:00:00,0.0,0.7235,0.1679,0.272116731221342
2019-01-15 18:00:00,0.0,0.623,0.1431,0.272116731221342
2019-01-15 19:00:00,0.0,0.4942,0.1062,0.272116731221342
2019-01-15 20:00:00,0.0,0.3667,0.0802,0.272116731221342
2019-01-15 21:00:00,0.0,0.2527,0.0612,0.272116731221342
2019-01-15 22:00:00,0.0,0.1697,0.0416,0.272116731221342
2019-01-15 23:00:00,0.0,0.215,0.0364,0.272116731221342
2019-01-16 00:00:00,0.0,0.4421,0.0645,0.26354418533756896
2019-01-16 01:00:00,0.0,0.6203,0.105,0.26354418533756896
2019-01-16 02:00:00,0.0,0.7097,0.1362,0.26354418533756896
2019-01-16 03:00:00,0.0,0.8097,0.1717,0.26354418533756896
2019-01-16 04:00:00,0.0,0.9114,0.2029,0.26354418533756896
2019-01-16 05:00:00,0.0,0.958,0.2446,0.26354418533756896
2019-01-16 06:00:00,0.0,0.9649,0.2775,0.26354418533756896
2019-01-16 07:00:00,0.0,0.963,0.3214,0.26354418533756896
2019-01-16 08:00:00,0.0,0.9482,0.3315,0.26354418533756896
2019-01-16 09:00:00,0.005,0.9358,0.3217,0.26354418533756896
2019-01-16 10:00:00,0.014,0.9262,0.2964,0.26354418533756896
2019-01-16 11:00:00,0.018000000000000002,0.9027,0.2575,0.26354418533756896
2019-01-16 12:00:00,0.014,0.8462,0.2268,0.26354418533756896
2019-01-16 13:00:00,0.006,0.7713,0.2142,0.26354418533756896
2019-01-16 14:00:00,0.0,0.7623,0.2183,0.26354418533756896
2019-01-16 15:00:00,0.0,0.7921,0.2087,0.26354418533756896
2019-01-16 16:00:00,0.0,0.8011,0.1998,0.26354418533756896
2019-01-16 17:00:00,0.0,0.7693,0.1788,0.26354418533756896
2019-01-16 18:00:00,0.0,0.7325,0.1589,0.26354418533756896
2019-01-16 19:00:00,0.0,0.7132,0.1489,0.26354418533756896
2019-01-16 20:00:00,0.0,0.7143,0.1463,0.26354418533756896
2019-01-16 21:00:00,0.0,0.754,0.161,0.26354418533756896
2019-01-16 22:00:00,0.0,0.8089,0.1911,0.26354418533756896
2019-01-16 23:00:00,0.0,0.8337,0.2297,0.26354418533756896
2019-01-17 00:00:00,0.0,0.8367,0.2649,0.215671463722418
2019-01-17 01:00:00,0.0,0.8123,0.2766,0.215671463722418
2019-01-17 02:00:00,0.0,0.7847,0.264,0.215671463722418
2019-01-17 03:00:00,0.0,0.7723,0.2275,0.215671463722418
2019-01-17 04:00:00,0.0,0.7838,0.1892,0.215671463722418
2019-01-17 05:00:00,0.0,0.8172,0.1653,0.215671463722418
2019-01-17 06:00:00,0.0,0.8597,0.1552,0.215671463722418
